word_id	seg_id	spkr_id	language	spkr_gender	spkr_age	split	start	end	duration	num_ph	orth	phon	IPA	correct_IPA	frequency	file
CZE015_87_15	CZE015_87	CZE015	CZE	male	17.0	TRA	5.91	6.76	0.85	10	obchodování	o p x o d o v aa nj ii	o p x o d o v aː ɲ iː	o p x o d o v aː ɲ iː	17	Czech/wav/015/CZ015_87.wav
DEU052_36_4	DEU052_36	DEU052	DEU	male		DEV	1.56	2.05	0.49	8	programme	p r ol g r a m etu	p r oː ɡ r a m ə	p r oː ɡ r a m ə	3	German/wav/052/GE052_36.wav
DEU006_111_8	DEU006_111	DEU006	DEU	male		TRA	3.93	4.44	0.51	6	eheleute	el h e l eU t etu	eː ə l ɔɪ t ə	eː ə l ɔ ɪ t ə	3	German/wav/006/GE006_111.wav
DEU050_127_2	DEU050_127	DEU050	DEU	male		TRA	0.39	0.97	0.58	10	motivation	m ol t il v a ts il ol n	m oː t iː v a ts ɪ oː n	m oː t iː v a ts ɪ oː n	2	German/wav/050/GE050_127.wav
DEU058_73_8	DEU058_73	DEU058	DEU	male		TRA	3.15	3.46	0.31	4	liegt	l il k t	l iː k t	l iː k t	43	German/wav/058/GE058_73.wav
DEU069_51_10	DEU069_51	DEU069	DEU	male		TRA	4.41	4.7	0.29	5	gegen	g el g etu n	ɡ eː ɡ ə n	ɡ eː ɡ ə n	221	German/wav/069/GE069_51.wav
DEU054_13_1	DEU054_13	DEU054	DEU	male		TRA	0.28	0.78	0.5	8	inzwischen	i n ts v i S etu n	ɪ n ts v ɪ ʃ ə n	ɪ n ts v ɪ ʃ ə n	42	German/wav/054/GE054_13.wav
CZE041_129_11	CZE041_129	CZE041	CZE	female	18.0	TRA	5.83	6.41	0.58	7	tradice	t r a d i c e	t r a d i ts ɛ	t r a d i ts ɛ	56	Czech/wav/041/CZ041_129.wav
DEU057_22_15	DEU057_22	DEU057	DEU	male		TRA	4.76	5.28	0.52	8	jemanden	j el m a n d etu n	j eː m a n d ə n	j eː m a n d ə n	6	German/wav/057/GE057_22.wav
CZE067_83_2	CZE067_83	CZE067	CZE	male	21.0	TRA	0.76	1.34	0.58	7	znamená	z n a m e n aa	z n a m ɛ n aː	z n a m ɛ n aː	99	Czech/wav/067/CZ067_83.wav
DEU064_80_6	DEU064_80	DEU064	DEU	male		TRA	2.64	3.1	0.46	7	zunächst	ts ul n k s t	ts uː n ɛ ç s t	ts uː n ɛ ç s t	67	German/wav/064/GE064_80.wav
CZE014_139_2	CZE014_139	CZE014	CZE	female	21.0	TRA	0.82	1.37	0.55	9	produktem	p r o d u k t e m	p r o d u k t ɛ m	p r o d u k t ɛ m	55	Czech/wav/014/CZ014_139.wav
DEU071_66_3	DEU071_66	DEU071	DEU	male		TRA	1.4	1.62	0.22	4	heißt	h a i t	h aɪ s t	h a ɪ s t	26	German/wav/071/GE071_66.wav
DEU057_13_5	DEU057_13	DEU057	DEU	male		TRA	2.06	2.27	0.21	4	nicht	n i C t	n ɪ ç t	n ɪ ç t	1251	German/wav/057/GE057_13.wav
CZE011_116_9	CZE011_116	CZE011	CZE	female	47.0	TRA	2.96	3.45	0.49	8	nejlepší	n e j l e p sh ii	n ɛ ɪ l ɛ p ʃ iː	n ɛ ɪ l ɛ p ʃ iː	74	Czech/wav/011/CZ011_116.wav
CZE098_18_8	CZE098_18	CZE098	CZE	female	16.0	EVA	5.04	5.67	0.63	9	ředitelem	rzh e dj i t e l e m	r̝ ɛ ɟ i t ɛ l ɛ m	r̝ ɛ ɟ i t ɛ l ɛ m	2	Czech/wav/098/CZ098_18.wav
CZE067_70_1	CZE067_70	CZE067	CZE	male	21.0	TRA	0.56	1.03	0.47	5	počet	p o ch e t	p o t̠ʃ ɛ t	p o t̠ʃ ɛ t	106	Czech/wav/067/CZ067_70.wav
DEU056_8_7	DEU056_8	DEU056	DEU	male		DEV	2.5	2.91	0.41	7	offenbar	o f etu n b al r	ɔ f ə n b aː ʀ	ɔ f ə n b aː ʀ	51	German/wav/056/GE056_8.wav
DEU006_38_4	DEU006_38	DEU006	DEU	male		TRA	0.95	2.01	1.06	17	regierungsmitgliedern	r e g il r u ng s m i t g l il d atu n	r eː ɡ iː r ʊ ŋ s m ɪ t ɡ l iː d ɛ n	r eː ɡ iː r ʊ ŋ s m ɪ t ɡ l iː d ɛ n	2	German/wav/006/GE006_38.wav
DEU031_50_21	DEU031_50	DEU031	DEU	male		TRA	7.81	8.23	0.42	7	botschaft	b ol t S a f t	b oː t ʃ a f t	b oː t ʃ a f t	9	German/wav/031/GE031_50.wav
DEU013_106_11	DEU013_106	DEU013	DEU	male		TRA	4.58	5.05	0.47	8	standort	S t a n t o r t	ʃ t a n d ɔ ʀ t	ʃ t a n d ɔ ʀ t	5	German/wav/013/GE013_106.wav
DEU003_118_2	DEU003_118	DEU003	DEU	male		DEV	0.84	1.35	0.51	7	einzelne	a i n ts etu l n etu	aɪ n ts ɛ l n ə	a ɪ n ts ɛ l n ə	2	German/wav/003/GE003_118.wav
CZE003_113_4	CZE003_113	CZE003	CZE	female	26.0	TRA	1.35	1.87	0.52	6	zaujmout	z aw j m ow t	z au j m ou̯ t	z a u j m o u ̯ t	55	Czech/wav/003/CZ003_113.wav
CZE040_128_12	CZE040_128	CZE040	CZE	female	21.0	TRA	4.71	5.05	0.34	6	devět	d e v j e t	d ɛ v j ɛ t	d ɛ v j ɛ t	117	Czech/wav/040/CZ040_128.wav
CZE041_104_35	CZE041_104	CZE041	CZE	female	18.0	TRA	10.82	11.31	0.49	8	nebytový	n e b i t o v ii	n ɛ b i t o v iː	n ɛ b i t o v iː	52	Czech/wav/041/CZ041_104.wav
CZE100_100_25	CZE100_100	CZE100	CZE	female	25.0	EVA	8.92	9.37	0.45	5	svět	s v j e t	s v j ɛ t	s v j ɛ t	3	Czech/wav/100/CZ100_100.wav
CZE050_1_9	CZE050_1	CZE050	CZE	female	21.0	TRA	3.29	3.53	0.24	5	které	k t e r ee	k t ɛ r ɛː	k t ɛ r ɛː	728	Czech/wav/050/CZ050_1.wav
CZE003_134_16	CZE003_134	CZE003	CZE	female	26.0	TRA	6.66	7.22	0.56	9	přibližně	p rsh i b l i zh nj e	p r̝ i b l i ʒ ɲ ɛ	p r̝ i b l i ʒ ɲ ɛ	176	Czech/wav/003/CZ003_134.wav
CZE021_80_17	CZE021_80	CZE021	CZE	female	19.0	TRA	7.79	8.49	0.7	8	federace	f e d e r a c e	f ɛ d ɛ r a ts ɛ	f ɛ d ɛ r a ts ɛ	11	Czech/wav/021/CZ021_80.wav
DEU003_39_10	DEU003_39	DEU003	DEU	male		DEV	3.91	4.53	0.62	10	bürgermeister	b r g etu r m aI s t atu	b ʏ ʀ ɡ ɛ m aɪ s t ɛ	b ʏ ʀ ɡ ɛ m a ɪ s t ɛ	3	German/wav/003/GE003_39.wav
DEU039_21_6	DEU039_21	DEU039	DEU	male		TRA	1.8	2.26	0.46	10	bürgerlichen	b r g atu l i C etu n	b ʏ ʀ ɡ ɛ l ɪ ç ə n	b ʏ ʀ ɡ ɛ l ɪ ç ə n	6	German/wav/039/GE039_21.wav
CZE008_135_22	CZE008_135	CZE008	CZE	male	27.0	TRA	13.14	13.57	0.43	5	jinak	j i n a k	j i n a k	j i n a k	84	Czech/wav/008/CZ008_135.wav
DEU013_183_10	DEU013_183	DEU013	DEU	male		TRA	3.19	3.64	0.45	4	nassau	n a s aU	n a s aʊ	n a s a ʊ	2	German/wav/013/GE013_183.wav
DEU061_65_17	DEU061_65	DEU061	DEU	male		TRA	6.08	7.08	1.0	12	verbundenheit	f atu b u n d etu n h a i t	f ɛ ʀ b ʊ n d ə n h aɪ t	f ɛ ʀ b ʊ n d ə n h a ɪ t	2	German/wav/061/GE061_65.wav
DEU012_57_11	DEU012_57	DEU012	DEU	male		TRA	3.25	3.62	0.37	4	häuser	h u s atu	h ɔɪ z ɛ	h ɔ ɪ z ɛ	16	German/wav/012/GE012_57.wav
CZE043_121_16	CZE043_121	CZE043	CZE	male	22.0	TRA	6.23	6.94	0.71	10	naplňující	n a p l nj u j ii c ii	n a p l̩ ɲ u j iː ts iː	n a p l̩ ɲ u j iː ts iː	52	Czech/wav/043/CZ043_121.wav
CZE024_124_16	CZE024_124	CZE024	CZE	female	20.0	TRA	5.86	6.44	0.58	7	chráněny	x r aa nj e n i	x r aː ɲ ɛ n i	x r aː ɲ ɛ n i	53	Czech/wav/024/CZ024_124.wav
CZE013_27_18	CZE013_27	CZE013	CZE	male	21.0	TRA	8.21	8.68	0.47	5	české	ch e s k ee	t̠ʃ ɛ s k ɛː	t̠ʃ ɛ s k ɛː	310	Czech/wav/013/CZ013_27.wav
CZE016_20_3	CZE016_20	CZE016	CZE	male	48.0	TRA	0.93	1.33	0.4	6	vzniká	v z nj i k aa	v z ɲ i k aː	v z ɲ i k aː	13	Czech/wav/016/CZ016_20.wav
CZE072_18_2	CZE072_18	CZE072	CZE	female	21.0	TRA	1.93	2.29	0.36	6	tohoto	t o h o t o	t o ɦ o t o	t o ɦ o t o	176	Czech/wav/072/CZ072_18.wav
CZE026_132_4	CZE026_132	CZE026	CZE	male	25.0	EVA	1.44	1.74	0.3	5	tolik	t o l i k	t o l i k	t o l i k	70	Czech/wav/026/CZ026_132.wav
CZE071_102_1	CZE071_102	CZE071	CZE	female	20.0	TRA	0.72	1.2	0.48	6	objeví	o b j e v ii	o b j ɛ v iː	o b j ɛ v iː	57	Czech/wav/071/CZ071_102.wav
DEU011_22_3	DEU011_22	DEU011	DEU	female		TRA	1.51	1.77	0.26	4	steht	S t el t	ʃ t eː t	ʃ t eː t	45	German/wav/011/GE011_22.wav
CZE073_50_12	CZE073_50	CZE073	CZE	female	21.0	TRA	5.6	6.09	0.49	7	dvakrát	d v a k r aa t	d v a k r aː t	d v a k r aː t	16	Czech/wav/073/CZ073_50.wav
CZE075_24_15	CZE075_24	CZE075	CZE	male	22.0	TRA	7.84	8.6	0.76	9	prostředí	p r o s t rsh e dj ii	p r o s t r̝ ɛ ɟ iː	p r o s t r̝ ɛ ɟ iː	38	Czech/wav/075/CZ075_24.wav
DEU064_39_2	DEU064_39	DEU064	DEU	male		TRA	0.69	0.87	0.18	4	sind	z i n t	z ɪ n t	z ɪ n t	377	German/wav/064/GE064_39.wav
CZE082_44_4	CZE082_44	CZE082	CZE	female	20.0	TRA	2.4	2.77	0.37	7	dostali	d o s t a l i	d o s t a l i	d o s t a l i	8	Czech/wav/082/CZ082_44.wav
DEU032_38_11	DEU032_38	DEU032	DEU	male		TRA	3.12	3.63	0.51	7	risiken	r i s i k etu n	r iː z iː k ə n	r iː z iː k ə n	3	German/wav/032/GE032_38.wav
DEU016_80_13	DEU016_80	DEU016	DEU	male		EVA	4.83	5.03	0.2	4	unter	u n t atu	ʊ n t ɛ	ʊ n t ɛ	130	German/wav/016/GE016_80.wav
CZE018_24_5	CZE018_24	CZE018	CZE	female	26.0	TRA	2.22	2.68	0.46	4	ceně	c e nj e	ts ɛ ɲ ɛ	ts ɛ ɲ ɛ	74	Czech/wav/018/CZ018_24.wav
CZE087_22_10	CZE087_22	CZE087	CZE	female	44.0	DEV	4.21	4.78	0.57	7	května	k v j e t n a	k v j ɛ t n a	k v j ɛ t n a	4	Czech/wav/087/CZ087_22.wav
DEU005_176_8	DEU005_176	DEU005	DEU	male		TRA	4.13	4.66	0.53	9	glitschigen	g l i t S i g etu n	ɡ l ɪ t ʃ ɪ ɡ ə n	ɡ l ɪ t ʃ ɪ ɡ ə n	3	German/wav/005/GE005_176.wav
CZE013_117_29	CZE013_117	CZE013	CZE	male	21.0	TRA	14.78	15.72	0.94	12	odpovědnost	o d p o v j e d n o s t	o t p o v j ɛ d n o s t	o t p o v j ɛ d n o s t	62	Czech/wav/013/CZ013_117.wav
CZE024_78_25	CZE024_78	CZE024	CZE	female	20.0	TRA	8.63	9.15	0.52	8	poznatky	p o z n a t k i	p o z n a t k i	p o z n a t k i	8	Czech/wav/024/CZ024_78.wav
DEU026_40_4	DEU026_40	DEU026	DEU	female		EVA	0.89	1.32	0.43	6	einigen	a i n i g etu n	aɪ n ɪ ɡ ə n	a ɪ n ɪ ɡ ə n	2	German/wav/026/GE026_40.wav
CZE009_123_40	CZE009_123	CZE009	CZE	male	22.0	TRA	17.7	18.21	0.51	7	podobně	p o d o b nj e	p o d o b ɲ ɛ	p o d o b ɲ ɛ	98	Czech/wav/009/CZ009_123.wav
CZE025_49_10	CZE025_49	CZE025	CZE	male	74.0	TRA	5.3	5.93	0.63	8	průmyslu	p r uu m i s l u	p r uː m i s l u	p r uː m i s l u	80	Czech/wav/025/CZ025_49.wav
CZE024_101_2	CZE024_101	CZE024	CZE	female	20.0	TRA	0.84	1.32	0.48	9	přístroje	p rsh ii s t r o j e	p r̝ iː s t r o j ɛ	p r̝ iː s t r o j ɛ	70	Czech/wav/024/CZ024_101.wav
CZE041_130_4	CZE041_130	CZE041	CZE	female	18.0	TRA	2.24	2.61	0.37	7	předali	p rsh e d a l i	p r̝ ɛ d a l i	p r̝ ɛ d a l i	53	Czech/wav/041/CZ041_130.wav
CZE049_140_11	CZE049_140	CZE049	CZE	male	22.0	TRA	4.94	5.76	0.82	13	živnostenském	zh i v n o s t e n s k ee m	ʒ i v n o s t ɛ n s k ɛː m	ʒ i v n o s t ɛ n s k ɛː m	55	Czech/wav/049/CZ049_140.wav
CZE011_128_19	CZE011_128	CZE011	CZE	female	47.0	TRA	6.17	6.81	0.64	7	zápisech	z aa p i s e x	z aː p i s ɛ x	z aː p i s ɛ x	52	Czech/wav/011/CZ011_128.wav
DEU053_73_8	DEU053_73	DEU053	DEU	male		TRA	3.28	3.81	0.53	7	geplant	g etu p l al n t	ɡ ə p l a n t	ɡ ə p l a n t	13	German/wav/053/GE053_73.wav
CZE012_78_43	CZE012_78	CZE012	CZE	male	17.0	TRA	19.33	19.86	0.53	9	slovenská	s l o v e n s k aa	s l o v ɛ n s k aː	s l o v ɛ n s k aː	10	Czech/wav/012/CZ012_78.wav
DEU036_7_10	DEU036_7	DEU036	DEU	male		TRA	3.91	4.19	0.28	6	wurden	v u atu d etu n	v ʊ ɐ d ə n	v ʊ ɐ d ə n	137	German/wav/036/GE036_7.wav
DEU005_34_7	DEU005_34	DEU005	DEU	male		TRA	2.43	3.05	0.62	9	vereinbart	f atu aI n b al r t	f ɛ ʀ aɪ n b a ʀ t	f ɛ ʀ a ɪ n b a ʀ t	6	German/wav/005/GE005_34.wav
DEU006_79_21	DEU006_79	DEU006	DEU	male		TRA	8.98	9.33	0.35	5	waren	v al r etu n	v aː r ə n	v aː r ə n	134	German/wav/006/GE006_79.wav
CZE040_17_24	CZE040_17	CZE040	CZE	female	21.0	TRA	10.22	10.72	0.5	6	tisíce	tj i s ii c e	c i s iː ts ɛ	c i s iː ts ɛ	129	Czech/wav/040/CZ040_17.wav
DEU054_67_2	DEU054_67	DEU054	DEU	male		TRA	1.19	1.52	0.33	6	sollten	z o l t etu n	z ɔ l t ə n	z ɔ l t ə n	55	German/wav/054/GE054_67.wav
CZE015_122_36	CZE015_122	CZE015	CZE	male	17.0	TRA	16.45	17.2	0.75	11	konkurenční	k o ng k u r e n ch nj ii	k o ŋ k u r ɛ n t̠ʃ ɲ iː	k o ŋ k u r ɛ n t̠ʃ ɲ iː	61	Czech/wav/015/CZ015_122.wav
CZE046_95_5	CZE046_95	CZE046	CZE	female	25.0	TRA	2.54	3.1	0.56	6	domácí	d o m aa c ii	d o m aː ts iː	d o m aː ts iː	90	Czech/wav/046/CZ046_95.wav
CZE032_5_16	CZE032_5	CZE032	CZE	female	24.0	TRA	7.75	8.13	0.38	5	nejsou	n e j s ow	n ɛ ɪ s ou̯	n ɛ ɪ s o u ̯	103	Czech/wav/032/CZ032_5.wav
CZE048_29_1	CZE048_29	CZE048	CZE	male	21.0	TRA	0.55	1.19	0.64	11	vysvětlení	v i s v j e t l e nj ii	v i s v j ɛ t l ɛ ɲ iː	v i s v j ɛ t l ɛ ɲ iː	7	Czech/wav/048/CZ048_29.wav
CZE049_139_26	CZE049_139	CZE049	CZE	male	22.0	TRA	10.45	11.01	0.56	7	zkrátka	s k r aa t k a	s k r aː t k a	s k r aː t k a	54	Czech/wav/049/CZ049_139.wav
CZE052_94_26	CZE052_94	CZE052	CZE	male	22.0	TRA	10.25	10.44	0.19	5	mělo	m nj e l o	m ɲ ɛ l o	m ɲ ɛ l o	34	Czech/wav/052/CZ052_94.wav
CZE096_98_2	CZE096_98	CZE096	CZE	male	18.0	EVA	1.26	1.68	0.42	6	záznam	z aa z n a m	z aː z n a m	z aː z n a m	2	Czech/wav/096/CZ096_98.wav
CZE010_8_2	CZE010_8	CZE010	CZE	male	51.0	TRA	0.89	1.23	0.34	6	věcech	v j e c e x	v j ɛ ts ɛ x	v j ɛ ts ɛ x	4	Czech/wav/010/CZ010_8.wav
CZE024_10_8	CZE024_10	CZE024	CZE	female	20.0	TRA	3.44	3.73	0.29	4	plně	p l nj e	p l̩ ɲ ɛ	p l̩ ɲ ɛ	66	Czech/wav/024/CZ024_10.wav
CZE094_83_2	CZE094_83	CZE094	CZE	male	47.0	EVA	2.05	2.56	0.51	10	devatenáct	d e v a t e n aa c t	d ɛ v a t ɛ n aː ts t	d ɛ v a t ɛ n aː ts t	58	Czech/wav/094/CZ094_83.wav
CZE098_96_1	CZE098_96	CZE098	CZE	female	16.0	EVA	1.16	1.5	0.34	5	viděl	v i dj e l	v i ɟ ɛ l	v i ɟ ɛ l	3	Czech/wav/098/CZ098_96.wav
CZE027_43_6	CZE027_43	CZE027	CZE	male	22.0	TRA	3.13	4.06	0.93	10	prostředků	p r o s t rsh e t k uu	p r o s t r̝ ɛ t k uː	p r o s t r̝ ɛ t k uː	26	Czech/wav/027/CZ027_43.wav
DEU040_49_4	DEU040_49	DEU040	DEU	male		TRA	1.18	1.44	0.26	4	neuen	n eU etu n	n ɔɪ ə n	n ɔ ɪ ə n	101	German/wav/040/GE040_49.wav
CZE079_69_9	CZE079_69	CZE079	CZE	female	20.0	TRA	4.36	5.13	0.77	11	vyšetřování	v i sh e t rsh o v aa nj ii	v i ʃ ɛ t r̝ o v aː ɲ iː	v i ʃ ɛ t r̝ o v aː ɲ iː	7	Czech/wav/079/CZ079_69.wav
CZE078_19_4	CZE078_19	CZE078	CZE	male	20.0	TRA	1.37	1.66	0.29	4	vším	f sh ii m	f ʃ iː m	f ʃ iː m	54	Czech/wav/078/CZ078_19.wav
DEU062_32_1	DEU062_32	DEU062	DEU	male		TRA	0.16	0.8	0.64	7	indessen	i n d e s etu n	ɪ n d ɛ s ə n	ɪ n d ɛ s ə n	9	German/wav/062/GE062_32.wav
DEU006_91_2	DEU006_91	DEU006	DEU	male		TRA	0.73	1.3	0.57	8	künftige	k n f t i g etu	k ʏ n f t ɪ ɡ ə	k ʏ n f t ɪ ɡ ə	13	German/wav/006/GE006_91.wav
CZE014_79_4	CZE014_79	CZE014	CZE	female	21.0	TRA	1.3	1.79	0.49	5	šanci	sh a n c i	ʃ a n ts i	ʃ a n ts i	15	Czech/wav/014/CZ014_79.wav
DEU050_78_1	DEU050_78	DEU050	DEU	male		TRA	0.16	0.4	0.24	6	darüber	d al r b etu r	d aː r yː b ɛ	d aː r yː b ɛ	39	German/wav/050/GE050_78.wav
DEU050_60_5	DEU050_60	DEU050	DEU	male		TRA	1.71	2.06	0.35	5	zeugen	ts eU g etu n	ts ɔɪ ɡ ə n	ts ɔ ɪ ɡ ə n	13	German/wav/050/GE050_60.wav
DEU030_25_27	DEU030_25	DEU030	DEU	male		TRA	11.66	12.17	0.51	4	grad	g r al t	ɡ r aː t	ɡ r aː t	9	German/wav/030/GE030_25.wav
CZE096_53_13	CZE096_53	CZE096	CZE	male	18.0	EVA	5.94	6.41	0.47	5	menší	m e n sh ii	m ɛ n ʃ iː	m ɛ n ʃ iː	2	Czech/wav/096/CZ096_53.wav
CZE009_129_18	CZE009_129	CZE009	CZE	male	22.0	TRA	9.24	9.89	0.65	7	regionu	r e g i j o n u	r ɛ ɡ i o n u	r ɛ ɡ i o n u	58	Czech/wav/009/CZ009_129.wav
DEU069_63_3	DEU069_63	DEU069	DEU	male		TRA	0.78	0.94	0.16	4	nicht	n i C t	n ɪ ç t	n ɪ ç t	1251	German/wav/069/GE069_63.wav
CZE025_80_1	CZE025_80	CZE025	CZE	male	74.0	TRA	0.64	1.05	0.41	6	kromě	k r o m nj e	k r o m ɲ ɛ	k r o m ɲ ɛ	50	Czech/wav/025/CZ025_80.wav
CZE020_124_8	CZE020_124	CZE020	CZE	female	25.0	TRA	3.71	4.0	0.29	4	mají	m a j ii	m a j iː	m a j iː	211	Czech/wav/020/CZ020_124.wav
DEU001_48_12	DEU001_48	DEU001	DEU	male		DEV	4.55	5.05	0.5	4	bauern	g etu b r a u x t	b aʊ ɛ n	b a ʊ ɛ n	2	German/wav/001/GE001_48.wav
DEU049_70_7	DEU049_70	DEU049	DEU	female		TRA	2.51	3.14	0.63	10	erforderlich	e r f o r d etu r l i C	ɛ ʀ f ɔ ʀ d ɛ l ɪ ç	ɛ ʀ f ɔ ʀ d ɛ l ɪ ç	10	German/wav/049/GE049_70.wav
DEU028_115_8	DEU028_115	DEU028	DEU	male		TRA	3.38	3.88	0.5	4	wolle	v o l etu	v ɔ l ə	v ɔ l ə	34	German/wav/028/GE028_115.wav
DEU024_94_12	DEU024_94	DEU024	DEU	male		TRA	5.57	5.94	0.37	6	werden	v el r d etu n	v ɛ ʀ d ə n	v ɛ ʀ d ə n	618	German/wav/024/GE024_94.wav
CZE018_129_27	CZE018_129	CZE018	CZE	female	26.0	TRA	14.2	14.9	0.7	7	podpoře	p o d p o rzh e	p o t p o r̝ ɛ	p o t p o r̝ ɛ	54	Czech/wav/018/CZ018_129.wav
CZE041_27_31	CZE041_27	CZE041	CZE	female	18.0	TRA	13.84	14.21	0.37	5	deset	d e s e t	d ɛ s ɛ t	d ɛ s ɛ t	115	Czech/wav/041/CZ041_27.wav
CZE099_89_14	CZE099_89	CZE099	CZE	male	21.0	DEV	6.3	6.7	0.4	4	obcí	o p c ii	o p ts iː	o p ts iː	4	Czech/wav/099/CZ099_89.wav
CZE018_60_21	CZE018_60	CZE018	CZE	female	26.0	TRA	11.1	11.72	0.62	5	tisíc	tj i s ii c	c i s iː ts	c i s iː ts	378	Czech/wav/018/CZ018_60.wav
DEU051_101_3	DEU051_101	DEU051	DEU	male		EVA	0.82	1.21	0.39	6	selbst	z e l p s t	z ɛ l p s t	z ɛ l p s t	91	German/wav/051/GE051_101.wav
CZE082_43_17	CZE082_43	CZE082	CZE	female	20.0	TRA	9.2	9.53	0.33	5	čelit	ch e l i t	t̠ʃ ɛ l i t	t̠ʃ ɛ l i t	3	Czech/wav/082/CZ082_43.wav
DEU009_168_2	DEU009_168	DEU009	DEU	male		EVA	0.55	0.86	0.31	5	diesem	d il z etu m	d iː z ə m	d iː z ə m	94	German/wav/009/GE009_168.wav
CZE051_58_4	CZE051_58	CZE051	CZE	male	25.0	TRA	1.65	2.19	0.54	9	podstatně	p o d s t a t nj e	p o t s t a t ɲ ɛ	p o t s t a t ɲ ɛ	25	Czech/wav/051/CZ051_58.wav
DEU015_85_14	DEU015_85	DEU015	DEU	male		TRA	4.79	5.47	0.68	8	gefährdet	g etu f r d etu t	ɡ ə f ɛː ʀ d ə t	ɡ ə f ɛː ʀ d ə t	8	German/wav/015/GE015_85.wav
CZE029_50_1	CZE029_50	CZE029	CZE	female	19.0	TRA	0.19	0.48	0.29	5	nižší	nj i sh ii	ɲ i ʃ ʃ iː	ɲ i ʃ ʃ iː	33	Czech/wav/029/CZ029_50.wav
CZE012_109_11	CZE012_109	CZE012	CZE	male	17.0	TRA	3.58	3.92	0.34	5	určit	u r ch i t	u r t̠ʃ i t	u r t̠ʃ i t	107	Czech/wav/012/CZ012_109.wav
CZE018_123_37	CZE018_123	CZE018	CZE	female	26.0	TRA	18.47	18.96	0.49	6	tvorba	t v o r b a	t v o r b a	t v o r b a	53	Czech/wav/018/CZ018_123.wav
CZE101_70_4	CZE101_70	CZE101	CZE	female	18.0	DEV	3.11	3.42	0.31	5	totiž	t o tj i sh	t o c i ʃ	t o c i ʃ	9	Czech/wav/101/CZ101_70.wav
CZE088_3_7	CZE088_3	CZE088	CZE	female	69.0	EVA	3.83	4.28	0.45	5	deset	d e s e t	d ɛ s ɛ t	d ɛ s ɛ t	12	Czech/wav/088/CZ088_3.wav
DEU005_72_5	DEU005_72	DEU005	DEU	male		TRA	2.24	2.9	0.66	11	verurteilten	f e r u r t a i l t etu n	f ɛ ʀ ʊ ɐ t aɪ l t ə n	f ɛ ʀ ʊ ɐ t a ɪ l t ə n	2	German/wav/005/GE005_72.wav
CZE003_110_22	CZE003_110	CZE003	CZE	female	26.0	TRA	8.39	8.97	0.58	6	nároky	n aa r o k i	n aː r o k i	n aː r o k i	68	Czech/wav/003/CZ003_110.wav
CZE065_13_7	CZE065_13	CZE065	CZE	male	20.0	TRA	5.12	5.6	0.48	7	přelomu	p rsh e l o m u	p r̝ ɛ l o m u	p r̝ ɛ l o m u	2	Czech/wav/065/CZ065_13.wav
CZE035_116_15	CZE035_116	CZE035	CZE	female	21.0	TRA	5.21	5.62	0.41	5	účinně	uu ch i nj e	uː t̠ʃ i ɲ ɛ	uː t̠ʃ i ɲ ɛ	53	Czech/wav/035/CZ035_116.wav
DEU049_45_4	DEU049_45	DEU049	DEU	female		TRA	1.08	1.17	0.09	6	spd	S p t	ɛ s p eː d eː	ɛ s p eː d eː	100	German/wav/049/GE049_45.wav
DEU010_17_8	DEU010_17	DEU010	DEU	female		DEV	3.94	4.31	0.37	7	doppelter	d o p etu l t etu r	d ɔ p ə l t ɛ	d ɔ p ə l t ɛ	2	German/wav/010/GE010_17.wav
DEU046_100_9	DEU046_100	DEU046	DEU	female		TRA	2.93	3.57	0.64	8	wirtschaft	v i r t S a f t	v ɪ ʀ t ʃ a f t	v ɪ ʀ t ʃ a f t	17	German/wav/046/GE046_100.wav
CZE011_29_21	CZE011_29	CZE011	CZE	female	47.0	TRA	7.01	7.5	0.49	8	padesáti	p a d e s aa tj i	p a d ɛ s aː c i	p a d ɛ s aː c i	28	Czech/wav/011/CZ011_29.wav
DEU024_186_7	DEU024_186	DEU024	DEU	male		TRA	3.54	3.84	0.3	4	einem	aI n etu m	aɪ n ə m	a ɪ n ə m	336	German/wav/024/GE024_186.wav
CZE017_92_3	CZE017_92	CZE017	CZE	female	46.0	EVA	1.51	2.05	0.54	7	obrázek	o b r aa z e k	o b r aː z ɛ k	o b r aː z ɛ k	7	Czech/wav/017/CZ017_92.wav
CZE041_66_7	CZE041_66	CZE041	CZE	female	18.0	TRA	2.9	3.52	0.62	9	likvidaci	l i k v i d a c i	l i k v i d a ts i	l i k v i d a ts i	9	Czech/wav/041/CZ041_66.wav
DEU051_127_8	DEU051_127	DEU051	DEU	male		EVA	2.16	2.47	0.31	4	neuen	n eU etu n	n ɔɪ ə n	n ɔ ɪ ə n	101	German/wav/051/GE051_127.wav
CZE017_136_35	CZE017_136	CZE017	CZE	female	46.0	EVA	14.96	15.57	0.61	9	naléhavým	n a l ee h a v ii m	n a l ɛː ɦ a v iː m	n a l ɛː ɦ a v iː m	52	Czech/wav/017/CZ017_136.wav
CZE032_110_2	CZE032_110	CZE032	CZE	female	24.0	TRA	1.52	2.46	0.94	11	prodávající	p r o d aa v a j ii c ii	p r o d aː v a j iː ts iː	p r o d aː v a j iː ts iː	115	Czech/wav/032/CZ032_110.wav
DEU012_197_1	DEU012_197	DEU012	DEU	male		TRA	0.54	0.89	0.35	4	trotz	t r o ts	t ʀ ɔ ts	t ʀ ɔ ts	30	German/wav/012/GE012_197.wav
