Word	IPA transcription
детьми	d̪ʲ i t̪ʲ mʲ i
сообщая	s ʌ ʌ p ʂ ɑ j a
восстановление	v ʌ s s t ʌ n ʌ v lʲ e n i j ɪ
фактическу	f a k t̪ʲ i t̠ʃʲ i s k u
поровну	p o r ʌ v n u
набрали	n a b r ɑ lʲ ɪ
обогнал	ʌ b ʌ ɡ n ɑ l
беседовал	bʲ i sʲ e d ʌ v ʌ l
Шаймиевым	ʃˠ ʌ j mʲ i j e v ɨ m
Лихачевым	l i x a t̠ʃʲ e v ɨ m
руководителем	r u k ʌ v ʌ d̪ʲ i t̪ʲ i lʲ i m
вызвано	v ɨ z v ʌ n ʌ
психологическими	p sʲ i x ʌ l ʌ ɡʲ i t̠ʃʲ i s kʲ i mʲ ɪ
причинами	p rʲ i t̠ʃʲ i n ʌ mʲ ɪ
экономическую	ɛ k ʌ n ʌ mʲ i t̠ʃʲ i s k u j u
покопать	p ʌ k ʌ p ɑ t̪ʲ
французские	f r a n t s u s s kʲ i j ɪ
колононисты	k ʌ l ʌ n o n i s t ɨ
намертво	n ɑ mʲ i r t v ʌ
цепились	t s ɨ pʲ i lʲ i sʲ
африканскую	a f rʲ i k ɑ n s k u j u
дражение	d r a ʒˠ ɛ n̪ʲ i j ɪ
сознании	s ʌ z n ɑ n i ɪ
синхронно	sʲ i n x r o n n ʌ
детские	d̪ʲ e t s kʲ i j ɪ
клиники	k lʲ i n̪ʲ i kʲ ɪ
терзает	t̪ʲ i r z ɑ j i t
сволочи	s v o l ʌ t̠ʃʲ ɪ
поднимается	p ʌ d n̪ʲ i m ɑ j i t s ʌ
громко	ɡ r o m k ʌ
Фолькер	f o lʲ kʲ i r
Рюе	rʲ u j ɪ
удостоился	u d ʌ s t o i l sʲ ʌ
Балканах	b a l k ɑ n ʌ x
читай	t̠ʃʲ i t ɑ j
закорма	z a k o r m a
дипломатически	d̪ʲ i p l ʌ m ɑ t̪ʲ i t̠ʃʲ i s kʲ ɪ
наса	n ɑ s a
штр-	ʃˠ ɑ t ɛ ɛ r
ноль	n o lʲ
барабан	b ʌ r a b ɑ n
револьвера	rʲ i v ʌ lʲ vʲ e r a
вставляется	f s t a v lʲ ɑ j i t s ʌ
патрон	p a t r o n
вращает	v r a ʂ ɑ j i t
приставляет	p rʲ i s t a v lʲ ɑ j i t
ствол	s t v o l
виску	vʲ i s k u
грохнет	ɡ r o x n̪ʲ i t
выстрел	v ɨ s t rʲ i l
опередивший	ʌ pʲ i rʲ i d̪ʲ i f ʃˠ ɨ j
94го	d̪ʲ ɛ vʲ ɪ n o s t ɔ t̠ʃʲ ɪ t ɨ rʲ ɪ ɡ o
серия	sʲ e rʲ i j a
демократического	d̪ʲ i m ʌ k r a t̪ʲ i t̠ʃʲ i s k ʌ v ʌ
парт-	p ɑ r t
портом	p o r t ʌ m
Танны	t ɑ n n ɨ
Корсикой	k o r sʲ i k ʌ j
ходит	x o d̪ʲ i t
зафрахтованным	z ʌ f r a x t o v ʌ n n ɨ m
ирландской	ɪ r l ɑ n d s k ʌ j
Нэйвифьюэль	n ɛ j vʲ i f j j u ɛ l
зарегистрированной	z ʌ rʲ i ɡʲ i s t rʲ i r ʌ v ʌ n n ʌ j
Женеве	ʒˠ ɨ n̪ʲ e vʲ i
запретительноразлес-	z ʌ p rʲ i t̪ʲ i t̪ʲ i lʲ n o r ʌ z lʲ i s
решительных	rʲ i ʃˠ ɨ t̪ʲ i lʲ n ɨ x
наиважнейшие	n ʌ i v a ʒˠ n e j ʃˠ ɨ j ɪ
оказавшись	ʌ k a z ɑ f ʃˠ ɨ sʲ
законодательном	z ʌ k ʌ n ʌ d ɑ t̪ʲ i lʲ n ʌ m
вакууме	v ɑ k u u mʲ i
пустилось	p u sʲ t̪ʲ i l ʌ sʲ
тяжкие	t̪ʲ ɑ ʃˠ kʲ i j ɪ
мафий	m ɑ fʲ i j
насильственной	n a sʲ i lʲ s t vʲ i n n ʌ j
закрыта	z a k r ɨ t a
кретарю	k rʲ i t ɑ rʲ u
отпустить	ʌ t p u sʲ t̪ʲ i t̪ʲ
сепаратисты	sʲ i p ʌ r a t̪ʲ i s t ɨ
оспаривают	ʌ s p ɑ rʲ i v ʌ j u t
законность	z a k o n n ʌ s t̪ʲ
поглощения	p ʌ ɡ l ʌ ʂ e n̪ʲ i j a
Техаса	t̪ʲ i x ɑ s a
Соединенными	s ʌ j i d̪ʲ i n e n n ɨ mʲ ɪ
Штатами	ʃˠ t ɑ t ʌ mʲ ɪ
эксплуатации	ɛ k s p l u a t ɑ t s ɨ ɪ
составила	s ʌ s t ɑ vʲ i l a
респектабельных	rʲ i s pʲ i k t ɑ bʲ i lʲ n ɨ x
Столичный	s t ʌ lʲ i t̠ʃʲ n ɨ j
сбережений	z bʲ i rʲ i ʒˠ ɛ n̪ʲ i j
следователей	s lʲ e d ʌ v ʌ t̪ʲ i lʲ i j
обналичил	ʌ b n a lʲ i t̠ʃʲ i l
92ом	d̪ʲ ɛ vʲ ɪ n o s t ɔ d v ɑ o m
фальшивым	f a lʲ ʃˠ ɨ v ɨ m
заработал	z ʌ r a b o t ʌ l
вышеупомянутую	v ɨ ʃˠ ɨ u p ʌ mʲ ɑ n u t u j u
поправку	p ʌ p r ɑ f k u
11ой	ɔ d̪ʲ i n n ʌ t t s ʌ t̪ʲ o j
прислать	p rʲ i s l ɑ t̪ʲ
относилось	ʌ t n ʌ sʲ i l ʌ sʲ
братской	b r ɑ t s k ʌ j
католитической	k ʌ t ʌ lʲ i t̪ʲ i t̠ʃʲ i s k ʌ j
элитарный	ɛ lʲ i t ɑ r n ɨ j
клуб	k l u p
свы-	s v ɨ
коллегам	k ʌ l l e ɡ ʌ m
немногочисленна	n̪ʲ i m n ʌ ɡ o t̠ʃʲ i s lʲ i n n a
категория	k ʌ t̪ʲ i ɡ o rʲ i j a
выбравших	v ɨ b r ʌ f ʃˠ ɨ x
разрешило	r ʌ z rʲ i ʃˠ ɨ l ʌ
нары	n ɑ r ɨ
прозаически	p r ʌ z a i t̠ʃʲ i s kʲ ɪ
прагматический	p r ʌ ɡ m a t̪ʲ i t̠ʃʲ i s kʲ i j
разоружаться	r ʌ z ʌ r u ʒˠ ɑ t̪ʲ sʲ ʌ
противниках	p r ʌ t̪ʲ i v n̪ʲ i k ʌ x
х-	x ɑ
волы	v ʌ l ɨ
предпочтительней	p rʲ i d p ʌ t̠ʃʲ t̪ʲ i t̪ʲ i lʲ n i j
усиление	u sʲ i lʲ e n̪ʲ i j ɪ
опосредованного	ʌ p ʌ s rʲ i d o v ʌ n n ʌ v ʌ
субъекта	s u b j e k t a
преобл-	p rʲ e ʌ b l
преобладание	p rʲ i ʌ b l a d ɑ n̪ʲ i j ɪ
остаточной	ʌ s t a t o ʃˠ n ʌ j
Хасимото	x a sʲ i m ʌ t ʌ
продолжалась	p r ʌ d ʌ l ʒˠ ɑ l ʌ sʲ
дольше	d o lʲ ʃˠ ɨ
подчерк-	p ʌ d̪ʲ t̠ʃʲ e r k
нула	n u l a
сердечность	sʲ i r d̪ʲ e t̠ʃʲ n ʌ s t̪ʲ
обсуждений	ʌ p s u ʒˠ d̪ʲ e n̪ʲ i j
обсуждении	ʌ p s u ʒˠ d̪ʲ e n̪ʲ i ɪ
полную	p o l n u j u
удовлетворенность	u d ʌ v lʲ i t v ʌ rʲ e n n ʌ s t̪ʲ
зыы	z ɨ ɨ
верениями	vʲ i rʲ i n̪ʲ i j a mʲ ɪ
японского	j a p o n s k ʌ v ʌ
кавычки	k a v ɨ t̠ʃʲ kʲ ɪ
Фольке	f o lʲ kʲ i
качественну	k a t̠ʃʲ e s t vʲ i n n u
ездили	j e z d̪ʲ i l ɪ
пионерлагеря	pʲ i ʌ n̪ʲ i r l ɑ ɡʲ i rʲ ʌ
турпоездки	t u r p o j i s t kʲ ɪ
проводили	p r ʌ v ʌ d̪ʲ i lʲ ɪ
отпуск	o t p u s k
санаториях	s ʌ n a t o rʲ i j a x
праильно	p r a i lʲ n ʌ
шеисят	ʃˠ ɨ i sʲ ɑ t
республика	rʲ i s p u b lʲ i k a
беднеет	bʲ i d n̪ʲ e j i t
хронически	x r ʌ n̪ʲ i t̠ʃʲ i s kʲ ɪ
ответишь	ʌ t vʲ e t̪ʲ i ʃˠ
подробности	p ʌ d r o b n ʌ sʲ t̪ʲ ɪ
упор	u p o r
писалась	pʲ i s ɑ l ʌ sʲ
фразе	f r ɑ zʲ i
отбивает	ʌ d bʲ i v ɑ j i t
охоту	ʌ x o t u
вникать	v n̪ʲ i k ɑ t̪ʲ
энэн-	ɛ n ɛ n
тэн-	t ɛ n
Русанова	r u s ɑ n ʌ v a
днях	d n̪ʲ ɑ x
неизвестные	n̪ʲ i i z vʲ e s t n ɨ j ɪ
украли	u k r ɑ lʲ ɪ
улице	u lʲ i t s ɨ
бела	bʲ e l a
вывезли	v ɨ vʲ i zʲ lʲ ɪ
воспитательной	v ʌ s pʲ i t ɑ t̪ʲ i lʲ n ʌ j
Здесь	z d̪ʲ e sʲ
разместил	r ʌ z mʲ i sʲ t̪ʲ i l
заказ	z a k ɑ s
Руссенской	r u sʲ sʲ e n s k ʌ j
судоверфи	s u d ʌ vʲ e r fʲ ɪ
постройку	p ʌ s t r o j k u
корпункт	k ʌ r p u n k t
копия	k o pʲ i j a
начальнику	n a t̠ʃʲ ɑ lʲ n̪ʲ i k u
правоохранительными	p r ʌ v ʌ ʌ x r a n̪ʲ i t̪ʲ i lʲ n ɨ mʲ ɪ
Краснодарского	k r ʌ s n ʌ d ɑ r s k ʌ v ʌ
Небосову	n i b o s ʌ v u
дефицт	d̪ʲ i fʲ i t s t
началом	n a t̠ʃʲ ɑ l ʌ m
лета	lʲ e t a
наступил	n ʌ s t u pʲ i l
противолодочный	p r ʌ t̪ʲ i v ʌ l o d ʌ t̠ʃʲ n ɨ j
военноморских	v ʌ j i n n o m ʌ r s kʲ i x
аха-	ɑ x a
охарактеризовали	ʌ x ʌ r ʌ k t̪ʲ i rʲ i z ʌ v ɑ lʲ ɪ
смещены	s mʲ i ʂ i n ɨ
акценты	a k t s ɛ n t ɨ
заготовку	z ʌ ɡ ʌ t o f k u
религиозным	rʲ i lʲ i ɡʲ i o z n ɨ m
доброй	d o b r ʌ j
отдадут	ʌ d d a d u t
природа	p rʲ i r o d a
утверждается	u t vʲ i r ʒˠ d ɑ j i t s ʌ
победное	p ʌ bʲ e d n ʌ j ɪ
шествие	ʃˠ ɛ s t vʲ i j ɪ
единодушно	j ɪ d̪ʲ i n ʌ d u ʃˠ n ʌ
отдали	ʌ d d ɑ lʲ ɪ
ивановские	ɪ v a n o f s kʲ i j ɪ
ткачихи	t k a t̠ʃʲ i x ɪ
родная	r ʌ d n ɑ j a
тульская	t u lʲ s k ʌ j a
дивизия	d̪ʲ i vʲ i zʲ i j a
подоспело	p ʌ d ʌ s pʲ e l ʌ
Смешно	s mʲ i ʃˠ n o
производится	p r ʌ i z v o d̪ʲ i t s ʌ
увещевания	u vʲ i ʂ i v ɑ n̪ʲ i j a
подвигли	p ʌ d vʲ i ɡ lʲ ɪ
прогнать	p r ʌ ɡ n ɑ t̪ʲ
одиознейшего	ʌ d̪ʲ i o zʲ n̪ʲ i j ʃˠ ɨ v ʌ
демографический	d̪ʲ i m ʌ ɡ r a fʲ i t̠ʃʲ i s kʲ i j
Отныне	ʌ t n ɨ n i
кассовых	k ɑ s s ʌ v ɨ x
аппаратов	a p p a r ɑ t ʌ f
рынках	r ɨ n k ʌ x
проверяться	p r ʌ vʲ i rʲ ɑ t̪ʲ sʲ ʌ
облав	ʌ b l ɑ f
Венеамин	vʲ i n̪ʲ i ɑ mʲ i n
Эта	ɛ t a
трагедия	t r a ɡʲ e d̪ʲ i j a
дала	d a l ɑ
Биллу	bʲ i l l u
Клинтону	k lʲ i n t ʌ n u
логичный	l ʌ ɡʲ i t̠ʃʲ n ɨ j
повестку	p ʌ vʲ e s t k u
международном	mʲ i ʒˠ d u n a r o d n ʌ m
терроризме	t̪ʲ i r r ʌ rʲ i z mʲ i
Весь	vʲ e sʲ
проходящий	p r ʌ x ʌ d̪ʲ ɑ ʂ i j
кассы	k ɑ s s ɨ
черным	t̠ʃʲ e r n ɨ m
налом	n ɑ l ʌ m
идеальным	ɪ d̪ʲ i ɑ lʲ n ɨ m
бесконтрольного	bʲ i s k ʌ n t r o lʲ n ʌ v ʌ
обогащения	ʌ b ʌ ɡ a ʂ e n̪ʲ i j a
подкупа	p o d k u p a
устранения	u s t r a n̪ʲ e n̪ʲ i j a
нежелательных	n̪ʲ i ʒˠ ɨ l ɑ t̪ʲ i l n ɨ x
конкурентов	k ʌ n k u rʲ e n t ʌ f
довлеть	d ʌ v lʲ e t̪ʲ
коснуться	k ʌ s n u t̪ʲ sʲ ʌ
Праге	p r ɑ ɡʲ i
малейшего	m a lʲ e j ʃˠ ɨ v ʌ
Кыржаков	k ɨ r ʒˠ ɑ k ʌ f
покинет	p ʌ kʲ i n̪ʲ i t
секунду	sʲ i k u n d u
использование	ɪ s p o lʲ z ʌ v ʌ n̪ʲ i j ɪ
картина	k a r t̪ʲ i n a
наблюдалась	n ʌ b lʲ u d ɑ l ʌ sʲ
спокойная	s p ʌ k o j n ʌ j a
деловитая	d̪ʲ i l ʌ vʲ i t ʌ j a
скрывать	s k r ɨ v ɑ t̪ʲ
железной	ʒˠ ɨ lʲ e z n ʌ j
третеа	t rʲ i t̪ʲ e a
Хэйгу	x ɛ j ɡ u
склонило	s k l ʌ n̪ʲ i l ʌ
чашу	t̠ʃʲ ɑ ʃˠ u
мобилизовать	m ʌ bʲ i lʲ i z ʌ v ɑ t̪ʲ
светит	s vʲ e t̪ʲ i t
Ковалева	k ʌ v a lʲ e v a
своя	s v ʌ j a
версия	vʲ e r sʲ i j a
случившегося	s l u t̠ʃʲ i f ʃˠ ɨ v ʌ sʲ ʌ
незаконной	n̪ʲ i z a k o n n ʌ j
иммиграцией	ɪ m mʲ i ɡ r ɑ t s ɨ j i j
наделал	n a d̪ʲ e l ʌ l
шума	ʃˠ u m a
предлагающий	p rʲ i d l a ɡ ɑ j u ʂ i j
репрессивные	rʲ i p rʲ i sʲ sʲ i v n ɨ j ɪ
предусмотренные	p rʲ i d u s m o t rʲ i n n ɨ j ɪ
утвержденном	u t vʲ i r ʒˠ d̪ʲ e n n ʌ m
критики	k rʲ i t̪ʲ i kʲ ɪ
слева	s lʲ e v a
справа	s p r ɑ v a
обострило	ʌ b o s t rʲ i l ʌ
обратил	ʌ b r a t̪ʲ i l
Косович	k ʌ s ʌ vʲ i t̠ʃʲ
переход	pʲ i rʲ i x o t
процветает	p r ʌ t s vʲ i t ɑ j i t
ипан-	i p ʌ n
прикрыть	p rʲ i k r ɨ t̪ʲ
боясь	b ʌ j a sʲ
обжалования	ʌ b ʒˠ ɑ l ʌ v ʌ n̪ʲ i j a
подвига	p o d vʲ i ɡ a
генэтический	ɡʲ i n ɛ t̪ʲ i t̠ʃʲ i s kʲ i j
таджиков	t a d ʒˠ ɨ k ʌ f
латышей	l ʌ t ɨ ʃˠ ɛ j
белорусов	bʲ i l ʌ r u s ʌ f
казахов	k a z ɑ x ʌ f
срока	s r o k a
присякли	p rʲ i sʲ ɑ k lʲ ɪ
кре-	k rʲ e
рыформам	r ɨ f o r m ʌ m
реальными	rʲ i ɑ lʲ n ɨ mʲ ɪ
долгами	d ʌ l ɡ ɑ mʲ ɪ
Чеч-	t̠ʃʲ e t̠ʃʲ
изящный	ɪ zʲ ɑ ʂ n ɨ j
образовательное	ʌ b r ʌ z ʌ v ɑ t̪ʲ i lʲ n ʌ j ɪ
культурное	k u lʲ t u r n ʌ j ɪ
сообщество	s ʌ o p ʂ i s t v ʌ
соросовской	s ʌ r ʌ s o f s k ʌ j
Ирак	ɪ r ɑ k
отказывался	ʌ t k ɑ z ɨ v ʌ l sʲ ʌ
признавать	p rʲ i z n a v ɑ t̪ʲ
продолжительной	p r ʌ d ʌ l ʒˠ ɨ t̪ʲ i l n ʌ j
92го	d̪ʲ ɛ vʲ ɪ n o s t ɔ d v ɑ ɡ o
95ый	d̪ʲ ɛ vʲ ɪ n o s t ɔ pʲ j a t̪ʲ ɨ j
экологотехногенных	ɛ k ʌ l ʌ ɡ ʌ t̪ʲ i x n o ɡʲ i n n ɨ x
обосновались	ʌ b ʌ s n ʌ v ɑ lʲ i sʲ
каспийских	k a s pʲ i j s kʲ i x
берегах	bʲ i rʲ i ɡ ɑ x
Ч	t̠ʃʲ e
Кэрчис	k ɛ r t̠ʃʲ i s
открытии	ʌ t k r ɨ t̪ʲ i ɪ
аптековладцев	a p t̪ʲ i k o v l ʌ d t s ɨ f
быбра-	b ɨ b r a
выработке	v ɨ r ʌ b ʌ t kʲ i
расторжения	r ʌ s t ʌ r ʒˠ ɛ n̪ʲ i j a
сделок	z d̪ʲ e l ʌ k
готовсь	ɡ o t ʌ f sʲ
целься	t s ɛ lʲ sʲ ʌ
пли	p lʲ i
мобильные	m ʌ bʲ i lʲ n ɨ j ɪ
арме	ɑ r mʲ i
йской	j s k o j
разгром	r a z ɡ r o m
уничтожение	u n̪ʲ i t̠ʃʲ t ʌ ʒˠ ɛ n̪ʲ i j ɪ
овладение	ʌ v l a d̪ʲ e n̪ʲ i j ɪ
территорией	t̪ʲ i r rʲ i t o rʲ i j i j
проектные	p r ʌ j e k t n ɨ j ɪ
правовые	p r ʌ v ʌ v ɨ j ɪ
комплексной	k ʌ m p lʲ e k s n ʌ j
отечественных	ʌ t̪ʲ e t̠ʃʲ i s t vʲ i n n ɨ x
саха-	s ɑ x a
конгломерацию	k ʌ n ɡ l ʌ mʲ e r ʌ t s ɨ j u
235	d vʲ e sʲ t̪ʲ ɪ t rʲ i t t s a t̪ʲ pʲ j a t̪ʲ
островков	ʌ s t r ʌ f k o f
торчащих	t ʌ r t̠ʃʲ ɑ ʂ i x
скал	s k ɑ l
полторы	p ʌ l t ʌ r ɨ
десанс-	d̪ʲ e s ʌ n s
десатникав	d̪ʲ i s a t̪ʲ n̪ʲ i k ʌ f
оперативном	ʌ pʲ i r a t̪ʲ i v n ʌ m
подчинении	p ʌ d̪ʲ t̠ʃʲ i n̪ʲ e n̪ʲ i ɪ
дивизии	d̪ʲ i vʲ i zʲ i ɪ
базирующейся	b a zʲ i r u j u ʂ i j sʲ ʌ
Тузле	t u zʲ lʲ i
инве-	i n vʲ i
преодоления	p rʲ i ʌ d ʌ lʲ e n̪ʲ i j a
минутку	mʲ i n u t k u
ослабевает	ʌ s l ʌ bʲ i v ɑ j i t
горбачевской	ɡ ʌ r b a t̠ʃʲ e f s k ʌ j
воцарись	v ʌ t s ɑ rʲ i sʲ
ИНКОМБАНКА	ɪ n k o m b ʌ n k a
настоко	n a s t o k ʌ
противоположна	p r ʌ t̪ʲ i v ʌ p ʌ l o ʒˠ n a
вспоминается	f s p ʌ mʲ i n ɑ j i t s ʌ
оруэлловские	ʌ r u ɛ l l ʌ f s kʲ i j ɪ
антимонопольного	a n t̪ʲ i m ʌ n ʌ p o lʲ n ʌ v ʌ
депар-	d̪ʲ e p ʌ r
круглого	k r u ɡ l ʌ v ʌ
стола	s t o l a
постепенного	p ʌ sʲ t̪ʲ i pʲ e n n ʌ v ʌ
зарубежье	z ʌ r u bʲ e ʒˠ j ɪ
передаче	pʲ i rʲ i d ɑ t̠ʃʲ i
закреплению	z ʌ k rʲ i p lʲ e n̪ʲ i j u
доли	d o lʲ ɪ
имеющих	ɪ mʲ e j u ʂ i x
значимость	z n ɑ t̠ʃʲ i m ʌ s t̪ʲ
собственность	s o b s t vʲ i n n ʌ s t̪ʲ
доверительное	d ʌ vʲ i rʲ i t̪ʲ i lʲ n ʌ j ɪ
й	i k r ɑ t k ɔ j ɪ
Чахлов	t̠ʃʲ ɑ x l ʌ f
неоднократно	n̪ʲ i ʌ d n ʌ k r ɑ t n ʌ
заявлял	z ʌ j a v l ɑ l
поступках	p ʌ s t u p k ʌ x
руководствуется	r u k ʌ v o d s t v u j i t s ʌ
идеологией	ɪ d̪ʲ i ʌ l o ɡʲ i j i j
прагматическим	p r ʌ ɡ m a t̪ʲ i t̠ʃʲ i s kʲ i m
ВесрМерчент	vʲ e s r mʲ i r t̠ʃʲ e n t
Люксембург	lʲ u k sʲ i m b u r k
Вес	vʲ e s
коммерческому	k ʌ m mʲ e r t̠ʃʲ i s k ʌ m u
эвакуаторы	ɛ v a k u ʌ t ʌ r ɨ
воплей	v o p lʲ i j
прогнозировавшиеся	p r ʌ ɡ n ʌ zʲ i r ʌ v ɑ f ʃˠ ɨ j i sʲ ʌ
приходом	p rʲ i x o d ʌ m
разборки	r a z b o r kʲ ɪ
приватизированными	p rʲ i v ʌ t̪ʲ i zʲ i r o v ʌ n n ɨ mʲ ɪ
наименований	n ʌ i mʲ i n ʌ v ɑ n i j
вермахт	vʲ i r m ɑ x t
вэ-	v ɛ
общее	o p ʂ i j ɪ
свелось	s vʲ i l o sʲ
потерпели	p ʌ t̪ʲ i r pʲ e lʲ ɪ
влиня-	v lʲ i n̪ʲ ʌ
ролевую	r ʌ lʲ i v u j u
функцию	f u n k t s ɨ j u
проявляет	p r ʌ j a v l ɑ j i t
заботу	z a b o t u
экономическом	ɛ k ʌ n ʌ mʲ i t̠ʃʲ i s k ʌ m
оживлении	ʌ ʒˠ ɨ v lʲ e n̪ʲ i ɪ
привлекаемыми	p rʲ i v lʲ i k ɑ j i m ɨ mʲ ɪ
спецназа	s pʲ i t s n ɑ z a
ГРУ	ɡ r u
спецгрупп	s pʲ i d z ɡ r u p p
СРВ	ɛ s ɛ r v ɛ
наносятся	n a n o sʲ ʌ t s ʌ
удары	u d ɑ r ɨ
ликвидации	lʲ i k vʲ i d ɑ t s ɨ ɪ
прокуратуре	p r ʌ k u r a t u rʲ i
предложено	p rʲ i d l o ʒˠ ɨ n ʌ
выявлению	v ɨ j a v lʲ e n i j u
виновных	vʲ i n o v n ɨ x
отладка	ʌ t l ɑ d k a
аы	ɑ ɨ
себ-	sʲ e p
бя	bʲ ɑ
состоящая	s ʌ s t ʌ j a ʂ ʌ j a
батальонов	b ʌ t a lʲ o n ʌ f
направлена	n a p r ɑ v lʲ i n a
Боснию	b ʌ sʲ n̪ʲ i j u
95го	d̪ʲ ɛ vʲ ɪ n o s t ɔ pʲ j a t̪ʲ ɡ o
претворения	p rʲ i t v ʌ rʲ e n̪ʲ i j a
гонконг	ɡ ʌ n k o n k
столпах	s t ʌ l p ɑ x
острове	o s t r ʌ vʲ i
одноименным	ʌ d n ʌ i mʲ e n n ɨ m
Лантау	l a n t ɑ u
полуострове	p ʌ l u o s t r ʌ vʲ i
Коулун	k ʌ u l u n
переходящем	pʲ i rʲ i x o d̪ʲ ʌ ʂ i m
материковую	m ʌ t̪ʲ i rʲ i k ʌ v u j u
именуемую	ɪ mʲ i n u j i m u j u
Новыми	n o v ɨ mʲ ɪ
территориями	t̪ʲ i r rʲ i t o rʲ i j a mʲ ɪ
нектраной	n̪ʲ i k t r ɑ n ʌ j
проживань	p r ʌ ʒˠ ɨ v ʌ n̪ʲ
обуваться	ʌ b u v ɑ t̪ʲ sʲ ʌ
сорокашестилетний	s ʌ r ʌ k ʌ ʃˠ ɨ sʲ t̪ʲ i lʲ i t̪ʲ n̪ʲ i j
прыехал	p r ɨ j e x ʌ l
Беро-	bʲ e r ʌ
реабилитации	rʲ i ʌ bʲ i lʲ i t ɑ t s ɨ ɪ
приветствие	p rʲ i vʲ e t s t vʲ i j ɪ
определяющей	ʌ p rʲ i d̪ʲ i lʲ ɑ j u ʂ i j
Азербайджана	a zʲ i r b a j d ʒˠ ɑ n a
иногд-	ɪ n o k t
нек-	n̪ʲ e k
гармонично	ɡ ʌ r m ʌ n̪ʲ i t̠ʃʲ n ʌ
взаимодействует	v z ʌ i m ʌ d̪ʲ e j s t v u j i t
продовольствие	p r ʌ d ʌ v o lʲ s t vʲ i j ɪ
звони	z v ʌ n̪ʲ i
Петрои-	pʲ i t r o ɪ
транзистное	t r a n̪ʲ zʲ i s t n ʌ j ɪ
обрятился	ʌ b rʲ ɑ t̪ʲ i l sʲ ʌ
литовцев	lʲ i t o f t s ɨ f
грузин	ɡ r u zʲ i n
узбеков	u z bʲ e k ʌ f
молдаван	m ʌ l d ɑ v ʌ n
азербайджанцев	a zʲ i r b a j d ʒˠ ɑ n t s ɨ f
поляках	p ʌ lʲ ɑ k ʌ x
немцах	n̪ʲ e m t s ʌ x
французах	f r a n t s u z ʌ x
итальянцах	ɪ t a lʲ j a n t s ʌ x
учитель	u t̠ʃʲ i t̪ʲ i lʲ
выговоришь	v ɨ ɡ ʌ v ʌ rʲ i ʃˠ
смеется	s mʲ i j e t s ʌ
поставки	p ʌ s t ɑ f kʲ ɪ
однозна-	ʌ d n o z n a
вероятный	vʲ i r ʌ j a t n ɨ j
противник	p r ʌ t̪ʲ i v n̪ʲ i k
военнохимического	v ʌ j i n n ʌ x i mʲ i t̠ʃʲ i s k ʌ v ʌ
отравляющих	ʌ t r a v lʲ ɑ j u ʂ i x
пропадает	p r ʌ p a d ɑ j i t
высказано	v ɨ s k ʌ z ʌ n ʌ
обоснованное	ʌ b ʌ s n o v ʌ n n ʌ j ɪ
короткий	k ʌ r o t kʲ i j
значительных	z n a t̠ʃʲ i t̪ʲ i lʲ n ɨ x
отыскать	ʌ t ɨ s k ɑ t̪ʲ
процессуально	p r ʌ t s ɨ s s u ɑ lʲ n ʌ
Ангелевича	a n ɡʲ i lʲ e vʲ i t̠ʃʲ ʌ
поздравляют	p ʌ z d r a v lʲ ɑ j u t
удивлялся	u d̪ʲ i v lʲ ɑ l sʲ ʌ
выходом	v ɨ x ʌ d ʌ m
телеэфир	t̪ʲ i lʲ i ɛ fʲ i r
Останкине	ʌ s t ɑ n kʲ i n i
молодости	m o l ʌ d ʌ sʲ t̪ʲ ɪ
проглядывается	p r ʌ ɡ lʲ ɑ d ɨ v ʌ j i t s ʌ
столо-	s t o l ʌ
столпов	s t ʌ l p o f
консерватизма	k ʌ n sʲ i r v a t̪ʲ i z m a
жаждут	ʒˠ ɑ ʒˠ d u t
рабочее	r a b o t̠ʃʲ i j ɪ
сосоянию	s ʌ s ʌ j a n i j u
деморализованную	d̪ʲ i m ʌ r ʌ lʲ i z o v ʌ n n u j u
сокрушительным	s ʌ k r u ʃˠ ɨ t̪ʲ i lʲ n ɨ m
поражением	p ʌ r a ʒˠ ɛ n̪ʲ i j i m
мнилось	m n̪ʲ i l ʌ sʲ
Наказах	n a k ɑ z ʌ x
рекамедуется	rʲ i k a mʲ e d u j i t s ʌ
перечисления	pʲ i rʲ i t̠ʃʲ i s lʲ e n̪ʲ i j a
разграбления	r ʌ z ɡ r a b lʲ e n̪ʲ i j a
Третьяковской	t rʲ i t̪ʲ j j a k o f s k ʌ j
заняты	z ɑ n̪ʲ ʌ t ɨ
стремились	s t rʲ i mʲ i lʲ i sʲ
высказывается	v ɨ s k ɑ z ɨ v ʌ j i t s ʌ
смягчит	s mʲ a k t̠ʃʲ i t
Кремля	k rʲ i m lʲ ɑ
Содружеству	s ʌ d r u ʒˠ ɨ s t v u
заработает	z ʌ r a b o t ʌ j i t
Договор	d ʌ ɡ ʌ v o r
углублении	u ɡ l u b l e n̪ʲ i ɪ
Белоруссией	bʲ i l ʌ r u sʲ sʲ i j i j
Киргизией	kʲ i r ɡʲ i zʲ i j i j
подозреваемых	p ʌ d ʌ z rʲ i v ɑ j i m ɨ x
собранных	s o b r ʌ n n ɨ x
материалов	m ʌ t̪ʲ i rʲ i ɑ l ʌ f
доносов	d ʌ n o s ʌ f
выдает	v ɨ d a j e t
понимающего	p ʌ n̪ʲ i m ɑ j u ʂ i v ʌ
