Word	IPA transcription
Wizja	v i z̪ j a
islamistów	i s̪ l̪ a m i s̪ t̪ u f
samospełniająca	s̪ a m ɔ s̪ p ɛ w ɲ a j ɔ n̪ t̪s̪ a
przepowiednia	p ɕ ɛ p ɔ v ɛ d̪ ɲ a
paść	p a ɕ t̪ ɕ
Balcerowicz	b a l̪ t̪s̪ ɛ r ɔ v i t̪ ɕ
rozprawi	r ɔ s̪ p r a v i
Idziemy	i d̪ ʑ ɛ m ɨ
Kaukaz	k a w k a s̪
Wyborcza	v ɨ b ɔ r t̪ ɕ a
nadzorczej	n̪ a d̪ ʑ ɔ r t̪ ɕ ɛ j
Canal	k a n̪ a l̪
producenckiej	p r ɔ d̪ u t̪s̪ ɛ n̪ t̪s̪ k ɛ j
Heritage	x ɛ r i t̪ a ɡ ɛ
Films	f i l̪ m s̪
Lew	l̪ ɛ f
wydawcy	v ɨ d̪ a f t̪s̪ ɨ
zapłacenia	z̪ a p w a t̪s̪ ɛ ɲ a
kilkakrotnie	k i l̪ k a k r ɔ t̪ ɲ ɛ
niepodlegających	ɲ ɛ p ɔ d̪ l̪ ɛ ɡ a j ɔ n̪ t̪s̪ ɨ x
niczyjej	ɲ i t̪ ɕ ɨ j ɛ j
plemion	p l̪ ɛ m j ɔ n̪
pasztuńskich	p a ɕ t̪ u ɲ s̪ k i x
afgańsko-pakistańskim	a v ɡ a ɲ s̪ k ɔ p a k i s̪ t̪ a ɲ s̪ k i m
wykonaniu	v ɨ k ɔ n̪ a ɲ u
politykierów	p ɔ l̪ i t̪ ɨ k ɛ r u f
zważała	z̪ v a ʐ̻ a w a
wyraźne	v ɨ r a ʑ n̪ ɛ
ostrzeżenia	ɔ s̪ t̪ ɕ ɛ ʐ̻ ɛ ɲ a
zamknięciu	z̪ a m k ɲ ɛ ɲ t̪ ɕ u
Zostawmy	z̪ ɔ s̪ t̪ a v m ɨ
zostawmy	z̪ ɔ s̪ t̪ a v m ɨ
nadchodzi	n̪ a t̪ x ɔ d̪ ʑ i
istota	i s̪ t̪ ɔ t̪ a
Śmieję	ɕ m ɛ j ɛ
pracujemy	p r a t̪s̪ u j ɛ m ɨ
Powinien	p ɔ v i ɲ ɛ n̪
wzajemnych	v z̪ a j ɛ m n̪ ɨ x
żalów	ʐ̻ a l̪ u f
fachowcy	f a x ɔ f t̪s̪ ɨ
okazywał	ɔ k a z̪ ɨ v a w
Pomylił	p ɔ m ɨ l̪ i w
zszedł	s̪ ɕ ɛ d̪
słowacką	s̪ w ɔ v a t̪s̪ k ɔ
zamarzł	z̪ a m a r z̪
odpoczynku	ɔ t̪ p ɔ t̪ ɕ ɨ ŋ k u
poświęcimy	p ɔ ɕ f ɛ ɲ t̪ ɕ i m ɨ
Stanowisko	s̪ t̪ a n̪ ɔ v i s̪ k ɔ
jednoznaczne	j ɛ d̪ n̪ ɔ z̪ n̪ a t̪ ɕ n̪ ɛ
mówiła	m u v i w a
pytana	p ɨ t̪ a n̪ a
wypowiedź	v ɨ p ɔ v ɛ t̪ ɕ
Kalinowskiego	k a l̪ i n̪ ɔ f s̪ k ɛ ɡ ɔ
Palestyńczykom	p a l̪ ɛ s̪ t̪ ɨ ɲ t̪ ɕ ɨ k ɔ m
terror	t̪ ɛ r ɔ r
arenie	a r ɛ ɲ ɛ
opłacił	ɔ p w a t̪ ɕ i w
dziwota	d̪ ʑ i v ɔ t̪ a
Została	z̪ ɔ s̪ t̪ a w a
utworzona	u t̪ f ɔ ʐ̻ ɔ n̪ a
transgredujące	t̪ r a n̪ z̪ ɡ r ɛ d̪ u j ɔ n̪ t̪s̪ ɛ
morze	m ɔ ʐ̻ ɛ
kredowe	k r ɛ d̪ ɔ v ɛ
litoralnej	l̪ i t̪ ɔ r a l̪ n̪ ɛ j
strefie	s̪ t̪ r ɛ f j ɛ
skalisty	s̪ k a l̪ i s̪ t̪ ɨ
poddawany	p ɔ d̪ d̪ a v a n̪ ɨ
oddziaływaniu	ɔ d̪ d̪ ʑ a w ɨ v a ɲ u
pływów	p w ɨ v u f
zastosował	z̪ a s̪ t̪ ɔ s̪ ɔ v a w
mąż	m ɔ ɕ
rozumny	r ɔ z̪ u m n̪ ɨ
szlachetnego	ɕ l̪ a x ɛ t̪ n̪ ɛ ɡ ɔ
piękny	p ɛ ŋ k n̪ ɨ
zaślepiony	z̪ a ɕ l̪ ɛ p ɔ n̪ ɨ
chciwością	x t̪ ɕ i v ɔ ɕ t̪ ɕ ɔ
suwerenną	s̪ u v ɛ r ɛ n̪ n̪ ɔ
przekupstw	p ɕ ɛ k u p s̪ t̪ f
komplikuje	k ɔ m p l̪ i k u j ɛ
Lubi	l̪ u b i
zagnieździć	z̪ a ɡ ɲ ɛ ʑ d̪ ʑ i t̪ ɕ
rurach	r u r a x
kranach	k r a n̪ a x
duży	d̪ u ʐ̻ ɨ
osad	ɔ s̪ a t̪
kamienia	k a m j ɛ ɲ a
Najstarszą	n̪ a j s̪ t̪ a r ɕ ɔ
formacją	f ɔ r m a t̪s̪ j ɔ
geologiczną	ɡ ɛ ɔ l̪ ɔ ɡ i t̪ ɕ n̪ ɔ
ławicowe	w a v i t̪s̪ ɔ v ɛ
górnej	ɡ u r n̪ ɛ j
jury	j u r ɨ
wykształcone	v ɨ k ɕ t̪ a w t̪s̪ ɔ n̪ ɛ
Wyżynie	v ɨ ʐ̻ ɨ ɲ ɛ
zaprotestowałem	z̪ a p r ɔ t̪ ɛ s̪ t̪ ɔ v a w ɛ m
drogiego	d̪ r ɔ ɡ ɛ ɡ ɔ
wymagał	v ɨ m a ɡ a w
sfinansowania	s̪ f i n̪ a n̪ s̪ ɔ v a ɲ a
przetarg	p ɕ ɛ t̪ a r k
odbywał	ɔ d̪ b ɨ v a w
Vinit	v i ɲ i t̪
post	p ɔ s̪ t̪
multos	m u l̪ t̪ ɔ s̪
annos	a n̪ n̪ ɔ s̪
una	u n̪ a
serena	s̪ ɛ r ɛ n̪ a
dies	d̪ j ɛ s̪
słoneczny	s̪ w ɔ n̪ ɛ t̪ ɕ n̪ ɨ
błądzi	b w ɔ ɲ d̪ ʑ i
węźle	v ɛ ʑ l̪ ɛ
niegdyś	ɲ ɛ ɡ d̪ ɨ ɕ
niezależny	ɲ ɛ z̪ a l̪ ɛ ʐ̻ n̪ ɨ
Radzie	r a d̪ ʑ ɛ
wspomnień	f s̪ p ɔ m ɲ ɛ ɲ
ówczesnych	u f t̪ ɕ ɛ s̪ n̪ ɨ x
Jaruzelskiego	j a r u z̪ ɛ l̪ s̪ k ɛ ɡ ɔ
gorliwie	ɡ ɔ r l̪ i v ɛ
realizowany	r ɛ a l̪ i z̪ ɔ v a n̪ ɨ
Kolejne	k ɔ l̪ ɛ j n̪ ɛ
obietnice	ɔ b j ɛ t̪ ɲ i t̪s̪ ɛ
zapominane	z̪ a p ɔ m i n̪ a n̪ ɛ
policzone	p ɔ l̪ i t̪ ɕ ɔ n̪ ɛ
prezydencją	p r ɛ z̪ ɨ d̪ ɛ n̪ t̪s̪ j ɔ
Kopenhaga	k ɔ p ɛ n̪ x a ɡ a
postrzegana	p ɔ s̪ t̪ ɕ ɛ ɡ a n̪ a
akcesyjny	a k t̪s̪ ɛ s̪ ɨ j n̪ ɨ
wszystkimi	f ɕ ɨ s̪ t̪ k i m i
załącznikami	z̪ a w ɔ n̪ t̪ ɕ ɲ i k a m i
przełomu	p ɕ ɛ w ɔ m u
wiedeńskich	v ɛ d̪ ɛ ɲ s̪ k i x
meneli	m ɛ n̪ ɛ l̪ i
odstawił	ɔ t̪ s̪ t̪ a v i w
alkohol	a l̪ k ɔ x ɔ l̪
przesiedział	p ɕ ɛ ɕ ɛ d̪ ʑ a w
Wizerunek	v i z̪ ɛ r u n̪ ɛ k
narodzenia	n̪ a r ɔ d̪ ʑ ɛ ɲ a
wpływał	f p w ɨ v a w
hamująco	x a m u j ɔ n̪ t̪s̪ ɔ
Globalizacja	ɡ l̪ ɔ b a l̪ i z̪ a t̪s̪ j a
ludzką	l̪ u t̪s̪ k ɔ
twarzą	t̪ f a ʐ̻ ɔ
globalizacja	ɡ l̪ ɔ b a l̪ i z̪ a t̪s̪ j a
jakościowo	j a k ɔ ɕ t̪ ɕ ɔ v ɔ
kształtowania	k ɕ t̪ a w t̪ ɔ v a ɲ a
szalenie	ɕ a l̪ ɛ ɲ ɛ
różne	r u ʐ̻ n̪ ɛ
Czechowicach-Dziedzicach	t̪ ɕ ɛ x ɔ v i t̪s̪ a x d̪ ʑ ɛ d̪ ʑ i t̪s̪ a x
śląskim	ɕ l̪ ɔ s̪ k i m
kawiarence	k a v a r ɛ n̪ t̪s̪ ɛ
pożegnaliśmy	p ɔ ʐ̻ ɛ ɡ n̪ a l̪ i ɕ m ɨ
kierowcą	k ɛ r ɔ f t̪s̪ ɔ
poznali	p ɔ z̪ n̪ a l̪ i
Ramzanem	r a m z̪ a n̪ ɛ m
kilkunastoosobowego	k i l̪ k u n̪ a s̪ t̪ ɔ ɔ s̪ ɔ b ɔ v ɛ ɡ ɔ
partyzanckiego	p a r t̪ ɨ z̪ a n̪ t̪s̪ k ɛ ɡ ɔ
Nocą	n̪ ɔ t̪s̪ ɔ
kabarecie	k a b a r ɛ t̪ ɕ ɛ
pojechałem	p ɔ j ɛ x a w ɛ m
pociągiem	p ɔ t̪ ɕ ɔ ŋ ɡ ɛ m
Zosi	z̪ ɔ ɕ i
artystą	a r t̪ ɨ s̪ t̪ ɔ
Eurochaos-	ɛ w r ɔ x a ɔ s̪
Samorządowcy	s̪ a m ɔ ʐ̻ ɔ n̪ d̪ ɔ f t̪s̪ ɨ
kryją	k r ɨ j ɔ
sceptycyzmu	s̪ t̪s̪ ɛ p t̪ ɨ t̪s̪ ɨ z̪ m u
Zachodnie	z̪ a x ɔ d̪ ɲ ɛ
rzadkością	ʐ̻ a t̪ k ɔ ɕ t̪ ɕ ɔ
Idealnym	i d̪ ɛ a l̪ n̪ ɨ m
zaborach	z̪ a b ɔ r a x
dostaje	d̪ ɔ s̪ t̪ a j ɛ
prezenty	p r ɛ z̪ ɛ n̪ t̪ ɨ
związanego	z̪ v ɔ z̪ a n̪ ɛ ɡ ɔ
sztuką	ɕ t̪ u k ɔ
komplet	k ɔ m p l̪ ɛ t̪
długopisów	d̪ w u ɡ ɔ p i s̪ u f
Pierre	p ɛ r ɛ
Cardin	t̪s̪ a r d̪ i n̪
akwarelę	a k f a r ɛ l̪ ɛ
współczesną	f s̪ p u w t̪ ɕ ɛ s̪ n̪ ɔ
przedstawiająca	p ɕ ɛ t̪ s̪ t̪ a v a j ɔ n̪ t̪s̪ a
Tuwima	t̪ u v i m a
olejny	ɔ l̪ ɛ j n̪ ɨ
pejzaż	p ɛ j z̪ a ɕ
grafikę	ɡ r a f i k ɛ
Wojskowi	v ɔ j s̪ k ɔ v i
eksperci	ɛ k s̪ p ɛ r t̪ ɕ i
psychologicznej	p s̪ ɨ x ɔ l̪ ɔ ɡ i t̪ ɕ n̪ ɛ j
podawanych	p ɔ d̪ a v a n̪ ɨ x
Komunikaty	k ɔ m u ɲ i k a t̪ ɨ
Wystawieniem	v ɨ s̪ t̪ a v ɛ ɲ ɛ m
premiery	p r ɛ m j ɛ r ɨ
nazywanej	n̪ a z̪ ɨ v a n̪ ɛ j
Apokryf	a p ɔ k r ɨ f
Starym	s̪ t̪ a r ɨ m
Teatrem	t̪ ɛ a t̪ r ɛ m
zainteresowany	z̪ a i n̪ t̪ ɛ r ɛ s̪ ɔ v a n̪ ɨ
ateński	a t̪ ɛ ɲ s̪ k i
Herodosa	x ɛ r ɔ d̪ ɔ s̪ a
socjaldemokratom	s̪ ɔ t̪s̪ j a l̪ d̪ ɛ m ɔ k r a t̪ ɔ m
resztę	r ɛ ɕ t̪ ɛ
koalicjantów	k ɔ a l̪ i t̪s̪ j a n̪ t̪ u f
postanowiły	p ɔ s̪ t̪ a n̪ ɔ v i w ɨ
szturmować	ɕ t̪ u r m ɔ v a t̪ ɕ
zdobyli	z̪ d̪ ɔ b ɨ l̪ i
sympatii	s̪ ɨ m p a t̪ j i
kąsać	k ɔ s̪ a t̪ ɕ
nawale	n̪ a v a l̪ ɛ
szowinistycznej	ɕ ɔ v i ɲ i s̪ t̪ ɨ t̪ ɕ n̪ ɛ j
Podkreślam	p ɔ t̪ k r ɛ ɕ l̪ a m
zastosowania	z̪ a s̪ t̪ ɔ s̪ ɔ v a ɲ a
kontynuuje	k ɔ n̪ t̪ ɨ n̪ u u j ɛ
GPW	ɡ j ɛ p ɛ v u
Umiejętne	u m j ɛ j ɛ n̪ t̪ n̪ ɛ
ujawnianie	u j a v ɲ a ɲ ɛ
przemilczanie	p ɕ ɛ m i l̪ t̪ ɕ a ɲ ɛ
sposobów	s̪ p ɔ s̪ ɔ b u f
żyw	ʐ̻ ɨ f
wymarzonego	v ɨ m a ʐ̻ ɔ n̪ ɛ ɡ ɔ
fiata	f j a t̪ a
citroena	t̪ ɕ i t̪ r ɔ ɛ n̪ a
opla	ɔ p l̪ a
poznał	p ɔ z̪ n̪ a w
Zofię	z̪ ɔ f j ɛ
Beklen	b ɛ k l̪ ɛ n̪
płycie	p w ɨ t̪ ɕ ɛ
napisze	n̪ a p i ɕ ɛ
Zośka	z̪ ɔ ɕ k a
dziękując	d̪ ʑ ɛ ŋ k u j ɔ n̪ t̪s̪
udzieliła	u d̪ ʑ ɛ l̪ i w a
prywatnie	p r ɨ v a t̪ ɲ ɛ
szefowa	ɕ ɛ f ɔ v a
Wiener-Krakauer	v ɛ n̪ ɛ r k r a k a w ɛ r
Kultur-Geselschaft	k u l̪ t̪ u r ɡ ɛ s̪ ɛ l̪ ɕ a f t̪
prosi	p r ɔ ɕ i
siostrę	ɕ ɔ s̪ t̪ r ɛ
drukowała	d̪ r u k ɔ v a w a
prawdopodobną	p r a v d̪ ɔ p ɔ d̪ ɔ b n̪ ɔ
nastrojów	n̪ a s̪ t̪ r ɔ j u f
antyczeczeńskich	a n̪ t̪ ɨ t̪ ɕ ɛ t̪ ɕ ɛ ɲ s̪ k i x
Niedyskretni	ɲ ɛ d̪ ɨ s̪ k r ɛ t̪ ɲ i
bywają	b ɨ v a j ɔ
agenci	a ɡ ɛ ɲ t̪ ɕ i
ubezpieczeniowi	u b ɛ s̪ p ɛ t̪ ɕ ɛ ɲ ɔ v i
szkód	ɕ k u t̪
komunikacyjnych	k ɔ m u ɲ i k a t̪s̪ ɨ j n̪ ɨ x
opanowaniu	ɔ p a n̪ ɔ v a ɲ u
rządzi	ʐ̻ ɔ ɲ d̪ ʑ i
trzydzieściu	t̪ ɕ ɨ d̪ ʑ ɛ ɕ t̪ ɕ u
przerażająca	p ɕ ɛ r a ʐ̻ a j ɔ n̪ t̪s̪ a
realna	r ɛ a l̪ n̪ a
Dokładnie	d̪ ɔ k w a d̪ ɲ ɛ
krzyczał	k ɕ ɨ t̪ ɕ a w
pułkownika	p u w k ɔ v ɲ i k a
Marciniaka	m a r t̪ ɕ i ɲ a k a
wodzić	v ɔ d̪ ʑ i t̪ ɕ
wzrokiem	v z̪ r ɔ k ɛ m
odłożono	ɔ d̪ w ɔ ʐ̻ ɔ n̪ ɔ
lepszych	l̪ ɛ p ɕ ɨ x
bojownikami	b ɔ j ɔ v ɲ i k a m i
następujących	n̪ a s̪ t̪ ɛ m p u j ɔ n̪ t̪s̪ ɨ x
Zaprzestajecie	z̪ a p ɕ ɛ s̪ t̪ a j ɛ t̪ ɕ ɛ
rozprawiacie	r ɔ s̪ p r a v a t̪ ɕ ɛ
kryminalistami	k r ɨ m i n̪ a l̪ i s̪ t̪ a m i
gwarantujecie	ɡ v a r a n̪ t̪ u j ɛ t̪ ɕ ɛ
bandyckich	b a n̪ d̪ ɨ t̪s̪ k i x
najazdów	n̪ a j a z̪ d̪ u f
terytoria	t̪ ɛ r ɨ t̪ ɔ r j a
wycofujemy	v ɨ t̪s̪ ɔ f u j ɛ m ɨ
odbudowujemy	ɔ d̪ b u d̪ ɔ v u j ɛ m ɨ
płacimy	p w a t̪ ɕ i m ɨ
wpompowujemy	f p ɔ m p ɔ v u j ɛ m ɨ
waszą	v a ɕ ɔ
republikę	r ɛ p u b l̪ i k ɛ
rubli	r u b l̪ i
sprawdzić	s̪ p r a v d̪ ʑ i t̪ ɕ
pieniędzmi	p ɛ ɲ ɛ n̪ d̪ ʑ m i
zrobicie	z̪ r ɔ b i t̪ ɕ ɛ
Głupota	ɡ w u p ɔ t̪ a
apelu	a p ɛ l̪ u
polegała	p ɔ l̪ ɛ ɡ a w a
tamtym	t̪ a m t̪ ɨ m
decydowały	d̪ ɛ t̪s̪ ɨ d̪ ɔ v a w ɨ
imperium	i m p ɛ r j u m
sowieckiego	s̪ ɔ v ɛ t̪s̪ k ɛ ɡ ɔ
Publikujemy	p u b l̪ i k u j ɛ m ɨ
rankingi	r a ŋ k i ŋ ɡ i
mieszkań	m ɛ ɕ k a ɲ
komentujemy	k ɔ m ɛ n̪ t̪ u j ɛ m ɨ
prawne	p r a v n̪ ɛ
budownictw	b u d̪ ɔ v ɲ i t̪s̪ t̪ f
zdobył	z̪ d̪ ɔ b ɨ w
trudności	t̪ r u d̪ n̪ ɔ ɕ t̪ ɕ i
równoczesnym	r u v n̪ ɔ t̪ ɕ ɛ s̪ n̪ ɨ m
otwarciem	ɔ t̪ f a r t̪ ɕ ɛ m
kwatery	k f a t̪ ɛ r ɨ
orląt	ɔ r l̪ ɔ n̪ t̪
Łyczakowie	w ɨ t̪ ɕ a k ɔ v ɛ
położonego	p ɔ w ɔ ʐ̻ ɔ n̪ ɛ ɡ ɔ
memoriału	m ɛ m ɔ r j a w u
strzelców	s̪ t̪ ɕ ɛ l̪ t̪s̪ u f
siczowych	ɕ i t̪ ɕ ɔ v ɨ x
wzmocniła	v z̪ m ɔ t̪s̪ ɲ i w a
posterunki	p ɔ s̪ t̪ ɛ r u ŋ k i
Ambasadą	a m b a s̪ a d̪ ɔ
ujawnili	u j a v ɲ i l̪ i
narazilibyśmy	n̪ a r a z̪ i l̪ i b ɨ ɕ m ɨ
informacjach	i n̪ f ɔ r m a t̪s̪ j a x
wzmocniono	v z̪ m ɔ t̪s̪ ɲ ɔ n̪ ɔ
tabelach	t̪ a b ɛ l̪ a x
porównujemy	p ɔ r u v n̪ u j ɛ m ɨ
upływu	u p w ɨ v u
przedłużania	p ɕ ɛ d̪ w u ʐ̻ a ɲ a
malało	m a l̪ a w ɔ
fascynujący	f a s̪ t̪s̪ ɨ n̪ u j ɔ n̪ t̪s̪ ɨ
Początek	p ɔ t̪ ɕ ɔ n̪ t̪ ɛ k
zbliżała	z̪ b l̪ i ʐ̻ a w a
Imprezy	i m p r ɛ z̪ ɨ
organizowane	ɔ r ɡ a ɲ i z̪ ɔ v a n̪ ɛ
interesujące	i n̪ t̪ ɛ r ɛ s̪ u j ɔ n̪ t̪s̪ ɛ
zdać	z̪ d̪ a t̪ ɕ
faktu	f a k t̪ u
dobity	d̪ ɔ b i t̪ ɨ
rozliczono	r ɔ z̪ l̪ i t̪ ɕ ɔ n̪ ɔ
szkoleniowej	ɕ k ɔ l̪ ɛ ɲ ɔ v ɛ j
Kalkstein	k a l̪ k ɕ t̪ a j n̪
nieufni	ɲ ɛ u f ɲ i
rabaty	r a b a t̪ ɨ
Dyktatorskie	d̪ ɨ k t̪ a t̪ ɔ r s̪ k ɛ
towarzystwo	t̪ ɔ v a ʐ̻ ɨ s̪ t̪ f ɔ
Kim	k i m
Dzong	d̪ ʑ ɔ ŋ k
Ila	i l̪ a
Mugabe	m u ɡ a b ɛ
wierzę	v ɛ ʐ̻ ɛ
cuda	t̪s̪ u d̪ a
wyzdrowienie	v ɨ z̪ d̪ r ɔ v ɛ ɲ ɛ
Justyny	j u s̪ t̪ ɨ n̪ ɨ
niewytłumaczalne	ɲ ɛ v ɨ t̪ w u m a t̪ ɕ a l̪ n̪ ɛ
medycznego	m ɛ d̪ ɨ t̪ ɕ n̪ ɛ ɡ ɔ
doktor	d̪ ɔ k t̪ ɔ r
Kotiuszko	k ɔ t̪ j u ɕ k ɔ
Pułkownicy	p u w k ɔ v ɲ i t̪s̪ ɨ
poczuli	p ɔ t̪ ɕ u l̪ i
poniżeni	p ɔ ɲ i ʐ̻ ɛ ɲ i
sołtys	s̪ ɔ w t̪ ɨ s̪
wytknął	v ɨ t̪ k n̪ ɔ w
bezprawne	b ɛ s̪ p r a v n̪ ɛ
toteż	t̪ ɔ t̪ ɛ ɕ
wyłonić	v ɨ w ɔ ɲ i t̪ ɕ
niezbędna	ɲ ɛ z̪ b ɛ n̪ d̪ n̪ a
Młodzież	m w ɔ d̪ ʑ ɛ ɕ
Wszechpolską	f ɕ ɛ x p ɔ l̪ s̪ k ɔ
starła	s̪ t̪ a r w a
protestującymi	p r ɔ t̪ ɛ s̪ t̪ u j ɔ n̪ t̪s̪ ɨ m i
byliście	b ɨ l̪ i ɕ t̪ ɕ ɛ
krokodylimi	k r ɔ k ɔ d̪ ɨ l̪ i m i
akuszerami	a k u ɕ ɛ r a m i
najświetniejszym	n̪ a j ɕ f ɛ t̪ ɲ ɛ j ɕ ɨ m
kontynuatorem	k ɔ n̪ t̪ ɨ n̪ u a t̪ ɔ r ɛ m
przedstawianej	p ɕ ɛ t̪ s̪ t̪ a v a n̪ ɛ j
zmarły	z̪ m a r w ɨ
Rawls	r a f l̪ s̪
Teorii	t̪ ɛ ɔ r j i
socjaldemokratyczna	s̪ ɔ t̪s̪ j a l̪ d̪ ɛ m ɔ k r a t̪ ɨ t̪ ɕ n̪ a
Ludowo-Republikańska	l̪ u d̪ ɔ v ɔ r ɛ p u b l̪ i k a ɲ s̪ k a
wytłumaczyć	v ɨ t̪ w u m a t̪ ɕ ɨ t̪ ɕ
zaciekłość	z̪ a t̪ ɕ ɛ k w ɔ ɕ t̪ ɕ
upór	u p u r
odbudowy	ɔ d̪ b u d̪ ɔ v ɨ
obronna	ɔ b r ɔ n̪ n̪ a
spowodowana	s̪ p ɔ v ɔ d̪ ɔ v a n̪ a
opowiedzeniem	ɔ p ɔ v ɛ d̪ ʑ ɛ ɲ ɛ m
wieczność	v ɛ t̪ ɕ n̪ ɔ ɕ t̪ ɕ
wznosi	v z̪ n̪ ɔ ɕ i
twórczych	t̪ f u r t̪ ɕ ɨ x
światem	ɕ f a t̪ ɛ m
prawdziwym	p r a v d̪ ʑ i v ɨ m
wartościowym	v a r t̪ ɔ ɕ t̪ ɕ ɔ v ɨ m
pozwalającym	p ɔ z̪ v a l̪ a j ɔ n̪ t̪s̪ ɨ m
dręczącego	d̪ r ɛ n̪ t̪ ɕ ɔ n̪ t̪s̪ ɛ ɡ ɔ
parkingu	p a r k i ŋ ɡ u
wjazdowej	v j a z̪ d̪ ɔ v ɛ j
upłynął	u p w ɨ n̪ ɔ w
zmaganiach	z̪ m a ɡ a ɲ a x
burzą	b u ʐ̻ ɔ
piaskową	p a s̪ k ɔ v ɔ
obszerna	ɔ p ɕ ɛ r n̪ a
kubatura	k u b a t̪ u r a
pozwoliła	p ɔ z̪ v ɔ l̪ i w a
wygodne	v ɨ ɡ ɔ d̪ n̪ ɛ
urządzenie	u ʐ̻ ɔ n̪ d̪ ʑ ɛ ɲ ɛ
gabinetów	ɡ a b i n̪ ɛ t̪ u f
Wróciłam	v r u t̪ ɕ i w a m
Korczyny	k ɔ r t̪ ɕ ɨ n̪ ɨ
zabrana	z̪ a b r a n̪ a
sałatka	s̪ a w a t̪ k a
zjedzone	z̪ j ɛ d̪ ʑ ɔ n̪ ɛ
próbek	p r u b ɛ k
Neustadt	n̪ ɛ u s̪ t̪ a t̪ t̪
Engelbergu	ɛ ŋ ɡ ɛ l̪ b ɛ r ɡ u
Burze	b u ʐ̻ ɛ
piaskowe	p a s̪ k ɔ v ɛ
zaskakujące	z̪ a s̪ k a k u j ɔ n̪ t̪s̪ ɛ
nieregularnych	ɲ ɛ r ɛ ɡ u l̪ a r n̪ ɨ x
opór	ɔ p u r
doborowych	d̪ ɔ b ɔ r ɔ v ɨ x
spowolniły	s̪ p ɔ v ɔ l̪ ɲ i w ɨ
marsz	m a r ɕ
kupił	k u p i w
wspomniany	f s̪ p ɔ m ɲ a n̪ ɨ
Janusza	j a n̪ u ɕ a
Dobrosza	d̪ ɔ b r ɔ ɕ a
formalnoprawne	f ɔ r m a l̪ n̪ ɔ p r a v n̪ ɛ
czynnego	t̪ ɕ ɨ n̪ n̪ ɛ ɡ ɔ
budzą	b u d̪ ʑ ɔ
Ludność	l̪ u d̪ n̪ ɔ ɕ t̪ ɕ
wypowiada	v ɨ p ɔ v a d̪ a
Dowiedziałbym	d̪ ɔ v ɛ d̪ ʑ a w b ɨ m
przyjemnością	p ɕ ɨ j ɛ m n̪ ɔ ɕ t̪ ɕ ɔ
wynegocjowano	v ɨ n̪ ɛ ɡ ɔ t̪s̪ j ɔ v a n̪ ɔ
chłodniach	x w ɔ d̪ ɲ a x
mrożonych	m r ɔ ʐ̻ ɔ n̪ ɨ x
kurczaków	k u r t̪ ɕ a k u f
zapakowanych	z̪ a p a k ɔ v a n̪ ɨ x
zapisane	z̪ a p i s̪ a n̪ ɛ
arabskimi	a r a p s̪ k i m i
robaczkami	r ɔ b a t̪ ɕ k a m i
woreczki	v ɔ r ɛ t̪ ɕ k i
Specjaliści	s̪ p ɛ t̪s̪ j a l̪ i ɕ t̪ ɕ i
przygotowany	p ɕ ɨ ɡ ɔ t̪ ɔ v a n̪ ɨ
ruchliwy	r u x l̪ i v ɨ
kombinuje	k ɔ m b i n̪ u j ɛ
użytek	u ʐ̻ ɨ t̪ ɛ k
ostrych	ɔ s̪ t̪ r ɨ x
szpileczki	ɕ p i l̪ ɛ t̪ ɕ k i
zębów	z̪ ɛ m b u f
wyszczególnia	v ɨ ɕ t̪ ɕ ɛ ɡ u l̪ ɲ a
honorarium	x ɔ n̪ ɔ r a r j u m
listopad	l̪ i s̪ t̪ ɔ p a t̪
marzec	m a ʐ̻ ɛ t̪s̪
semestrze	s̪ ɛ m ɛ s̪ t̪ ɕ ɛ
Wyższej	v ɨ ɕ ɕ ɛ j
Szkole	ɕ k ɔ l̪ ɛ
Bankowości	b a ŋ k ɔ v ɔ ɕ t̪ ɕ i
Aleśmy	a l̪ ɛ ɕ m ɨ
popili	p ɔ p i l̪ i
aleśmy	a l̪ ɛ ɕ m ɨ
zatrzymania	z̪ a t̪ ɕ ɨ m a ɲ a
konwoju	k ɔ n̪ v ɔ j u
dochodzić	d̪ ɔ x ɔ d̪ ʑ i t̪ ɕ
placem	p l̪ a t̪s̪ ɛ m
przyfabrycznym	p ɕ ɨ f a b r ɨ t̪ ɕ n̪ ɨ m
przytaczanych	p ɕ ɨ t̪ a t̪ ɕ a n̪ ɨ x
BBC	b ɛ b ɛ t̪s̪ ɛ
zamiarem	z̪ a m j a r ɛ m
doprowadzenie	d̪ ɔ p r ɔ v a d̪ ʑ ɛ ɲ ɛ
elitarne	ɛ l̪ i t̪ a r n̪ ɛ
rozmieszczone	r ɔ z̪ m ɛ ɕ t̪ ɕ ɔ n̪ ɛ
biły	b i w ɨ
Bagdadem	b a ɡ d̪ a d̪ ɛ m
zauważalna	z̪ a u v a ʐ̻ a l̪ n̪ a
rotacja	r ɔ t̪ a t̪s̪ j a
biznesmeni	b i z̪ n̪ ɛ s̪ m ɛ ɲ i
prędzej	p r ɛ n̪ d̪ ʑ ɛ j
zdobywają	z̪ d̪ ɔ b ɨ v a j ɔ
samodzielność	s̪ a m ɔ d̪ ʑ ɛ l̪ n̪ ɔ ɕ t̪ ɕ
Kaczyński	k a t̪ ɕ ɨ ɲ s̪ k i
Sądownictwa	s̪ ɔ n̪ d̪ ɔ v ɲ i t̪s̪ t̪ f a
