Word	IPA transcription
zajamčile	z a j aː m t̪ ʃ i l e
stanovniku	s t̪ a n o v n i k u
izgu-	i z ɡ u
dezinformirane	d̪ e z i n f o r m i r aː n e
podaci	p o d̪ aː t̪ s i
incidentima	i n t̪ s i d̪ e n t̪ i m aː
pokazuju	p o k aː z u j u
brojni	b r o j n i
pretpostavljaju	p r e t̪ p o s t̪ aː v l j a j u
masovne	m a s o v n e
pojave	p o j aː v e
orga-	o r ɡ aː
javna	j a v n aː
tribina	t̪ r i b i n aː
skori	s k o r i
uzvratni	u z v r aː t̪ n i
njemačkom	ɲ e m aː t̪ ʃ k o m
kolegi	k o l e ɡ i
Volkeru	v o l k e r u
Ruheu	r u h e u
planiran	p l a n i r aː n
vojno-tehničkoj	v o j n o t̪ e h n i t̪ ʃ k o j
Vukovarsko	v u k o v a r s k o
srijemnoj	s r i j e m n o j
imenovano	i m e n o v aː n o
kruna	k r u n aː
inicirano	i n i t̪ s i r aː n o
Sjevernoatlantskom	s j e v e r n o aː t̪ l aː n t̪ s k o m
registrep-	r e ɡ i s t̪ r e p
tajnikom	t̪ a j n i k o m
Joseom	j o s e o m
Cutilierom	t̪ s u t̪ i l i e r o m
belgijskim	b e l ɡ i j s k i m
Erikom	e r i k o m
Deryckeom	d̪ e r j t̪ s k e o m
Smithova	s m i t̪ h o v aː
istražiteljskim	i s t̪ r aː ʒ i t̪ e ʎ s k i m
timovima	t̪ i m o v i m aː
omogućtit	o m o ɡ u t̪ ɕ t̪ i t̪
ispitaju	i s p i t̪ a j u
masovnim	m a s o v n i m
grobnicama	ɡ r o b n i t̪ s aː m aː
zatvoreni	z a t̪ v o r e n i
Izvršni	i z v r ʃ n i
Talijana	t̪ a l i j aː n aː
pismeni	p i s m e n i
prosvjed	p r o s v j e d̪
učestale	u t̪ ʃ e s t̪ aː l e
perfidne	p e r f i d̪ n e
marginalizacije	m a r ɡ i n aː l i z aː t̪ s i j e
športa	ʃ p o r t̪ aː
Ljilje	ʎ i ʎ e
trajanju	t̪ r a j aː ɲ u
uveliko	u v e l i k o
nadmašio	n a d̪ m aː ʃ i o
berlinski	b e r l i n s k i
zračni	z r a t̪ ʃ n i
Berlina	b e r l i n aː
1948.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o t̪ ʃ e t̪ r d̪ e s e t̪ o s aː m e
1949.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o t̪ ʃ e t̪ r d̪ e s e d̪ d̪ e v e t̪ e
462	t̪ ʃ e t̪ i r i s t̪ o ʃ e z d̪ e s e d̪ d̪ v a
WEU-a	v e u a
Jo-	j o
Cutileirom	t̪ s u t̪ i l e i r o m
stavove	s t̪ a v o v e
procesom	p r o t̪ s e s o m
mirnom	m i r n o m
reintegracijom	r e i n t̪ e ɡ r aː t̪ s i j o m
uključivanjem	u k ʎ u t̪ ʃ i v aː ɲ e m
regionalnom	r e ɡ i o n aː l n o m
Dodajući	d̪ o d̪ a j u t̪ ɕ i
povijesnim-	p o v i j e s n i m
povijesnim	p o v i j e s n i m
tragičnim	t̪ r a ɡ i t̪ ʃ n i m
elementima	e l e m e n t̪ i m aː
pomiješani	p o m i j e ʃ aː n i
Gabriele	ɡ a b r i e l e
Mazza	m a z z aː
Podsjetila	p o t̪ s j e t̪ i l aː
školski	ʃ k o l s k i
uključeni	u k ʎ u t̪ ʃ e n i
učenici	u t̪ ʃ e n i t̪ s i
Privremenom	p r i v r e m e n o m
zamijenili	z a m i j e n i l i
svjedodžbe	s v j e d̪ o d̠ʒ b e
Kantora	k a n t̪ o r aː
primjerno	p r i m j e r n o
zastupljena	z a s t̪ u p ʎ e n aː
Milas	m i l aː s
primjera	p r i m j e r aː
Britaniju	b r i t̪ aː n i j u
potencionalno	p o t̪ e n t̪ s i o n aː l n o
pozdravila	p o z d̪ r aː v i l aː
odlučila	o d̪ l u t̪ ʃ i l aː
stalnu	s t̪ a l n u
ostvarile	o s t̪ v a r i l e
Sveti	s v e t̪ i
Otac	o t̪ aː t̪ s
ponesem	p o n e s e m
blagoslov	b l a ɡ o s l o v
Finski	f i n s k i
skoro	s k o r o
fisk-	f i s k
finskog	f i n s k o ɡ
Dvorima	d̪ v o r i m aː
Upravitelja	u p r aː v i t̪ e ʎ aː
Koschnika	k o s t̪ s h n i k aː
čijoj	t̪ ʃ i j o j
talijanski	t̪ a l i j aː n s k i
Paolo	p a o l o
Pensa	p e n s aː
prisutni	p r i s u t̪ n i
izlagači	i z l aː ɡ aː t̪ ʃ i
pojačana	p o j aː t̪ ʃ aː n aː
Međunarodnoga	m e d̪ ʑ u n a r o d̪ n o ɡ aː
kaznu	k a z n u
tragediju	t̪ r a ɡ e d̪ i j u
oblik	o b l i k
solidarnosti	s o l i d̪ a r n o s t̪ i
odraditi	o d̪ r aː d̪ i t̪ i
Deryck	d̪ e r j t̪ s k
tokove	t̪ o k o v e
spomen	s p o m e n
Karlovačke	k a r l o v aː t̪ ʃ k e
poginule	p o ɡ i n u l e
Prvom	p r v o m
otkriven	o t̪ k r i v e n
spomenik	s p o m e n i k
sokolu	s o k o l u
1914.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o t̪ ʃ e t̪ r n a i s t̪ e
1918.-e	t̪ i s u t̪ ɕ u d̪ e v e t̪ s t̪ o o s aː m n a i s t̪ e
Osvrćući	o s v r t̪ ɕ u t̪ ɕ i
pobrinuti	p o b r i n u t̪ i
izvijesti	i z v i j e s t̪ i
ovlaštena	o v l aː ʃ t̪ e n aː
Bilju	b i ʎ u
neusporedivo	n e u s p o r e d̪ i v o
uništena	u n i ʃ t̪ e n aː
srušena	s r u ʃ e n aː
trećina	t̪ r e t̪ ɕ i n aː
bolji	b o ʎ i
Prijelaznoj	p r i j e l aː z n o j
konzervativna	k o n z e r v aː t̪ i v n aː
HKS	x i k i s i
suverenoj	s u v e r e n o j
samostalnoj	s a m o s t̪ aː l n o j
neprimjenjen	n e p r i m j e ɲ e n
Hrvatskim	x r v a t̪ s k i m
protektoratu	p r o t̪ e k t̪ o r aː t̪ u
koloniji	k o l o n i j i
HKS-a	x i k i s i a
Andro	a n d̪ r o
Ozretić	o z r e t̪ i t̪ ɕ
Telefoniranje	t̪ e l e f o n i r aː ɲ e
Interna-	i n t̪ e r n aː
Interneta	i n t̪ e r n e t̪ aː
postalo	p o s t̪ aː l o
međudržavnih	m e d̪ ʑ u d̪ r ʒ aː v n i h
pogotovu	p o ɡ o t̪ o v u
međukontinentalnih	m e d̪ ʑ u k o n t̪ i n e n t̪ aː l n i h
hitom	x i t̪ o m
mnoge	m n o ɡ e
kore-	k o r e
korper-	k o r p e r
kororecije	k o r o r e t̪ s i j e
multinacionalne	m u l t̪ i n aː t̪ s i o n aː l n e
kompanije	k o m p aː n i j e
shvatile	s h v a t̪ i l e
uštedjeti	u ʃ t̪ e d̪ j e t̪ i
Vaclav	v a t̪ s l aː v
Klaus	k l a u s
trgovinskim	t̪ r ɡ o v i n s k i m
Prka	p r k a
međuresorski	m e d̪ ʑ u r e s o r s k i
udovoljava	u d̪ o v o ʎ aː v aː
pravilnim	p r a v i l n i m
obvezama	o b v e z aː m aː
obveznici	o b v e z n i t̪ s i
dakle	d̪ a k l e
onako	o n aː k o
savjetuje	s a v j e t̪ u j e
poruka	p o r u k aː
Dolomita	d̪ o l o m i t̪ aː
Naši	n a ʃ i
sinovi	s i n o v i
unuci	u n u t̪ s i
neprijatelja	n e p r i j aː t̪ e ʎ aː
borimo	b o r i m o
Jurak	j u r aː k
Izuzetak	i z u z e t̪ aː k
ugovori	u ɡ o v o r i
izmjenu	i z m j e n u
naravi	n a r aː v i
obvezuju	o b v e z u j u
ratifikacija	r a t̪ i f i k aː t̪ s i j aː
Mađarska	m a d̪ ʑ a r s k aː
domovina	d̪ o m o v i n aː
privlačenje	p r i v l aː t̪ ʃ e ɲ e
izravnih	i z r aː v n i h
potencijaln	p o t̪ e n t̪ s i j aː l n
intrestitorima	i n t̪ r e s t̪ i t̪ o r i m aː
objasniti	o b j aː s n i t̪ i
šuma	ʃ u m aː
propisa	p r o p i s aː
procjena	p r o t̪ s j e n aː
ostva-	o s t̪ v aː
finske	f i n s k e
Obnovitelji	o b n o v i t̪ e ʎ i
obnoviteljski	o b n o v i t̪ e ʎ s k i
jasenovačke	j a s e n o v aː t̪ ʃ k e
zamah	z a m aː h
prijelaz	p r i j e l aː z
Derycka	d̪ e r j t̪ s k aː
stajalištem	s t̪ a j aː l i ʃ t̪ e m
središnjih	s r e d̪ i ʃ ɲ i h
prodaju	p r o d̪ a j u
minimalna	m i n i m aː l n aː
ikakva	i k aː k v aː
opterećivanja	o p t̪ e r e t̪ ɕ i v aː ɲ aː
Rješenje	r j e ʃ e ɲ e
demokrata	d̪ e m o k r aː t̪ aː
Eduard	e d̪ u a r d̪
Kunjko	k u ɲ k o
raspisivanju	r a s p i s i v aː ɲ u
ispovora	i s p o v o r aː
unutrašnjem	u n u t̪ r aː ʃ ɲ e m
uređenju	u r e d̪ ʑ e ɲ u
poboljšati	p o b o ʎ ʃ aː t̪ i
sigurnosnih	s i ɡ u r n o s n i h
našu	n a ʃ u
manjinu	m a ɲ i n u
odredbama	o d̪ r e d̪ b aː m aː
daytonskoga	d̪ a j t̪ o n s k o ɡ aː
trebale	t̪ r e b aː l e
zarobljenike	z a r o b ʎ e n i k e
96	d̪ e v e d̪ e s e t̪ ʃ e s t̪
Kinkel	k i ŋ k e l
SSSH	s i s i s i x i
socijalnes-	s o t̪ s i j aː l n e s
ispuni	i s p u n i
oba-	o b aː
preuzetu	p r e u z e t̪ u
vijeću	v i j e t̪ ɕ u
sudovima	s u d̪ o v i m aː
osnuju	o s n u j u
posebna	p o s e b n aː
radno	r a d̪ n o
sudstvo	s u t̪ s t̪ v o
Dodaje	d̪ o d̪ a j e
gradonačelnikce	ɡ r a d̪ o n aː t̪ ʃ e l n i k t̪ s e
održala	o d̪ r ʒ aː l aː
kratki	k r a t̪ k i
gistrom	ɡ i s t̪ r o m
Brankom	b r a ŋ k o m
Mikšom	m i k ʃ o m
kolegij	k o l e ɡ i j
ključ	k ʎ u t̪ ʃ
akciju	a k t̪ s i j u
Izetbegović	i z e d̪ b e ɡ o v i t̪ ɕ
premostili	p r e m o s t̪ i l i
mnoga	m n o ɡ aː
obrani	o b r aː n i
stvarnost	s t̪ v a r n o s t̪
Bijele	b i j e l e
razvijaju	r a z v i j a j u
usponu	u s p o n u
zadovoljni	z a d̪ o v o ʎ n i
predsjedanjem	p r e t̪ s j e d̪ aː ɲ e m
Europskim	e u r o p s k i m
savez	s a v e z
savezničkih	s a v e z n i t̪ ʃ k i h
George	ɡ e o r ɡ e
ju-	j u
Youlwan-	j o u l v aː n
sastat	s a s t̪ aː t̪
bosanskim	b o s aː n s k i m
sr-	s i r i
Koschnik	k o s t̪ s h n i k
intervenciji	i n t̪ e r v e n t̪ s i j i
policijske	p o l i t̪ s i j s k e
ujedine	u j e d̪ i n e
širem	ʃ i r e m
žutom	ʒ u t̪ o m
demilitari-	d̪ e m i l i t̪ a r i
demilitarizirane	d̪ e m i l i t̪ a r i z i r aː n e
povučeno	p o v u t̪ ʃ e n o
onemogućen	o n e m o ɡ u t̪ ɕ e n
pokušaju	p o k u ʃ a j u
provjere	p r o v j e r e
apelirao	a p e l i r aː o
Upravu	u p r aː v u
povrati	p o v r aː t̪ i
poljuljana	p o ʎ u ʎ aː n aː
Finansijsk-	f i n aː n s i j s k
Financijska	f i n aː n t̪ s i j s k aː
vlašću	v l a ʃ t̪ ɕ u
Biljane	b i ʎ aː n e
Plavšić	p l a f ʃ i t̪ ɕ
cestovne	t̪ s e s t̪ o v n e
vodoopskrbne	v o d̪ o o p s k r b n e
Misijom	m i s i j o m
započet	z a p o t̪ ʃ e t̪
sveobuhvatne	s v e o b u h v aː t̪ n e
Clintonove	t̪ s l i n t̪ o n o v e
administracije	a d̪ m i n i s t̪ r aː t̪ s i j e
jeku	j e k u
vremenski	v r e m e n s k i
loši	l o ʃ i
proizvođači	p r o i z v o d̪ ʑ aː t̪ ʃ i
ovakve	o v aː k v e
nerealne	n e r e aː l n e
ogorčeni	o ɡ o r t̪ ʃ e n i
nezadovoljni	n e z aː d̪ o v o ʎ n i
znalo	z n a l o
cijeniti	t̪ s i j e n i t̪ i
Zanimljivo	z a n i m ʎ i v o
agresivno	a ɡ r e s i v n o
dočekali	d̪ o t̪ ʃ e k aː l i
stanovnici	s t̪ a n o v n i t̪ s i
vrijeđajući	v r i j e d̪ ʑ a j u t̪ ɕ i
neciviliziranost	n e t̪ s i v i l i z i r aː n o s t̪
opredijeljenost	o p r e d̪ i j e ʎ e n o s t̪
otpor	o t̪ p o r
Pristizanje	p r i s t̪ i z aː ɲ e
Gradačca	ɡ r a d̪ aː t̪ ʃ t̪ s aː
počelo	p o t̪ ʃ e l o
nastavlja	n a s t̪ aː v l j aː
veleposlaniku	v e l e p o s l aː n i k u
Jasiću	j a s i t̪ ɕ u
izrekao	i z r e k aː o
najbolje	n a j b o ʎ e
obavljanje	o b aː v l j aː ɲ e
Paljanski	p a ʎ aː n s k i
lokask-	l o k aː s k
lokalnog	l o k aː l n o ɡ
studija	s t̪ u d̪ i j aː
Bijeljini	b i j e ʎ i n i
neprestano	n e p r e s t̪ aː n o
zapaljive	z a p aː ʎ i v e
Radikalne	r a d̪ i k aː l n e
zvuke	z v u k e
bojne	b o j n e
glazbe	ɡ l a z b e
novoskladnih	n o v o s k l aː d̪ n i h
domoljubnih	d̪ o m o ʎ u b n i h
pjesama	p j e s aː m aː
oblacima	o b l aː t̪ s i m aː
zapostavljanja	z a p o s t̪ aː v l j aː ɲ aː
kanze-	k a n z e
gonjenja	ɡ o ɲ e ɲ aː
intervacije	i n t̪ e r v aː t̪ s i j e
rodi-	r o d̪ i
roditelj-dijeteta	r o d̪ i t̪ e ʎ d̪ i j e t̪ e t̪ aː
unutarnjim	u n u t̪ a r ɲ i m
obiteljskim	o b i t̪ e ʎ s k i m
nerado	n e r aː d̪ o
zadire	z a d̪ i r e
priopćila	p r i o p t̪ ɕ i l aː
pučkom	p u t̪ ʃ k o m
pravobranitelju	p r a v o b r aː n i t̪ e ʎ u
Anti	a n t̪ i
Klariću	k l a r i t̪ ɕ u
pokretanjem	p o k r e t̪ aː ɲ e m
hitni	x i t̪ n i
mirovinskom	m i r o v i n s k o m
invalidskom	i n v aː l i t̪ s k o m
obesnažen	o b e s n aː ʒ e n
Vladinom	v l a d̪ i n o m
utvrđivanju	u t̪ v r d̪ ʑ i v aː ɲ u
isplatu	i s p l aː t̪ u
Kapetan	k a p e t̪ aː n
Laurent	l a u r e n t̪
časnicima	t̪ ʃ a s n i t̪ s i m aː
američka	a m e r i t̪ ʃ k aː
uid-	u i d̪
svjetskoj	s v j e t̪ s k o j
brine	b r i n e
seksualnog	s e k s u aː l n o ɡ
prijavi	p r i j aː v i
otkrije	o t̪ k r i j e
Izvori	i z v o r i
SFOR-a	s f o r a
sukobima	s u k o b i m aː
ponavljaju	p o n aː v l j a j u
govorimo	ɡ o v o r i m o
trgovinskih	t̪ r ɡ o v i n s k i h
pojedinačnim	p o j e d̪ i n aː t̪ ʃ n i m
značajnog	z n a t̪ ʃ a j n o ɡ
vladom	v l a d̪ o m
izvorima	i z v o r i m aː
radimo	r a d̪ i m o
Gelbard	ɡ e l b a r d̪
zaprijetio	z a p r i j e t̪ i o
većom	v e t̪ ɕ o m
izolacijom	i z o l aː t̪ s i j o m
sss-	s i s i s i
Slobodan	s l o b o d̪ aː n
Milošević	m i l o ʃ e v i t̪ ɕ
promijeni	p r o m i j e n i
daytonskome	d̪ a j t̪ o n s k o m e
demokraciji	d̪ e m o k r aː t̪ s i j i
Cijela	t̪ s i j e l aː
smirena	s m i r e n aː
ka	k a
jučerašnji	j u t̪ ʃ e r aː ʃ ɲ i
napad	n a p aː d̪
naoružani	n a o r u ʒ aː n i
elementi	e l e m e n t̪ i
nadzora	n a d̪ ʑ o r aː
ob-	o b
obvezali	o b v e z aː l i
dosljedno	d̪ o s ʎ e d̪ n o
Rekao	r e k aː o
nepravilnosti	n e p r aː v i l n o s t̪ i
cijenom	t̪ s i j e n o m
Mateja	m a t̪ e j aː
Jankovića	j a ŋ k o v i t̪ ɕ aː
prida	p r i d̪ aː
pridaje	p r i d̪ a j e
veliku	v e l i k u
Piero	p i e r o
Fassino	f a s s i n o
sastanci	s a s t̪ aː n t̪ s i
ubrzao	u b r z aː o
izvanredni	i z v aː n r e d̪ n i
opunomomoćni	o p u n o m o m o t̪ ɕ n i
Njemačkoj	ɲ e m aː t̪ ʃ k o j
Zoran	z o r aː n
Jasić	j a s i t̪ ɕ
Vili	v i l i
Hammerschmidt	x a m m e r s t̪ s h m i t̪ t̪
Romanu	r o m aː n u
Herzogu	x e r z o ɡ u
pozdravio	p o z d̪ r aː v i o
postigli	p o s t̪ i ɡ l i
bitnim	b i t̪ n i m
Želim	ʒ e l i m
imam	i m aː m
naravno	n a r aː v n o
pozivam	p o z i v aː m
pomognu	p o m o ɡ n u
ne-	n e
nepro-	n e p r o
neoporezivi	n e o p o r e z i v i
700	s e d̪ aː m s t̪ o
povisi	p o v i s i
1100	t̪ i s u t̪ ɕ u s t̪ o
kn	k i n i
izmje-	i z m j e
izmjenom	i z m j e n o m
uvede	u v e d̪ e
porede-	p o r e d̪ e
razreda	r a z r e d̪ aː
povlaka	p o v l aː k aː
2000	d̪ v i j e t̪ i s u t̪ ɕ e
45	t̪ ʃ e t̪ r d̪ e s e t̪ p e t̪
iznad	i z n aː d̪
6000	ʃ e s t̪ t̪ i s u t̪ ɕ aː
zajednici	z a j e d̪ n i t̪ s i
pronađeno	p r o n aː d̪ ʑ e n o
Minska	m i n s k aː
plavoj	p l a v o j
užoj	u ʒ o j
uklonjena	u k l o ɲ e n aː
zapreke	z a p r e k e
cestama	t̪ s e s t̪ aː m aː
ostaju	o s t̪ a j u
položaji	p o l o ʒ a j i
kontrolne	k o n t̪ r o l n e
točke	t̪ o t̪ ʃ k e
Ruski	r u s k i
Jeljcin	j e ʎ t̪ s i n
ofenzivu	o f e n z i v u
lokalnom	l o k aː l n o m
vremenu	v r e m e n u
povlačiti	p o v l aː t̪ ʃ i t̪ i
Mislimo	m i s l i m o
završnoj	z a v r ʃ n o j
političko-pravni	p o l i t̪ i t̪ ʃ k o p r a v n i
veže	v e ʒ e
Aneks	a n e k s
potpisuju	p o t̪ p i s u j u
stalnim	s t̪ a l n i m
mjestom	m j e s t̪ o m
Novskoj	n o f s k o j
razrješenje	r a z r j e ʃ e ɲ e
predlažu	p r e d̪ l aː ʒ u
Dražena	d̪ r a ʒ e n aː
Budišu	b u d̪ i ʃ u
zamrzavanja	z a m r z aː v aː ɲ aː
članstva	t̪ ʃ l a n s t̪ v aː
ozakonila	o z aː k o n i l aː
izuzetke	i z u z e t̪ k e
uvjerena	u v j e r e n aː
jednostavnost	j e d̪ n o s t̪ aː v n o s t̪
razumljivost	r a z u m ʎ i v o s t̪
neuporedivo	n e u p o r e d̪ i v o
izi-	i z i
izazivati	i z aː z i v aː t̪ i
oporezivanje	o p o r e z i v aː ɲ e
dječje	d̪ j e t̪ ʃ j e
obuće	o b u t̪ ɕ e
živežnih	ʒ i v e ʒ n i h
namirnica	n a m i r n i t̪ s aː
zabilježio	z a b i ʎ e ʒ i o
osnutak	o s n u t̪ aː k
bečki	b e t̪ ʃ k i
Kureier	k u r e i e r
Izaslanici	i z aː s l aː n i t̪ s i
gradove	ɡ r a d̪ o v e
Usprkos	u s p r k o s
washingtonskih	v a s h i ŋ k t̪ o n s k i h
bošnjačkog	b o ʃ ɲ aː t̪ ʃ k o ɡ
stabilnog	s t̪ a b i l n o ɡ
češko	t̪ ʃ e ʃ k o
Boraveći	b o r aː v e t̪ ɕ i
neslužbenom	n e s l u ʒ b e n o m
Ujedinjenom	u j e d̪ i ɲ e n o m
Kraljevstvu	k r a ʎ e f s t̪ v u
Michaelom	m i t̪ s h aː e l o m
Haseltineom	x a s e l t̪ i n e o m
opet	o p e t̪
strahote	s t̪ r a h o t̪ e
rasa	r a s aː
užasa	u ʒ aː s aː
Važna	v a ʒ n aː
oslobođenje	o s l o b o d̪ ʑ e ɲ e
carina	t̪ s a r i n aː
sirovine	s i r o v i n e
uvoz	u v o z
repromaterijala	r e p r o m aː t̪ e r i j aː l aː
Plaćali	p l a t̪ ɕ aː l i
siromašni	s i r o m aː ʃ n i
težište	t̪ e ʒ i ʃ t̪ e
najlagodnijem	n a j l aː ɡ o d̪ n i j e m
nab-	n a b
blagajni	b l a ɡ a j n i
izlasku	i z l aː s k u
prodavnice	p r o d̪ aː v n i t̪ s e
Privitzacija	p r i v i d̪ z aː t̪ s i j aː
izvoz	i z v o z
tečaja	t̪ e t̪ ʃ a j aː
zajedničkoga	z a j e d̪ n i t̪ ʃ k o ɡ aː
češki	t̪ ʃ e ʃ k i
pogledati	p o ɡ l e d̪ aː t̪ i
naslovu	n a s l o v u
carinske	t̪ s a r i n s k e
tarife	t̪ a r i f e
kontakte	k o n t̪ aː k t̪ e
strukovnom	s t̪ r u k o v n o m
udruženjima	u d̪ r u ʒ e ɲ i m aː
zainteresiranih	z a i n t̪ e r e s i r aː n i h
primjedaba	p r i m j e d̪ aː b aː
kreirao	k r e i r aː o
carinsku	t̪ s a r i n s k u
tarifu	t̪ a r i f u
1.-oga	j e d̪ aː n o ɡ aː
Mađara	m a d̪ ʑ a r aː
kašnjenje	k a ʃ ɲ e ɲ e
Bandi	b a n d̪ i
Kučera	k u t̪ ʃ e r aː
Izmjenama	i z m j e n aː m aː
ratificiraju	r a t̪ i f i t̪ s i r a j u
samim	s a m i m
potpisivanjem	p o t̪ p i s i v aː ɲ e m
potvrđeni	p o t̪ v r d̪ ʑ e n i
Ovoga	o v o ɡ aː
otišli	o t̪ i ʃ l i
posrednici	p o s r e d̪ n i t̪ s i
brinuli	b r i n u l i
naslijedit	n a s l i j e d̪ i t̪
mandatima	m a n d̪ aː t̪ i m aː
Inozemni	i n o z e m n i
predstaviti	p r e t̪ s t̪ aː v i t̪ i
tekstilnu	t̪ e k s t̪ i l n u
industriju	i n d̪ u s t̪ r i j u
građevinskih	ɡ r a d̪ ʑ e v i n s k i h
obilaska	o b i l aː s k aː
gradišćanskih	ɡ r a d̪ i ʃ t̪ ɕ aː n s k i h
Gradišća	ɡ r a d̪ i ʃ t̪ ɕ aː
napomenuli	n a p o m e n u l i
premalo	p r e m aː l o
gradišćanskim	ɡ r a d̪ i ʃ t̪ ɕ aː n s k i m
prisezi	p r i s e z i
Građanske	ɡ r a d̪ ʑ aː n s k e
goste	ɡ o s t̪ e
Karlovčana	k a r l o f t̪ ʃ aː n aː
srva-	s r v a
potpredsjednikca	p o t̪ p r e t̪ s j e d̪ n i k t̪ s aː
belgijski	b e l ɡ i j s k i
riješeno	r i j e ʃ e n o
brčanskog	b r t̪ ʃ a n s k o ɡ
koridora	k o r i d̪ o r aː
odlučan	o d̪ l u t̪ ʃ aː n
podupre	p o d̪ u p r e
ključnih	k ʎ u t̪ ʃ n i h
očuva	o t̪ ʃ u v aː
Zaključujući	z a k ʎ u t̪ ʃ u j u t̪ ɕ i
zamolio	z a m o l i o
materijale	m a t̪ e r i j aː l e
očitovanjem	o t̪ ʃ i t̪ o v aː ɲ e m
zastupničke	z a s t̪ u p n i t̪ ʃ k e
saborska	s a b o r s k aː
radna	r a d̪ n aː
raspraviti	r a s p r aː v i t̪ i
ponuđena	p o n u d̪ ʑ e n aː
HVUS	x v u s
predstavili	p r e t̪ s t̪ aː v i l i
ciljeve	t̪ s i ʎ e v e
novoosnovane	n o v o o s n o v aː n e
studentske	s t̪ u d̪ e n t̪ s k e
utemeljene	u t̪ e m e ʎ e n e
presjednik	p r e s j e d̪ n i k
kluba	k l u b aː
Demokratske	d̪ e m o k r aː t̪ s k e
saz-	s a z
zasebno	z a s e b n o
Konzervativne	k o n z e r v aː t̪ i v n e
Alistairom	a l i s t̪ aː i r o m
Goodldenom	ɡ o o d̪ l d̪ e n o m
Molit	m o l i t̪
Božju	b o ʒ j u
učvrsti	u t̪ ʃ v r s t̪ i
slobodi	s l o b o d̪ i
pravdi	p r a v d̪ i
kardinal	k a r d̪ i n aː l
Ruini	r u i n i
Sarajevski	s a r a j e f s k i
pokrenut	p o k r e n u t̪
srpsnj-	s r p s ɲ
letjelo	l e t̪ j e l o
1282	t̪ i s u t̪ ɕ u d̪ v j e s t̪ o o s aː m d̪ e s e d̪ d̪ v a
160	s t̪ o ʃ e z d̪ e s e t̪
160677	s t̪ o ʃ e z d̪ e s e t̪ t̪ i s u t̪ ɕ aː ʃ e s t̪ o s e d̪ aː m d̪ e s e t̪ s e d̪ aː m
lje-	ʎ e
lijekova	l i j e k o v aː
13000	t̪ r i n a i s t̪ t̪ i s u t̪ ɕ aː
Derycke	d̪ e r j t̪ s k e
belgijskoj	b e l ɡ i j s k o j
prirodi	p r i r o d̪ i
preuzme	p r e u z m e
riješi	r i j e ʃ i
pripremana-	p r i p r e m aː n aː
školsku	ʃ k o l s k u
proturječne	p r o t̪ u r j e t̪ ʃ n e
učenika	u t̪ ʃ e n i k aː
stvarno	s t̪ v a r n o
kultura	k u l t̪ u r aː
važni	v a ʒ n i
Zahtijeva	z a h t̪ i j e v aː
poništenje	p o n i ʃ t̪ e ɲ e
donesenih	d̪ o n e s e n i h
težinom	t̪ e ʒ i n o m
pogađaju	p o ɡ aː d̪ ʑ a j u
specifične	s p e t̪ s i f i t̪ ʃ n e
Pozivu	p o z i v u
IDS-ova	i t̪ s o v aː
Jakovčića	j a k o f t̪ ʃ i t̪ ɕ aː
odazvali	o d̪ aː z v aː l i
HSLS	x i s i l i s i
HSS	x i s i s i
admiral	a d̪ m i r aː l
Leighton	l e i k h t̪ o n
Smith	s m i t̪ h
opovrgnuo	o p o v r ɡ n u o
čuvaju	t̪ ʃ u v a j u
sumnja	s u m ɲ aː
skrivaju	s k r i v a j u
grobnice	ɡ r o b n i t̪ s e
Voditeljima	v o d̪ i t̪ e ʎ i m aː
imenovana	i m e n o v aː n aː
Srbina	s r b i n aː
Mađar	m a d̪ ʑ a r
Cerića	t̪ s e r i t̪ ɕ aː
Bilja	b i ʎ aː
sinoćnju	s i n o t̪ ɕ ɲ u
tribinu	t̪ r i b i n u
OESS-a	o e s s a
pozvan	p o z v aː n
Gospodardski	ɡ o s p o d̪ a r t̪ s k i
pojavili	p o j aː v i l i
prijevoznički	p r i j e v o z n i t̪ ʃ k i
San	s a n
Giorgio	ɡ i o r ɡ i o
privremenog	p r i v r e m e n o ɡ
Vrkića	v r k i t̪ ɕ aː
policijsko	p o l i t̪ s i j s k o
Dubravka	d̪ u b r aː f k aː
Jezerčića	j e z e r t̪ ʃ i t̪ ɕ aː
Bućaka	b u t̪ ɕ aː k aː
nadzornoj	n a d̪ ʑ o r n o j
Nustra	n u s t̪ r aː
Brsadina	b r s a d̪ i n aː
najstarija	n a j s t̪ a r i j aː
integrativna	i n t̪ e ɡ r aː t̪ i v n aː
staroga	s t̪ a r o ɡ aː
kontinenta	k o n t̪ i n e n t̪ aː
Javni	j a v n i
zalog	z a l o ɡ
istinsko	i s t̪ i n s k o
Krunislav	k r u n i s l aː v
Sastanku	s a s t̪ aː ŋ k u
dopredsjednik	d̪ o p r e t̪ s j e d̪ n i k
Ejup	e j u p
Ganić	ɡ a n i t̪ ɕ
Sudovi	s u d̪ o v i
dokazati	d̪ o k aː z aː t̪ i
normalno	n o r m aː l n o
funkcionirati	f u ŋ k t̪ s i o n i r aː t̪ i
bilježnik	b i ʎ e ʒ n i k
Općinsko	o p t̪ ɕ i n s k o
državno	d̪ r ʒ a v n o
