Word	IPA transcription
Далгліш	d̪ ɑ l̪ ɦ lʲ i ʃ
трофеєм	t̪ r ɔ f ɛ ɛ m
періоду	p ɛ rʲ i ɔ d̪ u
стільчику	s̪ t̪ i lʲ t̪ ʃ ɪ k u
неясно	n̪ ɛ ɑ s̪ n̪ ɔ
блимав	b l̪ ɪ m ɑ v
каганець	k ɑ ɦ ɑ n̪ ɛ t̪s̪ʲ
безкрає	b ɛ z̪ k r ɑ ɛ
зглянеш	z̪ ɦ lʲ ɑ n̪ ɛ ʃ
колектив	k ɔ l̪ ɛ k t̪ ɪ v
Дзеркало	d̪ z̪ ɛ r k ɑ l̪ ɔ
надалі	n̪ ɑ d̪ ɑ lʲ i
знов	z̪ n̪ ɔ v
холодних	x ɔ l̪ ɔ d̪ n̪ ɪ x
середнього	s̪ ɛ r ɛ d̪ n̪ʲ ɔ ɦ ɔ
багатьом	b ɑ ɦ ɑ t̪ ɔ m
звідти	z̪ v i d̪ t̪ ɪ
газовий	ɦ ɑ z̪ ɔ v ɪ j
прийняв	p r ɪ j n̪ʲ ɑ v
квотування	k v ɔ t̪ u v ɑ n̪ n̪ʲ ɑ
національні	n̪ ɑ t̪s̪ʲ i ɔ n̪ ɑ lʲ n̪ʲ i
питає	p ɪ t̪ ɑ ɛ
писаря	p ɪ s̪ ɑ rʲ ɑ
чаду	t̪ ʃ ɑ d̪ u
кругом	k r u ɦ ɔ m
господарів	ɦ ɔ s̪ p ɔ d̪ ɑ rʲ i v
удома	u d̪ ɔ m ɑ
чутки	t̪ ʃ u t̪ k ɪ
письменником	p ɪ s̪ m ɛ n̪ n̪ ɪ k ɔ m
політичний	p ɔ lʲ i t̪ ɪ t̪ ʃ n̪ ɪ j
оступився	ɔ s̪ t̪ u p ɪ v s̪ ɑ
ступені	s̪ t̪ u p ɛ n̪ʲ i
стола	s̪ t̪ ɔ l̪ ɑ
непорушно	n̪ ɛ p ɔ r u ʃ n̪ ɔ
неначе	n̪ ɛ n̪ ɑ t̪ ʃ ɛ
скеля	s̪ k ɛ lʲ ɑ
крейда	k r ɛ j d̪ ɑ
власним	v l̪ ɑ s̪ n̪ ɪ m
бажанням	b ɑ ʒ ɑ n̪ n̪ʲ ɑ m
листи	l̪ ɪ s̪ t̪ ɪ
сталінських	s̪ t̪ ɑ lʲ i n̪ s̪ k ɪ x
таборів	t̪ ɑ b ɔ rʲ i v
еміграції	ɛ m i ɦ r ɑ t̪s̪ʲ i j i
вкрай	v k r ɑ j
досліджень	d̪ ɔ s̪ lʲ i d̪ ʒ ɛ n̪ʲ
університету	u n̪ʲ i v ɛ r s̪ ɪ t̪ ɛ t̪ u
хлопець	x l̪ ɔ p ɛ t̪s̪ʲ
Володимира	v ɔ l̪ ɔ d̪ ɪ m ɪ r ɑ
мешкають	m ɛ ʃ k ɑ u t̪
відмовилися	v i d̪ m ɔ v ɪ l̪ ɪ s̪ ɑ
виставка	v ɪ s̪ t̪ ɑ v k ɑ
Григорій	ɦ r ɪ ɦ ɔ rʲ i j
Сковорода	s̪ k ɔ v ɔ r ɔ d̪ ɑ
літературу	lʲ i t̪ ɛ r ɑ t̪ u r u
різного	rʲ i z̪ n̪ ɔ ɦ ɔ
тато	t̪ ɑ t̪ ɔ
дозволити	d̪ ɔ z̪ v ɔ l̪ ɪ t̪ ɪ
пити	p ɪ t̪ ɪ
зобов'язань	z̪ ɔ b ɔ v j ɑ z̪ ɑ n̪ʲ
свободи	s̪ v ɔ b ɔ d̪ ɪ
журналістики	ʒ u r n̪ ɑ lʲ i s̪ t̪ ɪ k ɪ
парламенту	p ɑ r l̪ ɑ m ɛ n̪ t̪ u
комуністичної	k ɔ m u n̪ʲ i s̪ t̪ ɪ t̪ ʃ n̪ ɔ j i
промах	p r ɔ m ɑ x
економічних	ɛ k ɔ n̪ ɔ m i t̪ ʃ n̪ ɪ x
політичних	p ɔ lʲ i t̪ ɪ t̪ ʃ n̪ ɪ x
заважає	z̪ ɑ v ɑ ʒ ɑ ɛ
спеціальні	s̪ p ɛ t̪s̪ʲ i ɑ lʲ n̪ʲ i
візити	v i z̪ ɪ t̪ ɪ
вдвічі	v d̪ v i t̪ ʃ i
керівництва	k ɛ rʲ i v n̪ ɪ t̪s̪ t̪ v ɑ
підеш	p i d̪ ɛ ʃ
визначила	v ɪ z̪ n̪ ɑ t̪ ʃ ɪ l̪ ɑ
господарства	ɦ ɔ s̪ p ɔ d̪ ɑ r s̪ t̪ v ɑ
середньої	s̪ ɛ r ɛ d̪ n̪ʲ ɔ j i
посад	p ɔ s̪ ɑ d̪
Шуфрич	ʃ u f r ɪ t̪ ʃ
якість	j ɑ k i s̪ t̪
інтелігенції	i n̪ t̪ ɛ lʲ i ɦ ɛ n̪ t̪s̪ʲ i j i
половині	p ɔ l̪ ɔ v ɪ n̪ʲ i
зниження	z̪ n̪ ɪ ʒ ɛ n̪ n̪ʲ ɑ
другій	d̪ r u ɦ i j
шанси	ʃ ɑ n̪ s̪ ɪ
Яценюк	j ɑ t̪s̪ ɛ n̪ʲ u k
дитині	d̪ ɪ t̪ ɪ n̪ʲ i
Нацбанк	n̪ ɑ t̪s̪ b ɑ n̪ k
прибуток	p r ɪ b u t̪ ɔ k
розпочато	r ɔ z̪ p ɔ t̪ ʃ ɑ t̪ ɔ
синхронних	s̪ ɪ n̪ x r ɔ n̪ n̪ ɪ x
стрибках	s̪ t̪ r ɪ b k ɑ x
вибороли	v ɪ b ɔ r ɔ l̪ ɪ
срібло	s̪ rʲ i b l̪ ɔ
Чемпіонат	t̪ ʃ ɛ m p i ɔ n̪ ɑ t̪
Ради	r ɑ d̪ ɪ
позбутися	p ɔ z̪ b u t̪ ɪ s̪ ɑ
залежності	z̪ ɑ l̪ ɛ ʒ n̪ ɔ s̪ t̪ i
великих	v ɛ l̪ ɪ k ɪ x
Сегодня	s̪ ɛ ɦ ɔ d̪ n̪ʲ ɑ
посиланням	p ɔ s̪ ɪ l̪ ɑ n̪ n̪ʲ ɑ m
МЗС	m z̪ s̪
соціальних	s̪ ɔ t̪s̪ʲ i ɑ lʲ n̪ ɪ x
вірить	v i r ɪ t̪
платять	p l̪ ɑ t̪ ɑ t̪
нікому	n̪ʲ i k ɔ m u
Іванчук	i v ɑ n̪ t̪ ʃ u k
змінив	z̪ m i n̪ ɪ v
шахи	ʃ ɑ x ɪ
слідства	s̪ lʲ i d̪ s̪ t̪ v ɑ
списку	s̪ p ɪ s̪ k u
кому	k ɔ m u
однаково	ɔ d̪ n̪ ɑ k ɔ v ɔ
Ющенка	j u ʃ t̪ ʃ ɛ n̪ k ɑ
тур	t̪ u r
вважали	v v ɑ ʒ ɑ l̪ ɪ
Японії	j ɑ p ɔ n̪ʲ i j i
давати	d̪ ɑ v ɑ t̪ ɪ
серйозних	s̪ ɛ r j ɔ z̪ n̪ ɪ x
європейський	j ɛ v r ɔ p ɛ j s̪ k ɪ j
команду	k ɔ m ɑ n̪ d̪ u
припинити	p r ɪ p ɪ n̪ ɪ t̪ ɪ
продаж	p r ɔ d̪ ɑ ʒ
неповнолітніх	n̪ ɛ p ɔ v n̪ ɔ lʲ i t̪ n̪ʲ i x
якісь	j ɑ k i s̪
нинішнього	n̪ ɪ n̪ʲ i ʃ n̪ʲ ɔ ɦ ɔ
майна	m ɑ j n̪ ɑ
земельних	z̪ ɛ m ɛ lʲ n̪ ɪ x
питань	p ɪ t̪ ɑ n̪ʲ
запечених	z̪ ɑ p ɛ t̪ ʃ ɛ n̪ ɪ x
сонцем	s̪ ɔ n̪ t̪s̪ ɛ m
високих	v ɪ s̪ ɔ k ɪ x
виступ	v ɪ s̪ t̪ u p
успіх	u s̪ p i x
Маріуполі	m ɑ rʲ i u p ɔ lʲ i
п'ятнадцять	p j ɑ t̪ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪
спільнота	s̪ p i lʲ n̪ ɔ t̪ ɑ
дозволить	d̪ ɔ z̪ v ɔ l̪ ɪ t̪
повному	p ɔ v n̪ ɔ m u
обсязі	ɔ b s̪ ɑ z̪ʲ i
фінансувати	f i n̪ ɑ n̪ s̪ u v ɑ t̪ ɪ
соціальні	s̪ ɔ t̪s̪ʲ i ɑ lʲ n̪ʲ i
видатки	v ɪ d̪ ɑ t̪ k ɪ
практика	p r ɑ k t̪ ɪ k ɑ
виступає	v ɪ s̪ t̪ u p ɑ ɛ
своїй	s̪ v ɔ j i j
четверте	t̪ ʃ ɛ t̪ v ɛ r t̪ ɛ
Ужгороді	u ʒ ɦ ɔ r ɔ d̪ʲ i
дванадцята	d̪ v ɑ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪ ɑ
створив	s̪ t̪ v ɔ r ɪ v
службу	s̪ l̪ u ʒ b u
обізвалась	ɔ b i z̪ v ɑ l̪ ɑ s̪
довкола	d̪ ɔ v k ɔ l̪ ɑ
зайшов	z̪ ɑ j ʃ ɔ v
столу	s̪ t̪ ɔ l̪ u
пора	p ɔ r ɑ
ідіть	i d̪ʲ i t̪
рвіть	r v i t̪
сміливо	s̪ m i l̪ ɪ v ɔ
музеї	m u z̪ ɛ j i
Тернополя	t̪ ɛ r n̪ ɔ p ɔ lʲ ɑ
шести	ʃ ɛ s̪ t̪ ɪ
фінансові	f i n̪ ɑ n̪ s̪ ɔ v i
вести	v ɛ s̪ t̪ ɪ
складається	s̪ k l̪ ɑ d̪ ɑ ɛ t̪ s̪ ɑ
місяців	m i s̪ ɑ t̪s̪ʲ i v
німецької	n̪ʲ i m ɛ t̪s̪ʲ k ɔ j i
повноваження	p ɔ v n̪ ɔ v ɑ ʒ ɛ n̪ n̪ʲ ɑ
обидві	ɔ b ɪ d̪ v i
схід	s̪ x i d̪
молодіжних	m ɔ l̪ ɔ d̪ʲ i ʒ n̪ ɪ x
оцінки	ɔ t̪s̪ʲ i n̪ k ɪ
Криму	k r ɪ m u
частиною	t̪ ʃ ɑ s̪ t̪ ɪ n̪ ɔ u
російського	r ɔ s̪ i j s̪ k ɔ ɦ ɔ
пан	p ɑ n̪
Арбузов	ɑ r b u z̪ ɔ v
Москва	m ɔ s̪ k v ɑ
позицій	p ɔ z̪ ɪ t̪s̪ʲ i j
викликають	v ɪ k l̪ ɪ k ɑ u t̪
сину	s̪ ɪ n̪ u
почував	p ɔ t̪ ʃ u v ɑ v
прокидалось	p r ɔ k ɪ d̪ ɑ l̪ ɔ s̪
невідоме	n̪ ɛ v i d̪ ɔ m ɛ
чудне	t̪ ʃ u d̪ n̪ ɛ
бував	b u v ɑ v
прохання	p r ɔ x ɑ n̪ n̪ʲ ɑ
захищає	z̪ ɑ x ɪ ʃ t̪ ʃ ɑ ɛ
наміри	n̪ ɑ m i r ɪ
Євро	j ɛ v r ɔ
дванадцять	d̪ v ɑ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪
представлено	p r ɛ d̪ s̪ t̪ ɑ v l̪ ɛ n̪ ɔ
шістнадцять	ʃ i s̪ t̪ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪
запрошує	z̪ ɑ p r ɔ ʃ u ɛ
виникнення	v ɪ n̪ ɪ k n̪ ɛ n̪ n̪ʲ ɑ
створила	s̪ t̪ v ɔ r ɪ l̪ ɑ
Великобританії	v ɛ l̪ ɪ k ɔ b r ɪ t̪ ɑ n̪ʲ i j i
нігде	n̪ʲ i ɦ d̪ ɛ
пристати	p r ɪ s̪ t̪ ɑ t̪ ɪ
зачепитися	z̪ ɑ t̪ ʃ ɛ p ɪ t̪ ɪ s̪ ɑ
обговорення	ɔ b ɦ ɔ v ɔ r ɛ n̪ n̪ʲ ɑ
справжню	s̪ p r ɑ v ʒ n̪ʲ u
звертається	z̪ v ɛ r t̪ ɑ ɛ t̪ s̪ ɑ
увага	u v ɑ ɦ ɑ
їсти	j i s̪ t̪ ɪ
енергоносії	ɛ n̪ ɛ r ɦ ɔ n̪ ɔ s̪ i j i
електроенергію	ɛ l̪ ɛ k t̪ r ɔ ɛ n̪ ɛ r ɦ i u
зростали	z̪ r ɔ s̪ t̪ ɑ l̪ ɪ
Черкас	t̪ ʃ ɛ r k ɑ s̪
борги	b ɔ r ɦ ɪ
міністрів	m i n̪ʲ i s̪ t̪ rʲ i v
комісарів	k ɔ m i s̪ ɑ rʲ i v
черговий	t̪ ʃ ɛ r ɦ ɔ v ɪ j
свіжий	s̪ v i ʒ ɪ j
сніг	s̪ n̪ʲ i ɦ
укрив	u k r ɪ v
долини	d̪ ɔ l̪ ɪ n̪ ɪ
тонким	t̪ ɔ n̪ k ɪ m
дорогим	d̪ ɔ r ɔ ɦ ɪ m
полотном	p ɔ l̪ ɔ t̪ n̪ ɔ m
окремо	ɔ k r ɛ m ɔ
церков	t̪s̪ ɛ r k ɔ v
біліло	b i lʲ i l̪ ɔ
місцевій	m i s̪ t̪s̪ ɛ v i j
пресі	p r ɛ s̪ i
добрі	d̪ ɔ b rʲ i
Урядовий	u rʲ ɑ d̪ ɔ v ɪ j
кур'єр	k u r j ɛ r
спорті	s̪ p ɔ r t̪ i
співчуття	s̪ p i v t̪ ʃ u t̪ t̪ ɑ
власний	v l̪ ɑ s̪ n̪ ɪ j
біль	b i lʲ
сорочка	s̪ ɔ r ɔ t̪ ʃ k ɑ
Олександр	ɔ l̪ ɛ k s̪ ɑ n̪ d̪ r
українцям	u k r ɑ j i n̪ t̪s̪ʲ ɑ m
мішків	m i ʃ k i v
гречаної	ɦ r ɛ t̪ ʃ ɑ n̪ ɔ j i
вовни	v ɔ v n̪ ɪ
сподіватися	s̪ p ɔ d̪ʲ i v ɑ t̪ ɪ s̪ ɑ
доброго	d̪ ɔ b r ɔ ɦ ɔ
спитати	s̪ p ɪ t̪ ɑ t̪ ɪ
золото	z̪ ɔ l̪ ɔ t̪ ɔ
тата	t̪ ɑ t̪ ɑ
люблю	lʲ u b lʲ u
тожто	t̪ ɔ ʒ t̪ ɔ
січня	s̪ i t̪ ʃ n̪ʲ ɑ
розумію	r ɔ z̪ u m i u
стиль	s̪ t̪ ɪ lʲ
мусить	m u s̪ ɪ t̪
сторін	s̪ t̪ ɔ rʲ i n̪
долі	d̪ ɔ lʲ i
політикою	p ɔ lʲ i t̪ ɪ k ɔ u
підтвердив	p i d̪ t̪ v ɛ r d̪ ɪ v
квартиру	k v ɑ r t̪ ɪ r u
самим	s̪ ɑ m ɪ m
уступила	u s̪ t̪ u p ɪ l̪ ɑ
певна	p ɛ v n̪ ɑ
тобою	t̪ ɔ b ɔ u
надходження	n̪ ɑ d̪ x ɔ d̪ ʒ ɛ n̪ n̪ʲ ɑ
стилі	s̪ t̪ ɪ lʲ i
втратили	v t̪ r ɑ t̪ ɪ l̪ ɪ
навантаження	n̪ ɑ v ɑ n̪ t̪ ɑ ʒ ɛ n̪ n̪ʲ ɑ
останньої	ɔ s̪ t̪ ɑ n̪ n̪ʲ ɔ j i
копійки	k ɔ p i j k ɪ
значні	z̪ n̪ ɑ t̪ ʃ n̪ʲ i
зможуть	z̪ m ɔ ʒ u t̪
сцені	s̪ t̪s̪ ɛ n̪ʲ i
бити	b ɪ t̪ ɪ
закликав	z̪ ɑ k l̪ ɪ k ɑ v
спільно	s̪ p i lʲ n̪ ɔ
Карпатах	k ɑ r p ɑ t̪ ɑ x
тіла	t̪ i l̪ ɑ
ознак	ɔ z̪ n̪ ɑ k
великою	v ɛ l̪ ɪ k ɔ u
половина	p ɔ l̪ ɔ v ɪ n̪ ɑ
їхньої	j i x n̪ʲ ɔ j i
двома	d̪ v ɔ m ɑ
медиків	m ɛ d̪ ɪ k i v
звинувачують	z̪ v ɪ n̪ u v ɑ t̪ ʃ u u t̪
здатна	z̪ d̪ ɑ t̪ n̪ ɑ
номером	n̪ ɔ m ɛ r ɔ m
змогла	z̪ m ɔ ɦ l̪ ɑ
реальної	r ɛ ɑ lʲ n̪ ɔ j i
Баттон	b ɑ t̪ t̪ ɔ n̪
фінішував	f i n̪ʲ i ʃ u v ɑ v
третім	t̪ r ɛ t̪ i m
намалюю	n̪ ɑ m ɑ lʲ u u
вітаютой	v i t̪ ɑ u t̪ ɔ j
співаю	s̪ p i v ɑ u
складних	s̪ k l̪ ɑ d̪ n̪ ɪ x
приватизації	p r ɪ v ɑ t̪ ɪ z̪ ɑ t̪s̪ʲ i j i
промисловості	p r ɔ m ɪ s̪ l̪ ɔ v ɔ s̪ t̪ i
щаслива	ʃ t̪ ʃ ɑ s̪ l̪ ɪ v ɑ
найбільше	n̪ ɑ j b i lʲ ʃ ɛ
реалізації	r ɛ ɑ lʲ i z̪ ɑ t̪s̪ʲ i j i
іноземні	i n̪ ɔ z̪ ɛ m n̪ʲ i
інвестори	i n̪ v ɛ s̪ t̪ ɔ r ɪ
Міністерстві	m i n̪ʲ i s̪ t̪ ɛ r s̪ t̪ v i
причину	p r ɪ t̪ ʃ ɪ n̪ u
золота	z̪ ɔ l̪ ɔ t̪ ɑ
правління	p r ɑ v lʲ i n̪ n̪ʲ ɑ
Пенсійного	p ɛ n̪ s̪ i j n̪ ɔ ɦ ɔ
власними	v l̪ ɑ s̪ n̪ ɪ m ɪ
руками	r u k ɑ m ɪ
Леся	l̪ ɛ s̪ ɑ
Львова	lʲ v ɔ v ɑ
станом	s̪ t̪ ɑ n̪ ɔ m
відмову	v i d̪ m ɔ v u
прожиткового	p r ɔ ʒ ɪ t̪ k ɔ v ɔ ɦ ɔ
мінімуму	m i n̪ʲ i m u m u
діалог	d̪ʲ i ɑ l̪ ɔ ɦ
вугілля	v u ɦ i l̪ lʲ ɑ
шістнадцята	ʃ i s̪ t̪ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪ ɑ
другі	d̪ r u ɦ i
Наталя	n̪ ɑ t̪ ɑ lʲ ɑ
Рівному	rʲ i v n̪ ɔ m u
пріоритетних	p rʲ i ɔ r ɪ t̪ ɛ t̪ n̪ ɪ x
галузей	ɦ ɑ l̪ u z̪ ɛ j
невідомих	n̪ ɛ v i d̪ ɔ m ɪ x
політичне	p ɔ lʲ i t̪ ɪ t̪ ʃ n̪ ɛ
ніякого	n̪ʲ i ɑ k ɔ ɦ ɔ
дому	d̪ ɔ m u
потреба	p ɔ t̪ r ɛ b ɑ
майстра	m ɑ j s̪ t̪ r ɑ
отримував	ɔ t̪ r ɪ m u v ɑ v
відповідних	v i d̪ p ɔ v i d̪ n̪ ɪ x
повноважень	p ɔ v n̪ ɔ v ɑ ʒ ɛ n̪ʲ
Петра	p ɛ t̪ r ɑ
дивлячись	d̪ ɪ v lʲ ɑ t̪ ʃ ɪ s̪
телвізор	t̪ ɛ l̪ v i z̪ ɔ r
п'ятнадцяти	p j ɑ t̪ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪ ɪ
десята	d̪ ɛ s̪ ɑ t̪ ɑ
писали	p ɪ s̪ ɑ l̪ ɪ
почало	p ɔ t̪ ʃ ɑ l̪ ɔ
бий	b ɪ j
божа	b ɔ ʒ ɑ
ярмарок	j ɑ r m ɑ r ɔ k
нащо	n̪ ɑ ʃ t̪ ʃ ɔ
Лізі	lʲ i z̪ʲ i
Чемпіонів	t̪ ʃ ɛ m p i ɔ n̪ʲ i v
найкраща	n̪ ɑ j k r ɑ ʃ t̪ ʃ ɑ
принципів	p r ɪ n̪ t̪s̪ ɪ p i v
Генпрокуратурі	ɦ ɛ n̪ p r ɔ k u r ɑ t̪ u rʲ i
ремонт	r ɛ m ɔ n̪ t̪
машини	m ɑ ʃ ɪ n̪ ɪ
автомобіля	ɑ v t̪ ɔ m ɔ b i lʲ ɑ
просили	p r ɔ s̪ ɪ l̪ ɪ
тисячу	t̪ ɪ s̪ ɑ t̪ ʃ u
прийняли	p r ɪ j n̪ʲ ɑ l̪ ɪ
Донецької	d̪ ɔ n̪ ɛ t̪s̪ʲ k ɔ j i
покарання	p ɔ k ɑ r ɑ n̪ n̪ʲ ɑ
вистачить	v ɪ s̪ t̪ ɑ t̪ ʃ ɪ t̪
зусилля	z̪ u s̪ ɪ l̪ lʲ ɑ
принесли	p r ɪ n̪ ɛ s̪ l̪ ɪ
професію	p r ɔ f ɛ s̪ i u
вчителя	v t̪ ʃ ɪ t̪ ɛ lʲ ɑ
маючи	m ɑ u t̪ ʃ ɪ
дивиться	d̪ ɪ v ɪ t̪ s̪ ɑ
байдуже	b ɑ j d̪ u ʒ ɛ
Федерації	f ɛ d̪ ɛ r ɑ t̪s̪ʲ i j i
матеріалів	m ɑ t̪ ɛ rʲ i ɑ lʲ i v
УМ	u m
допомагають	d̪ ɔ p ɔ m ɑ ɦ ɑ u t̪
Сумах	s̪ u m ɑ x
квітні	k v i t̪ n̪ʲ i
засідання	z̪ ɑ s̪ i d̪ ɑ n̪ n̪ʲ ɑ
школу	ʃ k ɔ l̪ u
темі	t̪ ɛ m i
потрапить	p ɔ t̪ r ɑ p ɪ t̪
пастку	p ɑ s̪ t̪ k u
Карпати	k ɑ r p ɑ t̪ ɪ
заява	z̪ ɑ ɑ v ɑ
земель	z̪ ɛ m ɛ lʲ
інколи	i n̪ k ɔ l̪ ɪ
кожний	k ɔ ʒ n̪ ɪ j
перейматися	p ɛ r ɛ j m ɑ t̪ ɪ s̪ ɑ
проживає	p r ɔ ʒ ɪ v ɑ ɛ
немало	n̪ ɛ m ɑ l̪ ɔ
писар	p ɪ s̪ ɑ r
поділитися	p ɔ d̪ʲ i l̪ ɪ t̪ ɪ s̪ ɑ
парубків	p ɑ r u b k i v
густо	ɦ u s̪ t̪ ɔ
зустріти	z̪ u s̪ t̪ rʲ i t̪ ɪ
хуторах	x u t̪ ɔ r ɑ x
минуле	m ɪ n̪ u l̪ ɛ
нещодавно	n̪ ɛ ʃ t̪ ʃ ɔ d̪ ɑ v n̪ ɔ
ініціативи	i n̪ʲ i t̪s̪ʲ i ɑ t̪ ɪ v ɪ
керівника	k ɛ rʲ i v n̪ ɪ k ɑ
втрачає	v t̪ r ɑ t̪ ʃ ɑ ɛ
вітри	v i t̪ r ɪ
дощем	d̪ ɔ ʃ t̪ ʃ ɛ m
лізуть	lʲ i z̪ u t̪
клопоти	k l̪ ɔ p ɔ t̪ ɪ
органи	ɔ r ɦ ɑ n̪ ɪ
гляди	ɦ lʲ ɑ d̪ ɪ
лишень	l̪ ɪ ʃ ɛ n̪ʲ
родич	r ɔ d̪ ɪ t̪ ʃ
товар	t̪ ɔ v ɑ r
категорично	k ɑ t̪ ɛ ɦ ɔ r ɪ t̪ ʃ n̪ ɔ
конфлікт	k ɔ n̪ f lʲ i k t̪
Світової	s̪ v i t̪ ɔ v ɔ j i
пасажирів	p ɑ s̪ ɑ ʒ ɪ rʲ i v
годиннику	ɦ ɔ d̪ ɪ n̪ n̪ ɪ k u
дев'ять	d̪ ɛ v j ɑ t̪
брата	b r ɑ t̪ ɑ
поспішають	p ɔ s̪ p i ʃ ɑ u t̪
твору	t̪ v ɔ r u
сирітське	s̪ ɪ rʲ i t̪ s̪ k ɛ
селом	s̪ ɛ l̪ ɔ m
лице	l̪ ɪ t̪s̪ ɛ
поту	p ɔ t̪ u
державному	d̪ ɛ r ʒ ɑ v n̪ ɔ m u
основні	ɔ s̪ n̪ ɔ v n̪ʲ i
стандарти	s̪ t̪ ɑ n̪ d̪ ɑ r t̪ ɪ
існувати	i s̪ n̪ u v ɑ t̪ ɪ
подумав	p ɔ d̪ u m ɑ v
свідченням	s̪ v i d̪ t̪ ʃ ɛ n̪ n̪ʲ ɑ m
Черкасах	t̪ ʃ ɛ r k ɑ s̪ ɑ x
повези	p ɔ v ɛ z̪ ɪ
асфальту	ɑ s̪ f ɑ lʲ t̪ u
Ахметов	ɑ x m ɛ t̪ ɔ v
піду	p i d̪ u
зняли	z̪ n̪ʲ ɑ l̪ ɪ
кандидатів	k ɑ n̪ d̪ ɪ d̪ ɑ t̪ i v
опозиції	ɔ p ɔ z̪ ɪ t̪s̪ʲ i j i
раптом	r ɑ p t̪ ɔ m
рух	r u x
фестиваль	f ɛ s̪ t̪ ɪ v ɑ lʲ
поранені	p ɔ r ɑ n̪ ɛ n̪ʲ i
п'ятнадцяте	p j ɑ t̪ n̪ ɑ d̪ t̪s̪ʲ ɑ t̪ ɛ
мільйона	m i lʲ j ɔ n̪ ɑ
цеху	t̪s̪ ɛ x u
рядки	rʲ ɑ d̪ k ɪ
доставили	d̪ ɔ s̪ t̪ ɑ v ɪ l̪ ɪ
обласної	ɔ b l̪ ɑ s̪ n̪ ɔ j i
дитячої	d̪ ɪ t̪ ɑ t̪ ʃ ɔ j i
поставок	p ɔ s̪ t̪ ɑ v ɔ k
головних	ɦ ɔ l̪ ɔ v n̪ ɪ x
торговельних	t̪ ɔ r ɦ ɔ v ɛ lʲ n̪ ɪ x
методи	m ɛ t̪ ɔ d̪ ɪ
патріарха	p ɑ t̪ rʲ i ɑ r x ɑ
Кирила	k ɪ r ɪ l̪ ɑ
завершений	z̪ ɑ v ɛ r ʃ ɛ n̪ ɪ j
аналіз	ɑ n̪ ɑ lʲ i z̪
загрозу	z̪ ɑ ɦ r ɔ z̪ u
обмежень	ɔ b m ɛ ʒ ɛ n̪ʲ
спілкуватися	s̪ p i l̪ k u v ɑ t̪ ɪ s̪ ɑ
директор	d̪ ɪ r ɛ k t̪ ɔ r
назустріч	n̪ ɑ z̪ u s̪ t̪ rʲ i t̪ ʃ
баланс	b ɑ l̪ ɑ n̪ s̪
згідно	z̪ ɦ i d̪ n̪ ɔ
торгів	t̪ ɔ r ɦ i v
індекси	i n̪ d̪ ɛ k s̪ ɪ
продемонстрували	p r ɔ d̪ ɛ m ɔ n̪ s̪ t̪ r u v ɑ l̪ ɪ
організатори	ɔ r ɦ ɑ n̪ʲ i z̪ ɑ t̪ ɔ r ɪ
партія	p ɑ r t̪ i ɑ
частково	t̪ ʃ ɑ s̪ t̪ k ɔ v ɔ
підтвердили	p i d̪ t̪ v ɛ r d̪ ɪ l̪ ɪ
КМДА	k m d̪ ɑ
Руслан	r u s̪ l̪ ɑ n̪
Крамаренко	k r ɑ m ɑ r ɛ n̪ k ɔ
сказано	s̪ k ɑ z̪ ɑ n̪ ɔ
стандартів	s̪ t̪ ɑ n̪ d̪ ɑ r t̪ i v
точніше	t̪ ɔ t̪ ʃ n̪ʲ i ʃ ɛ
економіка	ɛ k ɔ n̪ ɔ m i k ɑ
напрямок	n̪ ɑ p rʲ ɑ m ɔ k
баба	b ɑ b ɑ
Палажка	p ɑ l̪ ɑ ʒ k ɑ
вдарила	v d̪ ɑ r ɪ l̪ ɑ
стільцем	s̪ t̪ i lʲ t̪s̪ ɛ m
поклони	p ɔ k l̪ ɔ n̪ ɪ
Холодний	x ɔ l̪ ɔ d̪ n̪ ɪ j
готуються	ɦ ɔ t̪ u u t̪ s̪ ɑ
Ігор	i ɦ ɔ r
боці	b ɔ t̪s̪ʲ i
кажучи	k ɑ ʒ u t̪ ʃ ɪ
явно	j ɑ v n̪ ɔ
наче	n̪ ɑ t̪ ʃ ɛ
порядки	p ɔ rʲ ɑ d̪ k ɪ
розвиватися	r ɔ z̪ v ɪ v ɑ t̪ ɪ s̪ ɑ
версія	v ɛ r s̪ i ɑ
входять	v x ɔ d̪ʲ ɑ t̪
ФДМ	f d̪ m
Рябченко	rʲ ɑ b t̪ ʃ ɛ n̪ k ɔ
Олександру	ɔ l̪ ɛ k s̪ ɑ n̪ d̪ r u
пострадянському	p ɔ s̪ t̪ r ɑ d̪ʲ ɑ n̪ s̪ k ɔ m u
просторі	p r ɔ s̪ t̪ ɔ rʲ i
розгляду	r ɔ z̪ ɦ lʲ ɑ d̪ u
вирішено	v ɪ rʲ i ʃ ɛ n̪ ɔ
попередніми	p ɔ p ɛ r ɛ d̪ n̪ʲ i m ɪ
силами	s̪ ɪ l̪ ɑ m ɪ
зосталося	z̪ ɔ s̪ t̪ ɑ l̪ ɔ s̪ ɑ
