Word	IPA transcription
úněšov	uː ɲ ɛ ʃ o v
žádal	ʒ aː d a l
kokořov	k o k o r̝ o v
operován	o p ɛ r o v aː n
Něco	ɲ ɛ t s o
zklidní	s k l i d ɲ iː
myšlenky-	m i ʃ l ɛ ŋ k i
chytí	x i c iː
smlouvách	s m l o u v aː x
velkoodběrateli	v ɛ l k o o d b j ɛ r a t ɛ l i
uvádíme	u v aː ɟ iː m ɛ
uspořádat	u s p o r̝ aː d a t
degustaci	d ɛ ɡ u s t a t s i
podstatnou	p o t s t a t n o u
manažmentu	m a n a ʒ m ɛ n t u
vojenského	v o j ɛ n s k ɛː ɦ o
NATO	n a t o
richardem	r i x a r d ɛ m
vincentem	v i n t s ɛ n t ɛ m
kyjevě	k i j ɛ v j ɛ
zvyšovat	z v i ʃ o v a t
postava	p o s t a v a
profesora	p r o f ɛ s o r a
téhle	t ɛː ɦ l ɛ
představě	p r̝ ɛ t s t a v j ɛ
netroufal	n ɛ t r o u f a l
transformací	t r a n s f o r m a t s iː
osamostatnila	o s a m o s t a t ɲ i l a
bílina	b iː l i n a
kunratice	k u n r a t i t s ɛ
libverda	l i b v ɛ r d a
mšené	m ʃ ɛ n ɛː
rybáři	r i b aː r̝ i
příslušně	p r̝ iː s l u ʃ ɲ ɛ
výbava	v iː b a v a
zdolání	z d o l aː ɲ iː
trofejní	t r o f ɛ ɪ ɲ iː
ryby	r i b i
věru	v j ɛ r u
bezdůvodně	b ɛ z d uː v o d ɲ ɛ
tlouci	t l o u t s i
fischerová	f i s x ɛ r o v aː
básník	b aː s ɲ iː k
vysmívaný	v i s m iː v a n iː
hlupák	ɦ l u p aː k
skály	s k aː l i
rozestavil	r o z ɛ s t a v i l
probudí	p r o b u ɟ iː
zlatém	z l a t ɛː m
řezu	r̝ ɛ z u
básně	b aː s ɲ ɛ
nedostatky	n ɛ d o s t a t k i
podotýkal	p o d o t iː k a l
nikoho	ɲ i k o ɦ o
nedotýkají	n ɛ d o t iː k a j iː
chléva	x l ɛː v a
polorozpadlá	p o l o r o s p a d l aː
symbol	s i m b o l
zatlačován	z a t l a t ʃ o v aː n
narozením	n a r o z ɛ ɲ iː m
vykupitele	v i k u p i t ɛ l ɛ
saku	s a k u
podepsána	p o d ɛ p s aː n a
dohoda	d o ɦ o d a
křesťané	k r̝ ɛ s c a n ɛː
modlili	m o d l i l i
odpuštění	o t p u ʃ c ɛ ɲ iː
Fakt	f a k t
nucená	n u t s ɛ n aː
suroviny	s u r o v i n i
plyn	p l i n
ropa	r o p a
motejzíka	m o t ɛ ɪ z iː k a
poskytl	p o s k i t l̩
dohodovací	d o ɦ o d o v a t s iː
nepravdivé	n ɛ p r a v ɟ i v ɛː
volejbalista	v o l ɛ ɪ b a l i s t a
andrej	a n d r ɛ ɪ
kuzněcov	k u z ɲ ɛ t s o v
les	l ɛ s
copains	t s o p a i n s
zahynul	z a ɦ i n u l
automobilové	a u t o m o b i l o v ɛː
havárii	ɦ a v aː r i j i
dálnici	d aː l ɲ i t s i
uprchlické	u p r̩ x l i t s k ɛː
ubytovat	u b i t o v a t
podmiňovaly	p o d m i ɲ o v a l i
kupříkladu	k u p r̝ iː k l a d u
riskantní	r i s k a n t ɲ iː
oblastní	o b l a s t ɲ iː
červeného	t ʃ ɛ r v ɛ n ɛː ɦ o
vynesla	v i n ɛ s l a
Argument	a r ɡ u m ɛ n t
holka	ɦ o l k a
jedenkrát	j ɛ d ɛ ŋ k r aː t
udržovací	u d r̩ ʒ o v a t s iː
hovorné	ɦ o v o r n ɛː
zimní	z i m ɲ iː
karneval	k a r n ɛ v a l
přilákal	p r̝ i l aː k a l
provincií	p r o v i n t s i iː
Spojených	s p o j ɛ n iː x
německou	ɲ ɛ m ɛ t s k o u
prohlubování	p r o ɦ l u b o v aː ɲ iː
nejuznávanější	n ɛ j u z n aː v a ɲ ɛ j ʃ iː
autorita	a u t o r i t a
nikým	ɲ i k iː m
nezpochybnitelné	n ɛ s p o x i b ɲ i t ɛ l n ɛː
Součástí	s o u t ʃ aː s c iː
příznivějších	p r̝ iː z ɲ i v j ɛ j ʃ iː x
Moskvě	m o s k v j ɛ
pásových	p aː s o v iː x
vah	v a x
zpřesnili	s p r̝ ɛ s ɲ i l i
dávkování	d aː f k o v aː ɲ iː
pracího	p r a t s iː ɦ o
prášku	p r aː ʃ k u
stabilizovali	s t a b i l i z o v a l i
útěku	uː c ɛ k u
alžírska	a l ʒ iː r s k a
jasná	j a s n aː
víru	v iː r u
nemusejí	n ɛ m u s ɛ j iː
ztrácet	s t r aː t s ɛ t
pardubice	p a r d u b i t s ɛ
podobu	p o d o b u
připsat	p r̝ i p s a t
výslovnosti	v iː s l o v n o s c i
souhlásky	s o u ɦ l aː s k i
němčině	ɲ ɛ m t ʃ i ɲ ɛ
souhláska	s o u ɦ l aː s k a
signalizuje	s i ɡ n a l i z u j ɛ
výrazové	v iː r a z o v ɛː
možnostech	m o ʒ n o s t ɛ x
poradců	p o r a t t s uː
seniorů	s ɛ ɲ i o r uː
beso	b ɛ s o
padly	p a d l i
úrodnou	uː r o d n o u
půdu	p uː d u
veřejným	v ɛ r̝ ɛ ɪ n iː m
tajemstvím	t a j ɛ m s t v iː m
dere	d ɛ r ɛ
světlo	s v j ɛ t l o
porodních	p o r o d ɲ iː x
bolestí	b o l ɛ s c iː
zářijovém	z aː r̝ i j o v ɛː m
korejské	k o r ɛ ɪ s k ɛː
slavnostním	s l a v n o s t ɲ iː m
připojí	p r̝ i p o j iː
velkému	v ɛ l k ɛː m u
koncerty	k o n t s ɛ r t i
požadováno	p o ʒ a d o v aː n o
uloženou	u l o ʒ ɛ n o u
pohoštění	p o ɦ o ʃ c ɛ ɲ iː
partnerky	p a r t n ɛ r k i
garde	ɡ a r d ɛ
mužem	m u ʒ ɛ m
stupních	s t u p ɲ iː x
němčiny	ɲ ɛ m t ʃ i n i
označoval	o z n a t ʃ o v a l
pryskyřici	p r i s k i r̝ i t s i
užívalo	u ʒ iː v a l o
lepení	l ɛ p ɛ ɲ iː
utěsňování	u c ɛ s ɲ o v aː ɲ iː
osmadvacet	o s m a d v a t s ɛ t
šestaosmdesáti	ʃ ɛ s t a o s m d ɛ s aː c i
dvaasedmdesáti	d v a a s ɛ d m d ɛ s aː c i
úřadující	uː r̝ a d u j iː t s iː
loví	l o v iː
návod	n aː v o t
manual	m a n u a l
rozlišuje	r o z l i ʃ u j ɛ
neodstranitelné	n ɛ o t s t r a ɲ i t ɛ l n ɛː
zvažovali	z v a ʒ o v a l i
nevyrábět	n ɛ v i r aː b j ɛ t
svíčky	s v iː t ʃ k i
oficiálních	o f i t s i aː l ɲ iː x
činitelů	t ʃ i ɲ i t ɛ l uː
ammánu	a m m aː n u
dánská	d aː n s k aː
stabilnější	s t a b i l ɲ ɛ j ʃ iː
Evropské	ɛ v r o p s k ɛː
automatické	a u t o m a t i t s k ɛː
odebrání	o d ɛ b r aː ɲ iː
nepřípustný	n ɛ p r̝ iː p u s t n iː
protiprávní	p r o c i p r aː v ɲ iː
incommingu	i n t s o m m i ŋ ɡ u
lázeňského	l aː z ɛ ɲ s k ɛː ɦ o
tématickými	t ɛː m a t i t s k iː m i
vícedenními	v iː t s ɛ d ɛ ɲ iː m i
loveckou	l o v ɛ t s k o u
romantickým	r o m a n t i t s k iː m
putováním	p u t o v aː ɲ iː m
hradech	ɦ r a d ɛ x
zámcích	z aː m t s iː x
poznáním	p o z n aː ɲ iː m
moravských	m o r a f s k iː x
vinných	v i n iː x
sklepů	s k l ɛ p uː
svěřenci	s v j ɛ r̝ ɛ n t s i
výborného	v iː b o r n ɛː ɦ o
neprohráli	n ɛ p r o ɦ r aː l i
kladnem	k l a d n ɛ m
plzní	p l̩ z ɲ iː
jihlavou	j i ɦ l a v o u
utkáních	u t k aː ɲ iː x
doksanského	d o k s a n s k ɛː ɦ o
megalomanský	m ɛ ɡ a l o m a n s k iː
provizi	p r o v i z i
nepovažoval	n ɛ p o v a ʒ o v a l
dodavatelské	d o d a v a t ɛ l s k ɛː
norimberku	n o r i m b ɛ r k u
Nemáme	n ɛ m aː m ɛ
pověstný	p o v j ɛ s t n iː
sedmý	s ɛ d m iː
schůdek	s x uː d ɛ k
sklepě	s k l ɛ p j ɛ
vychlazené	v i x l a z ɛ n ɛː
činžáku	t ʃ i n ʒ aː k u
sklep	s k l ɛ p
Rozdíl	r o z ɟ iː l
obvyklou	o b v i k l o u
úhradou	uː ɦ r a d o u
nepeněžitý	n ɛ p ɛ ɲ ɛ ʒ i t iː
rozšiřovat	r o s ʃ i r̝ o v a t
spektrum	s p ɛ k t r u m
prodejných	p r o d ɛ ɪ n iː x
předpis	p r̝ ɛ t p i s
lovíte	l o v iː t ɛ
útrob	uː t r o p
skříně	s k r̝ iː ɲ ɛ
dvouminutovému	d v o u m i n u t o v ɛː m u
otrava	o t r a v a
Jaké	j a k ɛː
nadaný	n a d a n iː
umělci	u m ɲ ɛ l t s i
zodpovědnost	z o t p o v j ɛ d n o s t
hotelových	ɦ o t ɛ l o v iː x
profesionálové	p r o f ɛ s i o n aː l o v ɛː
znalí	z n a l iː
urychlenou	u r i x l ɛ n o u
bezprostřední	b ɛ s p r o s t r̝ ɛ d ɲ iː
kresebné	k r ɛ s ɛ b n ɛː
gesto	ɡ ɛ s t o
posunul	p o s u n u l
kintera	k i n t ɛ r a
bluesrocková	b l u ɛ s r o t s k o v aː
zpěvačka	s p j ɛ v a t ʃ k a
bonnie	b o n i j ɛ
raittová	r a i t t o v aː
veterán	v ɛ t ɛ r aː n
rockové	r o t s k o v ɛː
nominací	n o m i n a t s iː
Velikost	v ɛ l i k o s t
stabilně	s t a b i l ɲ ɛ
zdravotnického	z d r a v o t ɲ i t s k ɛː ɦ o
Mám	m aː m
věkovými	v j ɛ k o v iː m i
skupinami	s k u p i n a m i
etapa	ɛ t a p a
třicáté	t r̝ i t s aː t ɛː
Používá	p o u ʒ iː v aː
ujímá	u j iː m aː
neobsazených	n ɛ o p s a z ɛ n iː x
odjezdem	o d j ɛ z d ɛ m
plzeňská	p l̩ z ɛ ɲ s k aː
záchranka	z aː x r a ŋ k a
jela	j ɛ l a
zátkou	z aː t k o u
šampusu	ʃ a m p u s u
zranil	z r a ɲ i l
oko	o k o
záchranné	z aː x r a n ɛː
línic	l iː ɲ i t s
plzně	p l̩ z ɲ ɛ
dobou	d o b o u
letěli	l ɛ c ɛ l i
vrtulníku	v r̩ t u l ɲ iː k u
dvaatřicetiletou	d v a a t r̝ i t s ɛ c i l ɛ t o u
dárkyní	d aː r k i ɲ iː
budějovic	b u ɟ ɛ j o v i t s
prospektů	p r o s p ɛ k t uː
přenese	p r̝ ɛ n ɛ s ɛ
normalizovaný	n o r m a l i z o v a n iː
sekund	s ɛ k u n t
pešák	p ɛ ʃ aː k
nevidomých	n ɛ v i d o m iː x
slabozrakých	s l a b o z r a k iː x
zdůrazňuje	z d uː r a z ɲ u j ɛ
stavěný	s t a v j ɛ n iː
soudním	s o u d ɲ iː m
rozšířený	r o s ʃ iː r̝ ɛ n iː
operační	o p ɛ r a t ʃ ɲ iː
MS-	ɛ m ɛ s
DOS	d o s
spolumajitel	s p o l u m a j i t ɛ l
kancelářského	k a n t s ɛ l aː r̝ s k ɛː ɦ o
techo	t ɛ x o
oddílu	o d ɟ iː l u
nájmu	n aː j m u
loděnice	l o ɟ ɛ ɲ i t s ɛ
RODOP	r o d o p
veslařského	v ɛ s l a r̝ s k ɛː ɦ o
vymezuje	v i m ɛ z u j ɛ
důrazem	d uː r a z ɛ m
vyprávění	v i p r aː v j ɛ ɲ iː
autorovo	a u t o r o v o
povídat	p o v iː d a t
pohádka	p o ɦ aː t k a
negací	n ɛ ɡ a t s iː
antipohádkou	a n t i p o ɦ aː t k o u
možnou	m o ʒ n o u
výuce	v iː u t s ɛ
bakalářském	b a k a l aː r̝ s k ɛː m
měřítku	m ɲ ɛ r̝ iː t k u
advokacii	a d v o k a t s i j i
spravedlnosti	s p r a v ɛ d l̩ n o s c i
nováka	n o v aː k a
komoře	k o m o r̝ ɛ
stanislav	s t a ɲ i s l a v
vysloveně	v i s l o v ɛ ɲ ɛ
protitržní	p r o c i t r̩ ʒ ɲ iː
účastníci	uː t ʃ a s t ɲ iː t s i
rozhodují	r o s ɦ o d u j iː
Charakter	x a r a k t ɛ r
strategický	s t r a t ɛ ɡ i t s k iː
monopolizována	m o n o p o l i z o v aː n a
kontrolována	k o n t r o l o v aː n a
kapitálovým	k a p i t aː l o v iː m
podílem	p o ɟ iː l ɛ m
udělováním	u ɟ ɛ l o v aː ɲ iː m
ohlašováno	o ɦ l a ʃ o v aː n o
hospodářská	ɦ o s p o d aː r̝ s k aː
zvraty	z v r a t i
nezměnila	n ɛ z m ɲ ɛ ɲ i l a
káravému	k aː r a v ɛː m u
tónu	t oː n u
novoročního	n o v o r o t ʃ ɲ iː ɦ o
apeloval	a p ɛ l o v a l
shodla	s ɦ o d l a
souvisejících	s o u v i s ɛ j iː t s iː x
reformou	r ɛ f o r m o u
nejrenomovanější	n ɛ j r ɛ n o m o v a ɲ ɛ j ʃ iː
knihkupecké	k ɲ i ɦ k u p ɛ t s k ɛː
distribuční	d i s t r i b u t ʃ ɲ iː
hotovosti	ɦ o t o v o s c i
terčem	t ɛ r t ʃ ɛ m
kupónová	k u p oː n o v aː
resyl	r ɛ s i l
revoluční	r ɛ v o l u t ʃ ɲ iː
směnárenská	s m ɲ ɛ n aː r ɛ n s k aː
zabezpečovací	z a b ɛ s p ɛ t ʃ o v a t s iː
volenými	v o l ɛ n iː m i
prezidenty	p r ɛ z i d ɛ n t i
věra	v j ɛ r a
podnikatelskými	p o d ɲ i k a t ɛ l s k iː m i
organizacemi	o r ɡ a n i z a t s ɛ m i
mnohdy	m n o ɦ d i
praktikantům	p r a k t i k a n t uː m
nevěnovaly	n ɛ v j ɛ n o v a l i
stabilizovat	s t a b i l i z o v a t
realizační	r ɛ a l i z a t ʃ ɲ iː
střízlivý	s t r̝ iː z l i v iː
uhrin	u ɦ r i n
legionáře	l ɛ ɡ i o n aː r̝ ɛ
pozvanými	p o z v a n iː m i
reprezentanty	r ɛ p r ɛ z ɛ n t a n t i
kanonýr	k a n o n iː r
zraněním	z r a ɲ ɛ ɲ iː m
letenský	l ɛ t ɛ n s k iː
ostravský	o s t r a f s k iː
stoper	s t o p ɛ r
vyhlášený	v i ɦ l aː ʃ ɛ n iː
nevyřeší	n ɛ v i r̝ ɛ ʃ iː
neplete	n ɛ p l ɛ t ɛ
pobírá	p o b iː r aː
neodůvodnitelně	n ɛ o d uː v o d ɲ i t ɛ l ɲ ɛ
indexu	i n d ɛ k s u
uveřejňovaného	u v ɛ r̝ ɛ ɪ ɲ o v a n ɛː ɦ o
ústavem	uː s t a v ɛ m
stavebnictví	s t a v ɛ b ɲ i t s t v iː
odborových	o d b o r o v iː x
vynaložit	v i n a l o ʒ i t
novostavby	n o v o s t a v b i
opírá	o p iː r aː
zjištěná	z j i ʃ c ɛ n aː
statistická	s t a t i s t i t s k aː
zjevné	z j ɛ v n ɛː
významného	v iː z n a m n ɛː ɦ o
kultivace	k u l t i v a t s ɛ
pakliže	p a k l i ʒ ɛ
společenském	s p o l ɛ t ʃ ɛ n s k ɛː m
rozmáhá	r o z m aː ɦ aː
nihilismus	ɲ i ɦ i l i s m u s
obejít	o b ɛ j iː t
justicí	j u s t i t s iː
porady	p o r a d i
tigrid	c i ɡ r i t
neukázněnými	n ɛ u k aː z ɲ ɛ n iː m i
Otevření	o t ɛ v r̝ ɛ ɲ iː
hranic	ɦ r a ɲ i t s
přilákalo	p r̝ i l aː k a l o
podnikavců	p o d ɲ i k a f t s uː
milovníci	m i l o v ɲ iː t s i
Většině	v j ɛ t ʃ i ɲ ɛ
dobrém	d o b r ɛː m
solidním	s o l i d ɲ iː m
oprávněných	o p r aː v ɲ ɛ n iː x
reklamací	r ɛ k l a m a t s iː
Obchodně	o p x o d ɲ ɛ
Českých	t ʃ ɛ s k iː x
drah	d r a x
pudla	p u d l a
dohlédnu	d o ɦ l ɛː d n u
okna	o k n a
zaostávají	z a o s t aː v a j iː
špičkových	ʃ p i t ʃ k o v iː x
producentů	p r o d u t s ɛ n t uː
lizner	l i z n ɛ r
moravskoslezský	m o r a f s k o s l ɛ s s k iː
objektivně	o b j ɛ k t i v ɲ ɛ
utajované	u t a j o v a n ɛː
známými	z n aː m iː m i
porušením	p o r u ʃ ɛ ɲ iː m
monroeovou	m o n r o ɛ o v o u
zveřejněnými	z v ɛ r̝ ɛ ɪ ɲ ɛ n iː m i
umělecký	u m ɲ ɛ l ɛ t s k iː
švédskou	ʃ v ɛː t s k o u
fenomén	f ɛ n o m ɛː n
zvolila	z v o l i l a
NKÚ	ŋ k uː
spolupracovníka	s p o l u p r a t s o v ɲ iː k a
stb	ɛ s t ɛː b ɛː
zpřísnění	s p r̝ iː s ɲ ɛ ɲ iː
archeologických	a r x ɛ o l o ɡ i t s k iː x
stanovisek	s t a n o v i s ɛ k
stavbám	s t a v b aː m
plošné	p l o ʃ n ɛː
zemní	z ɛ m ɲ iː
povolováno	p o v o l o v aː n o
kompletní	k o m p l ɛ t ɲ iː
podsklepování	p o t s k l ɛ p o v aː ɲ iː
košile	k o ʃ i l ɛ
leckomu	l ɛ t s k o m u
kabát	k a b aː t
aféra	a f ɛː r a
úsměvně	uː s m ɲ ɛ v ɲ ɛ
postrádáme	p o s t r aː d aː m ɛ
orgánů	o r ɡ aː n uː
udělování	u ɟ ɛ l o v aː ɲ iː
pokut	p o k u t
jelo	j ɛ l o
rozumím	r o z u m iː m
nejrozmanitějším	n ɛ j r o z m a ɲ i c ɛ j ʃ iː m
projevům	p r o j ɛ v uː m
lidského	l i t s k ɛː ɦ o
sdružování	z d r u ʒ o v aː ɲ iː
zájmech	z aː j m ɛ x
cílech	t s iː l ɛ x
názorech	n aː z o r ɛ x
zálibách	z aː l i b aː x
solidaritě	s o l i d a r i c ɛ
bližní	b l i ʒ ɲ iː
samu	s a m u
přirozeném	p r̝ i r o z ɛ n ɛː m
strukturovat	s t r u k t u r o v a t
Způsob	s p uː s o p
potíž	p o c iː ʃ
jakmile	j a k m i l ɛ
vězí	v j ɛ z iː
nemilé	n ɛ m i l ɛː
ztrácí	s t r aː t s iː
nadhled	n a t ɦ l ɛ t
zkratu	s k r a t u
dobrému	d o b r ɛː m u
svědomí	s v j ɛ d o m iː
čisté	t ʃ i s t ɛː
konkrétního	k o ŋ k r ɛː t ɲ iː ɦ o
vyčerpávající	v i t ʃ ɛ r p aː v a j iː t s iː
zprostředkovaně	s p r o s t r̝ ɛ t k o v a ɲ ɛ
plátno	p l aː t n o
centimetrů	t s ɛ n t i m ɛ t r uː
sociologické	s o t s i o l o ɡ i t s k ɛː
vyučených	v i u t ʃ ɛ n iː x
Žádám	ʒ aː d aː m
dolarové	d o l a r o v ɛː
očekávali	o t ʃ ɛ k aː v a l i
vyhrazeno	v i ɦ r a z ɛ n o
akcionářům	a k t s i o n aː r̝ uː m
zahájeno	z a ɦ aː j ɛ n o
výtvarně	v iː t v a r ɲ ɛ
etapy	ɛ t a p i
ceněný	t s ɛ ɲ ɛ n iː
restaurátorskými	r ɛ s t a u r aː t o r s k iː m i
Se	s ɛ
stavebninami	s t a v ɛ b ɲ i n a m i
Obročník	o b r o t ʃ ɲ iː k
objednávkou	o b j ɛ d n aː f k o u
zasmáli	z a s m aː l i
Stát	s t aː t
spočetla	s p o t ʃ ɛ t l a
činžovních	t ʃ i n ʒ o v ɲ iː x
zájemcům	z aː j ɛ m t s uː m
obnovené	o b n o v ɛ n ɛː
končit	k o n t ʃ i t
kaše	k a ʃ ɛ
Chová	x o v aː
uctivě	u t s c i v j ɛ
zdvořile	z d v o r̝ i l ɛ
zdatný	z d a t n iː
tlumočníci	t l u m o t ʃ ɲ iː t s i
překladatelé	p r̝ ɛ k l a d a t ɛ l ɛː
valné	v a l n ɛː
živili	ʒ i v i l i
svobodném	s v o b o d n ɛː m
vyhýbalo	v i ɦ iː b a l o
profesionálů	p r o f ɛ s i o n aː l uː
pověstné	p o v j ɛ s t n ɛː
razítko	r a z iː t k o
PRÁVO	p r aː v o
NENÍ	n ɛ ɲ iː
STRAŠÁK	s t r a ʃ aː k
manka	m a ŋ k a
dopadnout	d o p a d n o u t
objevitelný	o b j ɛ v i t ɛ l n iː
tvor	t v o r
krunýřem	k r u n iː r̝ ɛ m
průhledným	p r uː ɦ l ɛ d n iː m
tělíčkem	c ɛ l iː t ʃ k ɛ m
spoléhat	s p o l ɛː ɦ a t
neobratné	n ɛ o b r a t n ɛː
principiálních	p r i n t s i p i aː l ɲ iː x
pochybné	p o x i b n ɛː
komunikovat	k o m u n i k o v a t
primátor	p r i m aː t o r
doporučujícího	d o p o r u t ʃ u j iː t s iː ɦ o
nepřímé	n ɛ p r̝ iː m ɛː
refinancování	r ɛ f i n a n t s o v aː ɲ iː
krátkodobých	k r aː t k o d o b iː x
klientele	k l i ɛ n t ɛ l ɛ
Máte	m aː t ɛ
stoupne	s t o u p n ɛ
vystaven	v i s t a v ɛ n
publikován	p u b l i k o v aː n
zkoušejí	s k o u ʃ ɛ j iː
nevidomým	n ɛ v i d o m iː m
venkoncem	v ɛ ŋ k o n t s ɛ m
Bylo-	b i l o
Zdeňku	z d ɛ ɲ k u
Blažkovi	b l a ʃ k o v i
nezabrání	n ɛ z a b r aː ɲ iː
doplnit	d o p l̩ ɲ i t
konstatování	k o n s t a t o v aː ɲ iː
nebrání	n ɛ b r aː ɲ iː
napřímení	n a p r̝ iː m ɛ ɲ iː
vynechávají	v i n ɛ x aː v a j iː
prostředníka	p r o s t r̝ ɛ d ɲ iː k a
zajištěn	z a j i ʃ c ɛ n
piďch	p i c x
apetit	a p ɛ c i t
pustily	p u s c i l i
ohromných	o ɦ r o m n iː x
soustech	s o u s t ɛ x
fabriky	f a b r i k i
energii	ɛ n ɛ r ɡ i j i
necelých	n ɛ t s ɛ l iː x
hermy	ɦ ɛ r m i
prodány	p r o d aː n i
reexportováno	r ɛ ɛ k s p o r t o v aː n o
chytré	x i t r ɛː
vystačí	v i s t a t ʃ iː
inteligencí	i n t ɛ l i ɡ ɛ n t s iː
neúspěšní	n ɛ uː s p j ɛ ʃ ɲ iː
spontánností	s p o n t aː n o s c iː
redakčně	r ɛ d a k t ʃ ɲ ɛ
kráceno	k r aː t s ɛ n o
mezititulky	m ɛ z i t i t u l k i
scéně	s t s ɛː ɲ ɛ
probíhal	p r o b iː ɦ a l
komunálních	k o m u n aː l ɲ iː x
vděčná	v ɟ ɛ t ʃ n aː
karta	k a r t a
neplní	n ɛ p l̩ ɲ iː
Prý	p r iː
jídelníčku	j iː d ɛ l ɲ iː t ʃ k u
rozmnožování	r o z m n o ʒ o v aː ɲ iː
letounů	l ɛ t o u n uː
barbarství	b a r b a r s t v iː
nevynikne	n ɛ v i ɲ i k n ɛ
přijmu	p r̝ i j m u
obyvatelstvu	o b i v a t ɛ l s t v u
Všechny	f ʃ ɛ x n i
Kordona	k o r d o n a
výtvarného	v iː t v a r n ɛː ɦ o
pojetí	p o j ɛ c iː
náušnic	n aː u ʃ ɲ i t s
přívěsků	p r̝ iː v j ɛ s k uː
broží	b r o ʒ iː
kravatové	k r a v a t o v ɛː
střetnutí	s t r̝ ɛ t n u c iː
individuálních	i n d i v i d u aː l ɲ iː x
národních	n aː r o d ɲ iː x
prorůstá	p r o r uː s t aː
vymezovat	v i m ɛ z o v a t
větrnými	v j ɛ t r̩ n iː m i
zapomínali	z a p o m iː n a l i
slováci	s l o v aː t s i
národem	n aː r o d ɛ m
lhostejní	l̩ ɦ o s t ɛ ɪ ɲ iː
osudu	o s u d u
připomínku	p r̝ i p o m iː ŋ k u
narozenému	n a r o z ɛ n ɛː m u
mesiáši	m ɛ s i aː ʃ i
povoláni	p o v o l aː ɲ i
pohanských	p o ɦ a n s k iː x
předpokládali	p r̝ ɛ t p o k l aː d a l i
přestěhují	p r̝ ɛ s c ɛ ɦ u j iː
rozlehlých	r o z l ɛ ɦ l iː x
plání	p l aː ɲ iː
fyzických	f i z i t s k iː x
sjednocuje	s j ɛ d n o t s u j ɛ
bezúhonnosti	b ɛ z uː ɦ o n o s c i
statutárního	s t a t u t aː r ɲ iː ɦ o
odstraňující	o t s t r a ɲ u j iː t s iː
Nejpozději	n ɛ ɪ p o z ɟ ɛ j i
Synthesia	s i n t ɦ ɛ s i a
ekologickými	ɛ k o l o ɡ i t s k iː m i
čistou	t ʃ i s t o u
chemičkou	x ɛ m i t ʃ k o u
brücke	b r i t s k ɛ
vystupují	v i s t u p u j iː
působivé	p uː s o b i v ɛː
dřevořezy	d r̝ ɛ v o r̝ ɛ z i
ernsta	ɛ r n s t a
ludwiga	l u d v i ɡ a
kirchnera	k i r x n ɛ r a
excentrické	ɛ k s t s ɛ n t r i t s k ɛː
experimenty	ɛ k s p ɛ r i m ɛ n t i
emila	ɛ m i l a
noldeho	n o l d ɛ ɦ o
draze	d r a z ɛ
adam	a d a m
rozebírat	r o z ɛ b iː r a t
tmavovlasým	t m a v o v l a s iː m
klukem	k l u k ɛ m
nepřítomně	n ɛ p r̝ iː t o m ɲ ɛ
vyvezeno	v i v ɛ z ɛ n o
zpozoroval	s p o z o r o v a l
ostřelovali	o s t r̝ ɛ l o v a l i
pilot	p i l o t
Stuttgartská	s t u d d ɡ a r t s k aː
automobilka	a u t o m o b i l k a
přesune	p r̝ ɛ s u n ɛ
Salcburku	s a l d ʒ b u r k u
Českého	t ʃ ɛ s k ɛː ɦ o
Krumlova	k r u m l o v a
AS	a s
roma	r o m a
aktérem	a k t ɛː r ɛ m
argentinec	a r ɡ ɛ n t i n ɛ t s
claudio	k l a u d i j o
caniggia	t s a ɲ i ɡ ɡ i a
příbytky	p r̝ iː b i t k i
změnily	z m ɲ ɛ ɲ i l i
noclehárny	n o t s l ɛ ɦ aː r n i
stravovny	s t r a v o v n i
oltář	o l t aː r̝
nade	n a d ɛ
rozlévá	r o z l ɛː v aː
namodralé	n a m o d r a l ɛː
rozmělňuje	r o z m ɲ ɛ l ɲ u j ɛ
vědecko	v j ɛ d ɛ t s k o
analytické	a n a l i t i t s k ɛː
tajemní	t a j ɛ m ɲ iː
přinesli	p r̝ i n ɛ s l i
lékařská	l ɛː k a r̝ s k aː
maradony	m a r a d o n i
jasno	j a s n o
maradonova	m a r a d o n o v a
objasněna	o b j a s ɲ ɛ n a
Jednou	j ɛ d n o u
příčin	p r̝ iː t ʃ i n
Krupp	k r u p p
využíváním	v i u ʒ iː v aː ɲ iː m
ukradených	u k r a d ɛ n iː x
zamezil	z a m ɛ z i l
nekradl	n ɛ k r a d l̩
promítají	p r o m iː t a j iː
spotřebitelům	s p o t r̝ ɛ b i t ɛ l uː m
nevytvářeli	n ɛ v i t v aː r̝ ɛ l i
modrého	m o d r ɛː ɦ o
jezdce	j ɛ s t t s ɛ
individuality	i n d i v i d u a l i t i
nesplynuly	n ɛ s p l i n u l i
lukáš	l u k aː ʃ
dítěti	ɟ iː c ɛ c i
položeném	p o l o ʒ ɛ n ɛː m
jeslí	j ɛ s l iː
pastýřích	p a s t iː r̝ iː x
poklonit	p o k l o ɲ i t
anděl	a n ɟ ɛ l
vázanými	v aː z a n iː m i
kriteriem	k r i t ɛ r i ɛ m
způsobilosti	s p uː s o b i l o s c i
předpisem	p r̝ ɛ t p i s ɛ m
nesprávném	n ɛ s p r aː v n ɛː m
adamem	a d a m ɛ m
patřili	p a t r̝ i l i
elitě	ɛ l i c ɛ
Rovensku	r o v ɛ n s k u
brusírna	b r u s iː r n a
Patočky	p a t o t ʃ k i
brousí	b r o u s iː
dovezené	d o v ɛ z ɛ n ɛː
Afriky	a f r i k i
