Word	IPA transcription
weltläufig	v ɛ l t l ɔ ɪ f ɪ ç
diszipliniert	d ɪ s t s ɪ p l iː n iː ʀ t
Säuberung	z ɔ ɪ b ə r ʊ ŋ
vollzogen	f ɔ l t s oː ɡ ə n
formuliertes	f ɔ ʀ m uː l iː ʀ t ə s
kriegerische	k r iː ɡ ə r ɪ ʃ ə
IWC	ɪ f k
vierziger	f iː ʀ t s ɪ ɡ ɛ
Südfrüchte	z ʏ t f r ʏ ç t ə
Unterhaltungselektronik	ʊ n t ɛ h a l t ʊ ŋ s ɛ l ɛ k t ʀ oː n iː k
Kleider	k l a ɪ d ɛ
Baden	b aː d ə n
Vatertag	f aː t ɛ t aː k
volltrunkene	f ɔ l t ʀ ʊ n k ə n ə
Ausflügler	a ʊ s f l ʏ ɡ l ɛ
Einsätze	a ɪ n z ɛ t s ə
1965	a ɪ n t a ʊ z ə n t n ɔ ɪ n h ʊ n d ɛ t f ʏ n f ʊ n t z ɛ ç t s ɪ ç
geheimgehalten	ɡ ə h a ɪ m ɡ eː a l t ə n
Verfassungsgerichtsurteils	f ɛ ʀ f a s ʊ ŋ s ɡ ə r ɪ ç t z ʊ ɐ t a ɪ l s
saudische	z a ʊ d ɪ ʃ ə
Königreich	k øː n ɪ ɡ r a ɪ ç
Eiferer	a ɪ f ə r ɛ
jeglichen	j eː k l ɪ ç ə n
Manifestationen	m a n iː f ɛ s t a t s ɪ oː n ə n
reingehalten	r a ɪ ŋ eː a l t ə n
islamischer	ɪ s l a m ɪ ʃ ɛ
tödliche	t øː t l ɪ ç ə
Belagerung	b ə l a ɡ ə r ʊ ŋ
Rezession	r eː t s ɛ s j oː n
überwunden	yː b ɛ v ʊ n d ə n
verlorenes	f ɛ ʀ l oː r ə n ə s
Mölln	m œ l n
Ähnliches	ɛː n l ɪ ç ə s
zweimal	t s v a ɪ m aː l
ambulanten	a m b uː l a n t ə n
Pflegedienst	p f l eː ɡ eː d iː n s t
versorgt	f ɛ ʀ z ɔ ʀ k t
Generalermächtigung	ɡ eː n ɛ r a l ɛ m ɛ ç t ɪ ɡ ʊ ŋ
Stellvertreterin	ʃ t ɛ l f ɛ t ʀ eː t ə r ɪ n
Anke	a ŋ k ə
Ärztetag	ɛ ʀ t s t eː t aː k
Teilnahme	t a ɪ l n aː m ə
Nachweis	n a x v a ɪ s
überprüfbar	yː b ɛ p r yː f b aː ʀ
Ausbruch	a ʊ s b r ʊ x
seltsame	z ɛ l t z aː m ə
Freundschaften	f r ɔ ɪ n t ʃ a f t ə n
Parteiapparates	p a ʀ t a ɪ a p a r aː t ə s
Vermittleren	f ɛ ʀ m ɪ t l ə r ə n
plötzlicher	p l œ t s l ɪ ç ɛ
Reichtum	r a ɪ ç t uː m
Verdächtigungen	f ɛ ʀ d ɛ ç t ɪ ɡ ʊ ŋ ə n
Innenpolitiker	ɪ n ə n p oː l iː t iː k ɛ
Kissingen	k ɪ s ɪ ŋ ə n
Ministerialzulage	m iː n ɪ s t eː r iː a l t s uː l aː ɡ ə
ruhegehaltsfähig	r uː eː ɡ eː a l t s f ɛː ɪ ç
unüberwindlichen	ʊ n yː b ɛ v ɪ n t l ɪ ç ə n
Widerwillens	v iː d ɛ v ɪ l ə n s
Kohls	k oː l s
Rettungsdienstes	r ɛ t ʊ ŋ s d iː n s t ə s
Wartenden	v a ʀ t ə n d ə n
gereicht	ɡ ə r a ɪ ç t
Kollaboration	k ɔ l a b oː r a t s ɪ oː n
Rätsch	r ɛ t ʃ
Volksgerichtshofs	f ɔ l k s ɡ eː r ɪ ç t s h oː f s
herangezogen	h ɛ r a n ɡ ə t s oː ɡ ə n
besitzt	b ə z ɪ t s t
ansehnliche	a n z eː n l ɪ ç ə
Verteidigungsmacht	f ɛ ʀ t a ɪ d ɪ ɡ ʊ ŋ s m a x t
Werbeagenturen	v ɛ ʀ b eː a ɡ ə n t uː r ə n
exklusiv	ɛ k s k l uː z iː f
ZDF	t s ɛ t d eː ɛ f
regionale	r eː ɡ ɪ oː n aː l ə
Werbekunden	v ɛ ʀ b eː k ʊ n d ə n
betreuen	b ə t ʀ ɔ ɪ ə n
grenznahen	ɡ r ɛ n t s n aː ə n
Nahtstellen	n aː t ʃ t ɛ l ə n
vorsehen	f oː ʀ z eː ə n
Erwin	ɛ ʀ v iː n
Glasplättchen	ɡ l a s p l ɛ t ç ə n
Gansel	ɡ a n z ə l
Wahlkreis	v aː l k r a ɪ s
ausgeschiedene	a ʊ s ɡ ə ʃ iː d ə n ə
DDR-Bürgerrechtler	d eː d eː ɛ ʀ b ʏ ʀ ɡ ɛ r ɛ ç t l ɛ
Reich	r a ɪ ç
wahrt	v aː ʀ t
unterliegen	ʊ n t ɛ l iː ɡ ə n
abgeführt	a p ɡ ə f yː ʀ t
Landverbindung	l a n t f ɛ ʀ b ɪ n d ʊ ŋ
fünfte	f ʏ n f t ə
Tatverdächtiger	t a t f ɛ d ɛ ç t ɪ ɡ ɛ
wahrzunehmen	v aː ʀ t s uː n eː m ə n
verfolgte	f ɛ ʀ f ɔ l k t ə
Illegalität	ɪ l eː ɡ aː l iː t ɛː t
gedrängt	ɡ ə d r ɛ ŋ t
Asylrechts	a z ʏ l r ɛ ç t s
schmälern	ʃ m ɛː l ɛ n
Gräberfeld	ɡ r ɛː b ɛ f ɛ l t
Altersrente	a l t ɛ s r ɛ n t ə
Kokain	k oː k a ɪ n
gepreßt	ɡ ə p r ɛ s t
Kautschuk	k a ʊ t ʃ uː k
befestigt	b ə f ɛ s t ɪ ç t
Verkehrspolitik	f ɛ ʀ k eː ʀ s p oː l iː t iː k
zerbricht	t s ɛ ʀ b r ɪ ç t
Betonblumenkübeln	b ə t ɔ n b l uː m ɛ n k yː b ə l n
unbeachteten	ʊ n b ə a x t ə t ə n
Tempo-Dreißig-Zonen	t ɛ m p oː d r a ɪ s ɪ ç t s oː n ə n
Fähre	f ɛː r ə
Lastkraftwagen	l a s t k r a f t v aː ɡ ə n
Eisenbahnwaggons	a ɪ z ə n b aː n v a ɡ oː n s
beladen	b ə l aː d ə n
Eile	a ɪ l ə
Verfassungsrichterwahlen	f ɛ ʀ f a s ʊ ŋ s r ɪ ç t ɛ v aː l ə n
Richteramt	r ɪ ç t eː r a m t
unbedingt	ʊ n b ə d ɪ ŋ t
vorbereitet	f oː ʀ b ə r a ɪ t ə t
fundamentalistischer	f ʊ n d a m ɛ n t a l ɪ s t ɪ ʃ ɛ
behaupten	b ə h a ʊ p t ə n
schwerfälligere	ʃ v eː ʀ f ɛ l ɪ ɡ ə r ə
Bürokratie	b yː r ɔ k r a t iː
gerufen	ɡ ə r uː f ə n
Papierberge	p a p iː ʀ b ɛ ɡ ə
unverständlichem	ʊ n f ɛ ʀ ʃ t ɛ n t l ɪ ç ə m
Jargon	j a ʀ ɡ oː n
produziere	p r oː d uː t s iː r ə
Kapazität	k a p aː t s iː t ɛː t
schätzt	ʃ ɛ t s t
Bernhardt	b ɛ ʀ n h a ʀ t
geboren	ɡ ə b oː r ə n
Kälte	k ɛ l t ə
raffen	r a f ə n
Dutzende	d ʊ t s ə n d ə
Harzburg	h a ʀ t s b ʊ ɐ k
Kampffront	k a m p f r ɔ n t
gebildet	ɡ ə b ɪ l d ə t
Kundgebung	k ʊ n d ɡ eː b ʊ ŋ
veranstaltet	f ɛ r a n ʃ t a l t ə t
Verletzte	f ɛ ʀ l ɛ t s t ə
seiten	z a ɪ t ə n
Sekte	z ɛ k t ə
schwanken	ʃ v a ŋ k ə n
insistieren	ɪ n z ɪ s t iː r ə n
Geschäftspartner	ɡ ə ʃ ɛ f t s p a ʀ t n ɛ
althergebrachten	a l t ɛ ɡ ɛ b r a x t ə n
afrikanischen	a f r iː k a n ɪ ʃ ə n
Landanbau	l a n d a n b a ʊ
Vogels	f oː ɡ ə l s
autokratisch	a ʊ t ɔ k r aː t ɪ ʃ
empfundener	ɛ m p f ʊ n d ə n ɛ
Führungsstil	f yː r ʊ ŋ s ʃ t iː l
Ölimporte	øː l ɪ m p ɔ ʀ t ə
vielbefahrene	f iː l b ə f aː r ə n ə
Malakka	m a l a k aː
transportiert	t ʀ a n s p ɔ ʀ t iː ʀ t
ungewisser	ʊ n ɡ ə v ɪ s ɛ
Sanktionen	z a ŋ k t s ɪ oː n ə n
bezichtigt	b ə t s ɪ ç t ɪ ç t
Meistbegünstigung	m a ɪ s t b eː ɡ ʏ n s t ɪ ɡ ʊ ŋ
Selbstdarstellung	z ɛ l p s t d a ʀ ʃ t ɛ l ʊ ŋ
westlicher	v ɛ s t l ɪ ç ɛ
Leipziger	l a ɪ p t s ɪ ɡ ɛ
Messe	m ɛ s ə
genutzt	ɡ ə n ʊ t s t
monieren	m oː n iː r ə n
Entscheidungskompetenzen	ɛ n t ʃ a ɪ d ʊ ŋ s k ɔ m p eː t ɛ n t s ə n
angemaßt	a n ɡ ə m a s t
zustünden	t s uː ʃ t ʏ n d ə n
Dreiviertelmehrheit	d r a ɪ v iː ʀ t ɛ l m eː ʀ h a ɪ t
Fangmoratoriums	f a ŋ m oː r a t oː r iː ʊ m s
Zwischenbericht	t s v ɪ ʃ ə n b ə r ɪ ç t
Quoten	k v oː t ə n
Einschnitte	a ɪ n ʃ n ɪ t ə
föderalen	f øː d eː r aː l ə n
Konsolidierungsprogramm	k ɔ n z oː l iː d iː r ʊ ŋ s p r ɔ ɡ r a m
Verkleinerung	f ɛ ʀ k l a ɪ n ə r ʊ ŋ
DGB-Vorstandes	d eː ɡ eː b eː f oː ʀ ʃ t a n d ə s
mysteriöser	m ʏ s t eː r iː øː z ɛ
Überfälle	yː b ɛ f ɛ l ə
Stiftungsrat	ʃ t ɪ f t ʊ ŋ s r aː t
Jury	j uː r iː
bezichtigte	b ə t s ɪ ç t ɪ ç t ə
mocambiquanischen	m oː k a m b iː k v a n ɪ ʃ ə n
Chissano	ç ɪ s aː n oː
weigere	v a ɪ ɡ ə r ə
Truppenstatut	t ʀ ʊ p ə n s t a t uː t
Linke	l ɪ ŋ k ə
versöhnt	f ɛ ʀ z øː n t
propagandistische	p r oː p a ɡ a n d ɪ s t ɪ ʃ ə
begeben	b ə ɡ eː b ə n
Grundlagen	ɡ r ʊ n d l aː ɡ ə n
Terrorattacken	t ɛ r oː r a t a k ə n
Kambodschas	k a m b ɔ t ʃ aː s
nachhaltig	n a x h a l t ɪ ç
stören	ʃ t øː r ə n
destabilisieren	d ɛ s t a b iː l iː z iː r ə n
Regierungsparteien	r eː ɡ iː r ʊ ŋ s p a ʀ t a ɪ ə n
gefürchtet	ɡ ə f ʏ ʀ ç t ə t
angesehen	a n ɡ ə z eː ə n
hingewiesen	h ɪ n ɡ ə v iː z ə n
Zukunftschancen	t s uː k ʊ n f t ʃ a n k ə n
verspielen	f ɛ ʀ ʃ p iː l ə n
denkbare	d ɛ ŋ k b aː r ə
Beseitigung	b ə z a ɪ t ɪ ɡ ʊ ŋ
Naziherrschaft	n a t s iː ɛ ʀ ʃ a f t
Landrat	l a n t ʀ aː t
Kreisstadt	k r a ɪ s ʃ t a t
Homburg	h ɔ m b ʊ ɐ k
kommunalen	k ɔ m uː n aː l ə n
Führungsämter	f yː r ʊ ŋ s ɛ m t ɛ
Jugendstrafkammer	j uː ɡ ə n t s t ʀ a f k a m ɛ
Landgerichtes	l a n t ɡ ə r ɪ ç t ə s
Haftstrafen	h a f t s t ʀ aː f ə n
Würde	v ʏ ʀ d ə
Gerichte	ɡ ə r ɪ ç t ə
Strecke	ʃ t ʀ ɛ k ə
Stacheldraht	ʃ t a x ə l d r aː t
Aufstiegsspiel	a ʊ f ʃ t iː k s p iː l
Eishockey-Bundesliga	a ɪ s h ɔ k eː b ʊ n d ə s l ɪ ɡ aː
ERSC	ɛ ʀ s k
8:2	a x t t s v a ɪ
EV	eː f
Landsberg	l a n t s b ɛ ʀ k
Rückspiel	r ʏ k ʃ p iː l
Toren	t oː r ə n
echtes	ɛ ç t ə s
unbemerkt	ʊ n b ə m ɛ ʀ k t
Falschgeld	f a l ʃ ɡ ɛ l t
austauschten	a ʊ s t a ʊ ʃ t ə n
anzustellen	a n t s uː ʃ t ɛ l ə n
unerklärlich	ʊ n ɛ ʀ k l ɛː ʀ l ɪ ç
Gefängnistor	ɡ ə f ɛ ŋ n ɪ s t oː ʀ
ließen	l iː s ə n
flüchteten	f l ʏ ç t ə t ə n
Zionistische	t s ɪ oː n ɪ s t ɪ ʃ ə
ungeheurer	ʊ n ɡ ə h ɔ ɪ r ɛ
Zerstörungskraft	t s ɛ ʀ ʃ t øː r ʊ ŋ s k r a f t
Eishockey-Weltmeisterschaft	a ɪ s h ɔ k eː v ɛ l t m a ɪ s t ɛ ʃ a f t
Viertelfinale	f iː ʀ t ə l f iː n aː l ə
ausgeschieden	a ʊ s ɡ ə ʃ iː d ə n
Staatsmann	ʃ t aː t s m a n
Luo	l uː oː
Kikuyu	k iː k uː j uː
Ministern	m iː n ɪ s t ɛ n
entgegenwirken	ɛ n t ɡ eː ɡ ə n v ɪ ʀ k ə n
nördlichen	n œ ʀ t l ɪ ç ə n
abzeichnende	a p t s a ɪ ç n ə n d ə
Erweiterungsrunde	ɛ ʀ v a ɪ t ɛ ʊ n k s r ʊ n d ə
wertvollsten	v ɛ ʀ t f ɔ l s t ə n
Stücke	ʃ t ʏ k ə
Kunstdiebstahl	k ʊ n s t d iː p ʃ t aː l
sichergestellt	z ɪ ç ɛ ɡ ɛ ʃ t ɛ l t
registrierte	r eː ɡ ɪ s t ʀ iː ʀ t ə
Schwerverletzten	ʃ v eː ʀ f ɛ l ɛ t s t ə n
Inkatha-Freiheitspartei	ɪ n k a t h aː f r a ɪ h a ɪ t s p a ʀ t a ɪ
herum	h ɛ r ʊ m
Ergebnissen	ɛ ʀ ɡ eː b n ɪ s ə n
Ärzte	ɛ ʀ t s t ə
Nischni	n ɪ ʃ n iː
Nowgorod	n ɔ v ɡ oː r oː t
bewaffnen	b ə v a f n ə n
weiterzuführen	v a ɪ t ɛ t s uː f yː r ə n
Voraussetzungen	f oː r a ʊ s z ɛ t s ʊ ŋ ə n
Neuaufbau	n ɔ ɪ a ʊ f b a ʊ
Flut	f l uː t
Briefen	b r iː f ə n
beschwören	b ə ʃ v øː r ə n
begeisterten	b ə ɡ a ɪ s t ɛ t ə n
Fans	f aː n s
geradezu	ɡ ə r a d eː t s uː
Veranstaltung	f ɛ r a n ʃ t a l t ʊ ŋ
Bergbau	b ɛ ʀ ɡ b a ʊ
ausscheidenden	a ʊ s ʃ a ɪ d ə n d ə n
Arbeitskräfte	a ʀ b a ɪ t s k r ɛ f t ə
christlicher	k r ɪ s t l ɪ ç ɛ
Nächstenliebe	n ɛ ç s t ə n l iː b ə
barmherziger	b a ʀ m h ɛ t s ɪ ɡ ɛ
moralischem	m oː r a l ɪ ʃ ə m
voraus	f oː r a ʊ s
eigenes	a ɪ ɡ ə n ə s
Dach	d a x
überm	yː b ɛ m
schwierigste	ʃ v iː r ɪ ç s t ə
Äußerung	ɔ ɪ s ə r ʊ ŋ
flüchtig	f l ʏ ç t ɪ ç
Bezirksanwalt	b ə t s ɪ ʀ k z a n v a l t
Spielen	ʃ p iː l ə n
rund	r ʊ n t
Becken	b ɛ k ə n
Springbrunnens	ʃ p r ɪ ŋ b r ʊ n ə n s
Realschule	r eː a l ʃ uː l ə
schrittweise	ʃ r ɪ t v a ɪ z ə
übergab	yː b ɛ ɡ aː p
fünfzig	f ʏ n f t s ɪ ç
inhaftierten	ɪ n h a f t iː ʀ t ə n
SPD-Mitgliedern	ɛ s p eː d eː m ɪ t ɡ l iː d ɛ n
verknüpfte	f ɛ ʀ k n ʏ p f t ə
Bemerkungen	b ə m ɛ ʀ k ʊ ŋ ə n
Vergehen	f ɛ ʀ ɡ eː ə n
Kriminalpolizei	k r iː m iː n a l p oː l iː t s a ɪ
unterhält	ʊ n t ɛ h ɛ l t
türkisches	t ʏ ʀ k ɪ ʃ ə s
Sofia	z oː f iː aː
Belastung	b ə l a s t ʊ ŋ
Bundesverfassungsgerichts	b ʊ n d ə s f ɛ f a s ʊ ŋ s ɡ ə r ɪ ç t s
Senkung	z ɛ n k ʊ ŋ
erregte	ɛ ʀ r eː k t ə
herausstellt	h ɛ r a ʊ s ʃ t ɛ l t
Berg	b ɛ ʀ k
Radio	r a d ɪ oː
Riesenhuber	r iː z ə n h uː b ɛ
verbreitetem	f ɛ ʀ b r a ɪ t ə t ə m
irakische	iː r a k ɪ ʃ ə
Geheimdienstchef	ɡ ə h a ɪ m d iː n s t ʃ ɛ f
dessenungeachtet	d ɛ s ə n ʊ ŋ eː a x t ə t
Vergeltungsschläge	f ɛ ʀ ɡ ɛ l t ʊ ŋ s ç l ɛː ɡ ə
Einrichtungen	a ɪ n r ɪ ç t ʊ ŋ ə n
gewaltsamen	ɡ ə v a l t z aː m ə n
Beendigung	b ə ɛ n d ɪ ɡ ʊ ŋ
Sektendramas	z ɛ k t ə n d r a m aː s
Waco	v aː k oː
Gerichtsmediziners	ɡ ə r ɪ ç t s m eː d iː t s iː n ɛ s
eingeholt	a ɪ n ɡ ə h ɔ l t
Repräsentantenhaus	r ɛ p r ɛː z ɛ n t a n t ɛ n h a ʊ s
Kalifornien	k a l iː f ɔ ʀ n ɪ ə n
Identität	iː d ɛ n t iː t ɛː t
industriellen	ɪ n d ʊ s t ʀ ɪ ɛ l ə n
Verwendungszweck	f ɛ ʀ v ɛ n d ʊ ŋ s t s v ɛ k
Chemikalie	ç eː m iː k a l iː
angegeben	a n ɡ ə ɡ eː b ə n
Tür	t yː ʀ
vorbeigingen	f oː ʀ b a ɪ ɡ ɪ ŋ ə n
ertönte	ɛ ʀ t œ n t ə
langgezogenes	l a ŋ ɡ ə t s oː ɡ ə n ə s
klägliches	k l ɛː k l ɪ ç ə s
heulen	h ɔ ɪ l ə n
Salut	z a l uː t
briefliche	b r iː f l ɪ ç ə
Abstimmungen	a p ʃ t ɪ m ʊ ŋ ə n
traf	t ʀ aː f
Schock	ʃ ɔ k
Gasträume	ɡ a s t ʀ ɔ ɪ m ə
Mitleidenschaft	m ɪ t l a ɪ d ə n ʃ a f t
Rechtskraft	r ɛ ç t s k r a f t
ausgeführt	a ʊ s ɡ ə f yː ʀ t
Unordnung	ʊ n ɔ ʀ d n ʊ ŋ
geratenen	ɡ ə r a t ə n ə n
Puppenstube	p ʊ p ə n s t uː b ə
Lastwagenfahrer	l a s t v a ɡ ɛ n f aː r ɛ
behauptete	b ə h a ʊ p t ə t ə
Talukdar	t a l ʊ k d aː ʀ
selbstgebastelten	z ɛ l p s t ɡ ə b a s t ə l t ə n
schützen	ʃ ʏ t s ə n
imstande	ɪ m s t a n d ə
Toleranz	t oː l eː r a n t s
längere	l ɛ ŋ ə r ə
Mittelbau	m ɪ t ə l b a ʊ
Unzufriedenheit	ʊ n t s uː f r iː d ə n h a ɪ t
Arbeitsverträge	a ʀ b a ɪ t s f ɛ t ʀ ɛː ɡ ə
Vollendung	f ɔ l ɛ n d ʊ ŋ
Binnenmarktes	b ɪ n ə n m a ʀ k t ə s
Personenkreis	p ɛ ʀ z oː n ə n k r a ɪ s
Berufsfreiheit	b ə r ʊ f s f r a ɪ h a ɪ t
Freizügigkeit	f r a ɪ t s yː ɡ ɪ ç k a ɪ t
Heuchelei	h ɔ ɪ ç ə l a ɪ
ausländerfeindlichen	a ʊ s l ɛ n d ɛ f a ɪ n t l ɪ ç ə n
relativiert	r eː l a t iː v iː ʀ t
Sudetendeutschen	z uː d eː t ɛ n d ɔ ɪ t ʃ ə n
vertrete	f ɛ ʀ t ʀ eː t ə
Ehrenplatz	eː r ə n p l a t s
Chamberlains	ʃ a m b ɛ l a ɪ n s
Daladiers	d a l a d iː ʀ s
zuweisen	t s uː v a ɪ z ə n
Reisebus	r a ɪ z eː b ʊ s
Rauschgiftfahnder	r a ʊ ʃ ɡ ɪ f t f aː n d ɛ
Unterschleißheim	ʊ n t ɛ ʃ l a ɪ s h a ɪ m
Haschischbesitzes	h a ʃ ɪ ʃ b eː z ɪ t s ə s
Unglücks	ʊ n ɡ l ʏ k s
klares	k l aː r ə s
entsteht	ɛ n t ʃ t eː t
monopolistischer	m oː n oː p oː l ɪ s t ɪ ʃ ɛ
Unternehmens-Zusammenschluß	ʊ n t ɛ n eː m ə n s t s uː z a m ə n ʃ l uː s
Krankenversicherer	k r a n k ə n f ɛ ʀ z ɪ ç ə r ɛ
einbezieht	a ɪ n b ə t s iː t
fragmentiert	f r a ɡ m ə n t iː ʀ t
segmentiert	z ɛ ɡ m ə n t iː ʀ t
zerfallen	t s ɛ ʀ f a l ə n
Bundeswehr-Generalinspekteur	b ʊ n d ə s v eː ʀ ɡ eː n ɛ r a l ɪ n s p ɛ k t øː ʀ
benutzten	b ə n ʊ t s t ə n
Blutspuren	b l ʊ t s p uː r ə n
Patrouillen	p a t ʀ uː ɪ l ə n
Sturm	ʃ t ʊ ɐ m
Wache	v a x ə
Guerrilla	ɡ uː ɛ r ɪ l aː
Touristenhauptstadt	t uː r ɪ s t ɛ n h a ʊ p t s t a t
Rio	r ɪ oː
de	d eː
Janeiro	j a n a ɪ r oː
Erkrankungen	ɛ ʀ k r a n k ʊ ŋ ə n
Fehlhammer	f eː l h a m ɛ
Aufklärung	a ʊ f k l ɛː r ʊ ŋ
humanitären	h uː m a n iː t ɛː r ə n
Bothe	b ɔ t ə
Bundespost	b ʊ n d ə s p ɔ s t
Postdienst	p ɔ s t d iː n s t
gültige	ɡ ʏ l t ɪ ɡ ə
Postleitzahlen	p ɔ s t l a ɪ t s aː l ə n
ändert	ɛ n d ɛ t
geschiedenen	ɡ ə ʃ iː d ə n ə n
weitem	v a ɪ t ə m
militant	m iː l iː t a n t
Wortwahl	v ɔ ʀ t v aː l
Diskothek	d ɪ s k ɔ t h eː k
Wilthen	v ɪ l t ə n
RAF-Umfeld	ɛ r aː ɛ f ʊ m f ɛ l t
ausgebürgerte	a ʊ s ɡ ə b ʏ ʀ ɡ ɛ t ə
einreisen	a ɪ n r a ɪ z ə n
integraler	ɪ n t ɛ ɡ r aː l ɛ
UN-Systems	uː ɛ n z ʏ s t eː m s
Längsschnittforschung	l ɛ ŋ s ç n ɪ t f ɔ ʀ ʃ ʊ ŋ
erstreckte	ɛ ʀ ʃ t ʀ ɛ k t ə
Jahrgänge	j aː ʀ ɡ ɛ ŋ ə
Ausbildungseinrichtungen	a ʊ s b ɪ l d ʊ ŋ s a ɪ n r ɪ ç t ʊ ŋ ə n
erfaßte	ɛ ʀ f a s t ə
Rivalität	r iː v aː l iː t ɛː t
trüben	t ʀ yː b ə n
Konflikte	k ɔ n f l ɪ k t ə
gezeichneten	ɡ ə t s a ɪ ç n ə t ə n
erkennbar	ɛ ʀ k ɛ n b aː ʀ
Mißbräuche	m ɪ s b r ɔ ɪ ç ə
steuerlichen	ʃ t ɔ ɪ ɛ l ɪ ç ə n
Absetzung	a p z ɛ t s ʊ ŋ
Bewirtungsspesen	b ə v ɪ ʀ t ʊ ŋ s p eː z ə n
verhindert	f ɛ ʀ h ɪ n d ɛ t
erinnerte	ɛ ʀ ɪ n ɛ t ə
Erklärungen	ɛ ʀ k l ɛː r ʊ ŋ ə n
solches	z ɔ l ç ə s
Staatsziel	ʃ t aː t s t s iː l
Meteoriteneinschläge	m eː t eː oː r iː t ɛ n a ɪ n ʃ l ɛː ɡ ə
1878	a ɪ n t a ʊ z ə n t a x t h ʊ n d ɛ t a x t ʊ n t z iː p t s ɪ ç
1951	a ɪ n t a ʊ z ə n t n ɔ ɪ n h ʊ n d ɛ t a ɪ n ʊ n t f ʏ n f t s ɪ ç
verbundenen	f ɛ ʀ b ʊ n d ə n ə n
Gesetzentwürfe	ɡ ə z ɛ t s ə n t v ʏ ʀ f ə
Bürgerschaft	b ʏ ʀ ɡ ɛ ʃ a f t
zugeleitet	t s uː ɡ ə l a ɪ t ə t
fahrenden	f aː r ə n d ə n
gestürzt	ɡ ə ʃ t ʏ ʀ t s t
EG-Binnenmarkt	eː ɡ eː b ɪ n ə n m a ʀ k t
schlechtesten	ʃ l ɛ ç t ə s t ə n
Rußlandhilfe	r ʊ s l a n t h ɪ l f ə
Garten	ɡ a ʀ t ə n
pessimistisch	p ɛ s iː m ɪ s t ɪ ʃ
Haftrichter	h a f t ʀ ɪ ç t ɛ
vorgeführt	f oː ʀ ɡ ə f yː ʀ t
Anerkennungsquote	a n ɛ ʀ k ɛ n ʊ ŋ s k v oː t ə
abgeschlossenen	a p ɡ ə ʃ l ɔ s ə n ə n
Wetteramt	v ɛ t eː r a m t
erfuhren	ɛ ʀ f uː r ə n
auswärtige	a ʊ s v ɛ ʀ t ɪ ɡ ə
Marx-Engels-Platz	m a ʀ k s ɛ ŋ ə l s p l a t s
Zentrum	t s ɛ n t ʀ ʊ m
einschätzen	a ɪ n ʃ ɛ t s ə n
älteste	ɛ l t ə s t ə
Nachbar	n aː x b aː ʀ
Musiker	m uː z iː k ɛ
Flüche	f l ʏ ç ə
beängstigend	b ə ɛ ŋ s t ɪ ɡ ə n t
aufrufen	a ʊ f r uː f ə n
HBV-Vorsitzende	h aː b eː f a ʊ f oː ʀ z ɪ t s ə n d ə
Schwegler	ʃ v ɛ ɡ l ɛ
Dorf	d ɔ ʀ f
Kirchenfenster	k ɪ ʀ ç ə n f ə n s t ɛ
Zagreb	t s a ɡ r eː p
jemals	j eː m aː l s
Hilfsflüge	h ɪ l f s f l yː ɡ ə
Panikreaktion	p a n ɪ k r eː a k t s ɪ oː n
autistischen	a ʊ t ɪ s t ɪ ʃ ə n
Breuers	b r ɔ ɪ ɛ s
SPD-Abgeordneten	ɛ s p eː d eː a p ɡ ə ɔ ʀ d n ə t ə n
Parteifreund	p a ʀ t a ɪ f r ɔ ɪ n t
Lamers	l a m ɛ s
kroatisches	k r oː aː t ɪ ʃ ə s
Staatsgebiet	ʃ t aː t s ɡ eː b iː t
Blauhelm-Einsätzen	b l a ʊ h ɛ l m a ɪ n z ɛ t s ə n
zuzustimmen	t s uː t s uː ʃ t ɪ m ə n
Mack	m a k
weisen	v a ɪ z ə n
Einschüsse	a ɪ n ʃ ʏ s ə
Wählerstimmen	v ɛː l ɛ s t ɪ m ə n
Ungleichheit	ʊ n ɡ l a ɪ ç h a ɪ t
abdingbare	a p d ɪ ŋ b aː r ə
Unterschiede	ʊ n t ɛ ʃ iː d ə
entbrannt	ɛ n t b r a n t
Bahai	b aː a ɪ
Sprung	ʃ p r ʊ ŋ
Private	p r iː v aː t ə
Gewaltszenen	ɡ ə v a l t s t s ə n ə n
Zigeuner	t s iː ɡ ɔ ɪ n ɛ
Asyl	a z yː l
Dimensionen	d iː m ɛ n z j oː n ə n
Herausforderung	h ɛ r a ʊ s f ɔ ʀ d ə r ʊ ŋ
verkannt	f ɛ ʀ k a n t
angeblichen	a n ɡ ə b l ɪ ç ə n
plünderten	p l ʏ n d ɛ t ə n
zusammengekniffenen	t s uː z a m ə n ɡ ə k n ɪ f ə n ə n
Lippen	l ɪ p ə n
zusammengefalteten	t s uː z a m ə n ɡ ə f a l t ə t ə n
vorn	f ɔ ʀ n
Geißler	ɡ a ɪ s l ɛ
Ausgang	a ʊ s ɡ a ŋ
Verordnungen	f ɛ ʀ ɔ ʀ d n ʊ ŋ ə n
genaueren	ɡ ə n a ʊ ə r ə n
unterzogen	ʊ n t ɛ t s oː ɡ ə n
geübt	ɡ ə yː p t
defensive	d eː f ɛ n z iː v ə
Judo	j uː d oː
Karategriffe	k a r a t ɛ ɡ r ɪ f ə
Kampfsportarten	k a m p f s p ɔ ʀ t a ʀ t ə n
arbeitslos	a ʀ b a ɪ t s l oː s
beruflicher	b ə r uː f l ɪ ç ɛ
Fortbildung	f ɔ ʀ t b ɪ l d ʊ ŋ
