Word	IPA transcription
lymphocytes	l ɛ̃ f ɔ s i t
osent	o z
intimes	ɛ̃ t i m
alliées	a l j e
garderont	ɡ a ʁ d ə ʁ ɔ̃
intacte	ɛ̃ t a k t
nazis	n a z i
communistes	k ɔ m y n i s t
encadrer	ɑ̃ k a d ʁ e
ouvrière	u v ʁ i ɛ ʁ
l'intérêt	l ɛ̃ t e ʁ ɛ
examinée	ɛ ɡ z a m i n e
candidatures	k ɑ̃ d i d a t y ʁ
facilitera	f a s i l i t ʁ a
contraction	k ɔ̃ t ʁ a k s j ɔ̃
froissement	f ʁ w a s m ɑ̃
pluridisciplinaires	p l y ʁ i d i s i p l i n ɛ ʁ
désireux	d e z i ʁ ø
s'opérant	s ɔ p e ʁ ɑ̃
Présenter	p ʁ e z ɑ̃ t e
binaires	b i n ɛ ʁ
tendue	t ɑ̃ d y
hétéroclite	e t e ʁ ɔ k l i t
échouer	e ʃ u e
alternent	a l t ɛ ʁ n
modérateur	m ɔ d e ʁ a t œ ʁ
journalier	ʒ u ʁ n a l j e
denses	d ɑ̃ s
caisses	k ɛ s
royales	ʁ w a j a l
exposent	ɛ k s p o z
trouvons	t ʁ u v ɔ̃
l'explicitation	l ɛ k s p l i s i t a s j ɔ̃
intuitif	ɛ̃ t y i t i f
euclidien	ø k l i d j ɛ̃
admirer	a d m i ʁ e
magnifique	m a ɲ i f i k
brillance	b ʁ i j ɑ̃ s
informent	ɛ̃ f ɔ ʁ m
hygiène	i ʒ j ɛ n
styles	s t i l
l'illusion	l i l y z j ɔ̃
oval	ɔ v a l
parfais	p a ʁ f ɛ
classifier	k l a s i f j e
l'effacement	l e f a s m ɑ̃
intérieurement	ɛ̃ t e ʁ j ø ʁ m ɑ̃
d'opérateurs	d ɔ p e ʁ a t œ ʁ
déclenche	d e k l ɑ̃ ʃ
d'amplification	d ɑ̃ p l i f i k a s j ɔ̃
planches	p l ɑ̃ ʃ
combinées	k ɔ̃ b i n e
légendes	l e ʒ ɑ̃ d
sous-classe	s u k l a s
préfigure	p ʁ e f i ɡ y ʁ
renaissance	ʁ ə n ɛ s ɑ̃ s
logis	l ɔ ʒ i
construit	k ɔ̃ s t ʁ y i
muraille	m y ʁ a j
gallo-romaine	ɡ a l o ʁ ɔ m ɛ n
émergent	e m ɛ ʁ ʒ
exiger	ɛ ɡ z i ʒ e
descriptif	d ɛ s k ʁ i p t i f
loueur	l u œ ʁ
ascenseur	a s ɑ̃ s œ ʁ
essences	e s ɑ̃ s
légumineuses	l e ɡ y m i n ø z
l'azote	l a z ɔ t
atmosphérique	a t m ɔ s f e ʁ i k
symbiotique	s ɛ̃ b j ɔ t i k
d'avantage	d a v ɑ̃ t a ʒ
progestérone	p ʁ ɔ ʒ ɛ s t e ʁ ɔ n
stimule	s t i m y l
sécrétoire	s e k ʁ e t w a ʁ
muqueuse	m y k ø z
l'endomètre	l ɑ̃ d ɔ m ɛ t ʁ
mérites	m e ʁ i t
contre-exemple	k ɔ̃ t ʁ ɛ ɡ z ɑ̃ p l
recteur	ʁ ɛ k t œ ʁ
lymphoïde	l ɛ̃ f ɔ i d
iléo-caecal	i l e o k a ɛ k a l
maximale	m a k s i m a l
l'invagination	l ɛ̃ v a ʒ i n a s j ɔ̃
nourrisson	n u ʁ i s ɔ̃
alentours	a l ɑ̃ t u ʁ
diffusent	d i f y z
Se	s ə
revenir	ʁ ə v n i ʁ
Appel	a p ɛ l
enseignante	ɑ̃ s ɛ n j ɑ̃ t
allègre	a l ɛ ɡ ʁ
granulométrie	ɡ ʁ a n y l ɔ m e t ʁ i
réducteur	ʁ e d y k t œ ʁ
neuropsychologie	n ø ʁ o p s i k ɔ l ɔ ʒ i
neurolinguistique	n ø ʁ o l ɛ̃ ɡ y i s t i k
degrés	d ə ɡ ʁ e
multilatérales	m y l t i l a t e ʁ a l
contractant	k ɔ̃ t ʁ a k t ɑ̃
sous-jacentes	s u ʒ a s ɑ̃ t
nourrissaient	n u ʁ i s ɛ
nutritifs	n y t ʁ i t i f
l'indemnisation	l ɛ̃ d ɛ m n i z a s j ɔ̃
priseurs	p ʁ i z œ ʁ
s'analyser	s a n a l i z e
enveloppe	ɑ̃ v l ɔ p
prévisionnelle	p ʁ e v i z j ɔ n ɛ l
revendications	ʁ ə v ɑ̃ d i k a s j ɔ̃
réservant	ʁ e z ɛ ʁ v ɑ̃
envahissement	ɑ̃ v a i s m ɑ̃
tumoral	t y m ɔ ʁ a l
massif	m a s i f
irradient	i ʁ a d i
engendrent	ɑ̃ ʒ ɑ̃ d ʁ
instables	ɛ̃ s t a b l
confié	k ɔ̃ f j e
documentalistes	d ɔ k y m ɑ̃ t a l i s t
abordant	a b ɔ ʁ d ɑ̃
cultivées	k y l t i v e
s'aperçut	s a p ɛ ʁ s y
sévérité	s e v e ʁ i t e
tempérée	t ɑ̃ p e ʁ e
l'adultère	l a d y l t ɛ ʁ
éphémérides	e f e m e ʁ i d
apparentes	a p a ʁ ɑ̃ t
initialisé	i n i s j a l i z e
consacrée	k ɔ̃ s a k ʁ e
domestique	d ɔ m ɛ s t i k
achevait	a ʃ v ɛ
d'endosser	d ɑ̃ d ɔ s e
casaque	k a z a k
vitrée	v i t ʁ e
carreaux	k a ʁ o
fumée	f y m e
réverbères	ʁ e v ɛ ʁ b ɛ ʁ
dessiné	d ɛ s i n e
semi-automatiques	s ə m j o t o m a t i k
sophistiqués	s ɔ f i s t i k e
échecs	e ʃ ɛ k
dits	d i
attire	a t i ʁ
lasse	l a s
l'admiration	l a d m i ʁ a s j ɔ̃
suscitent	s y s i t
élaborées	e l a b ɔ ʁ e
appréhender	a p ʁ e ɑ̃ d e
rendues	ʁ ɑ̃ d y
glissements	ɡ l i s m ɑ̃
volcaniques	v ɔ l k a n i k
récurrent	ʁ e k y ʁ ɑ̃
morphologique	m ɔ ʁ f ɔ l ɔ ʒ i k
méthodologique	m e t ɔ d ɔ l ɔ ʒ i k
heuristique	ø ʁ i s t i k
longitudinale	l ɔ̃ ʒ i t y d i n a l
recharger	ʁ ə ʃ a ʁ ʒ e
stationnement	s t a s j ɔ n m ɑ̃
brancher	b ʁ ɑ̃ ʃ e
préfigurant	p ʁ e f i ɡ y ʁ ɑ̃
retiendrons	ʁ ə t j ɛ̃ d ʁ ɔ̃
motivera	m ɔ t i v ʁ a
dépollutions	d e p ɔ l y s j ɔ̃
intensive	ɛ̃ t ɑ̃ s i v
engendrer	ɑ̃ ʒ ɑ̃ d ʁ e
S'est	s ɛ
l'achat	l a ʃ a
boulanger	b u l ɑ̃ ʒ e
personnalisé	p ɛ ʁ s ɔ n a l i z e
aborigènes	a b ɔ ʁ i ʒ ɛ n
superficie	s y p ɛ ʁ f i s i
découpages	d e k u p a ʒ
empreinte	ɑ̃ p ʁ ɛ̃ t
toniques	t ɔ n i k
l'envie	l ɑ̃ v i
dressée	d ʁ ɛ s e
intéresser	ɛ̃ t e ʁ ɛ s e
désirez	d e z i ʁ e
festif	f ɛ s t i f
commémoratif	k ɔ m e m ɔ ʁ a t i f
remportés	ʁ ɑ̃ p ɔ ʁ t e
surchargea	s y ʁ ʃ a ʁ ʒ a
constructif	k ɔ̃ s t ʁ y k t i f
L'amputation	l ɑ̃ p y t a s j ɔ̃
compensée	k ɔ̃ p ɑ̃ s e
comble	k ɔ̃ b l
bonnet	b ɔ n ɛ
soutien-gorge	s u t j ɛ̃ ɡ ɔ ʁ ʒ
butoir	b y t w a ʁ
stylet	s t i l ɛ
manie	m a n i
terminer	t ɛ ʁ m i n e
négligées	n e ɡ l i ʒ e
boucles	b u k l
d'oreilles	d ɔ ʁ ɛ j
tolérables	t ɔ l e ʁ a b l
supernovae	s y p ɛ ʁ n ɔ v e
fréquentes	f ʁ e k ɑ̃ t
modulés	m ɔ d y l e
essayant	e s ɛ j ɑ̃
résident	ʁ e z i d ɑ̃
Modélisation	m ɔ d e l i z a s j ɔ̃
déployer	d e p l w a j e
vitesses	v i t ɛ s
décriront	d e k ʁ i ʁ ɔ̃
orbite	ɔ ʁ b i t
calant	k a l ɑ̃
béton	b e t ɔ̃
grade	ɡ ʁ a d
d'inter	d ɛ̃ t ɛ ʁ
pares	p a ʁ
s'appuyer	s a p y i j e
collagène	k ɔ l a ʒ ɛ n
servent	s ɛ ʁ v
sanguins	s ɑ̃ ɡ ɛ̃
conjonctif	k ɔ̃ ʒ ɔ̃ k t i f
cérébral	s e ʁ e b ʁ a l
intitulé	ɛ̃ t i t y l e
neuve	n ø v
résultait	ʁ e z y l t ɛ
cliquetis	k l i k t i
adverbes	a d v ɛ ʁ b
adjectifs	a d ʒ ɛ k t i f
réveillait	ʁ e v ɛ j ɛ
séquentielles	s e k ɑ̃ s j ɛ l
accordés	a k ɔ ʁ d e
équilibres	e k i l i b ʁ
carbonée	k a ʁ b ɔ n e
doubles	d u b l
déposés	d e p o z e
intervenu	ɛ̃ t ɛ ʁ v ə n y
cinéma	s i n e m a
essaye	e s ɛ j
recréer	ʁ ə k ʁ e e
générateur	ʒ e n e ʁ a t œ ʁ
l'intensité	l ɛ̃ t ɑ̃ s i t e
débité	d e b i t e
l'horreur	l ɔ ʁ œ ʁ
tribut	t ʁ i b y
juif	ʒ y i f
d'élèves	d e l ɛ v
rétroactivement	ʁ e t ʁ ɔ a k t i v m ɑ̃
liquidée	l i k i d e
redevables	ʁ ə d ə v a b l
soyons	s w a j ɔ̃
conscients	k ɔ̃ s j ɑ̃
réaffirme	ʁ e a f i ʁ m
solennellement	s ɔ l ɛ n ɛ l m ɑ̃
consacrés	k ɔ̃ s a k ʁ e
provoquent	p ʁ ɔ v ɔ k
accélération	a k s e l e ʁ a s j ɔ̃
cardiaque	k a ʁ d j a k
afflux	a f l y
stimulent	s t i m y l ɑ̃
activent	a k t i v
métabolisme	m e t a b ɔ l i s m
incomplet	ɛ̃ k ɔ̃ p l ɛ
subdiviser	s y b d i v i z e
ferroviaire	f ɛ ʁ ɔ v j ɛ ʁ
paralysés	p a ʁ a l i z e
déneigement	d e n ɛ ʒ m ɑ̃
hivers	i v ɛ ʁ
affronter	a f ʁ ɔ̃ t e
montées	m ɔ̃ t e
pilotis	p i l ɔ t i
baissent	b ɛ s
filets	f i l ɛ
l'existence	l ɛ ɡ z i s t ɑ̃ s
l'unicité	l y n i s i t e
bifurcation	b i f y ʁ k a s j ɔ̃
incompatibles	ɛ̃ k ɔ̃ p a t i b l
anachronisme	a n a k ʁ ɔ n i s m
récapitulation	ʁ e k a p i t y l a s j ɔ̃
contractuels	k ɔ̃ t ʁ a k t y ɛ l
hospitalo-universitaires	ɔ s p i t a l o y n i v ɛ ʁ s i t ɛ ʁ
tourbillon	t u ʁ b i j ɔ̃
repère	ʁ ə p ɛ ʁ
imparfaits	ɛ̃ p a ʁ f ɛ
commutative	k ɔ m y t a t i v
possédant	p ɔ s e d ɑ̃
z	z ɛ d
anneau	a n o
commutatif	k ɔ m y t a t i f
simplifiable	s ɛ̃ p l i f j a b l
Autant	o t ɑ̃
d'expression	d ɛ k s p ʁ ɛ s j ɔ̃
désirs	d e z i ʁ
allaient	a l ɛ
expression	ɛ k s p ʁ ɛ s j ɔ̃
d'incitation	d ɛ̃ s i t a s j ɔ̃
délibération	d e l i b e ʁ a s j ɔ̃
combien	k ɔ̃ b j ɛ̃
vident	v i d
positives	p o z i t i v
sécant	s e k ɑ̃
impondérable	ɛ̃ p ɔ̃ d e ʁ a b l
s'organisent	s ɔ ʁ ɡ a n i z
suppléants	s y p l e ɑ̃
exotiques	ɛ ɡ z ɔ t i k
bas-relief	b a ʁ ə l j ɛ f
Jean	ʒ ɑ̃
Goujon	ɡ u ʒ ɔ̃
nymphe	n ɛ̃ f
couchée	k u ʃ e
occupait	ɔ k y p ɛ
s'enrichira	s ɑ̃ ʁ i ʃ i ʁ a
prorata	p ʁ ɔ ʁ a t a
isolés	i z ɔ l e
déséquilibrer	d e z e k i l i b ʁ e
demandés	d ə m ɑ̃ d e
joueur	ʒ u œ ʁ
regardait	ʁ ə ɡ a ʁ d ɛ
botte	b ɔ t
demandait	d ə m ɑ̃ d ɛ
rentrant	ʁ ɑ̃ t ʁ ɑ̃
supplément	s y p l e m ɑ̃
pari	p a ʁ i
l'écarté	l e k a ʁ t e
synthétisaient	s ɛ̃ t e t i z ɛ
complicité	k ɔ̃ p l i s i t e
résonances	ʁ e z ɔ n ɑ̃ s
multiplicité	m y l t i p l i s i t e
vivante	v i v ɑ̃ t
l'option	l ɔ p s j ɔ̃
facultative	f a k y l t a t i v
s'ajoutent	s a ʒ u t
projetées	p ʁ ɔ ʒ t e
syndicale	s ɛ̃ d i k a l
consulaire	k ɔ̃ s y l ɛ ʁ
accessoirement	a k s ɛ s w a ʁ m ɑ̃
expliquée	ɛ k s p l i k e
vain	v ɛ̃
gentillesse	ʒ ɑ̃ t i j ɛ s
convivialité	k ɔ̃ v i v j a l i t e
L'indépendance	l ɛ̃ d e p ɑ̃ d ɑ̃ s
l'autorité	l o t o ʁ i t e
côtoie	k o t w a
modernité	m ɔ d ɛ ʁ n i t e
forcenée	f ɔ ʁ s ə n e
piment	p i m ɑ̃
melon	m ə l ɔ̃
tomate	t ɔ m a t
laitue	l ɛ t y
introduisons	ɛ̃ t ʁ ɔ d y i z ɔ̃
récupérables	ʁ e k y p e ʁ a b l
acquittée	a k i t e
préférable	p ʁ e f e ʁ a b l
démarcher	d e m a ʁ ʃ e
découlant	d e k u l ɑ̃
contributives	k ɔ̃ t ʁ i b y t i v
rendrait	ʁ ɑ̃ d ʁ ɛ
Green	ɡ ʁ iː n
Informatique	ɛ̃ f ɔ ʁ m a t i k
analyste	a n a l i s t
convergent	k ɔ̃ v ɛ ʁ ʒ ɑ̃
navire	n a v i ʁ
anglaises	ɑ̃ ɡ l ɛ z
d'offrir	d ɔ f ʁ i ʁ
d'unités	d y n i t e
débutez	d e b y t e
attendez	a t ɑ̃ d e
tend	t ɑ̃
reconstitution	ʁ ə k ɔ̃ s t i t y s j ɔ̃
tactile	t a k t i l
l'intelligible	l ɛ̃ t ɛ l i ʒ i b l
Présentation	p ʁ e z ɑ̃ t a s j ɔ̃
visité	v i z i t e
contestées	k ɔ̃ t ɛ s t e
rénovée	ʁ e n ɔ v e
remodelées	ʁ ə m ɔ d l e
célèbres	s e l ɛ b ʁ
régissent	ʁ e ʒ i s
l'ombre	l ɔ̃ b ʁ
antichambres	ɑ̃ t i ʃ ɑ̃ b ʁ
ministérielles	m i n i s t e ʁ j ɛ l
cochons	k ɔ ʃ ɔ̃
légalité	l e ɡ a l i t e
superviseur	s y p ɛ ʁ v i z œ ʁ
alterne	a l t ɛ ʁ n
additionne	a d i s j ɔ n
hiérarchiques	j e ʁ a ʁ ʃ i k
latérales	l a t e ʁ a l
paru	p a ʁ y
c'était	s e t ɛ
chère	ʃ ɛ ʁ
filleule	f i j œ l
l'avoir	l a v w a ʁ
douces	d u s
nourrissent	n u ʁ i s
plancton	p l ɑ̃ k t ɔ̃
fouisseuses	f u i s ø z
vertébrés	v ɛ ʁ t e b ʁ e
connaissions	k ɔ n ɛ s j ɔ̃
D'eux	d ø
dommage	d ɔ m a ʒ
caprice	k a p ʁ i s
brutalement	b ʁ y t a l m ɑ̃
anéantis	a n e ɑ̃ t i
toxicologie	t ɔ k s i k ɔ l ɔ ʒ i
abordée	a b ɔ ʁ d e
appareil	a p a ʁ ɛ j
spectateurs	s p ɛ k t a t œ ʁ
assis	a s i
rideau	ʁ i d o
loge	l ɔ ʒ
scénique	s e n i k
électrodes	e l ɛ k t ʁ ɔ d
vide	v i d
philosophique	f i l o z ɔ f i k
combine	k ɔ̃ b i n
naturalisme	n a t y ʁ a l i s m
matérialiste	m a t e ʁ j a l i s t
superstitions	s y p ɛ ʁ s t i s j ɔ̃
inculquées	ɛ̃ k y l k e
fourbes	f u ʁ b
imposteurs	ɛ̃ p ɔ s t œ ʁ
respectés	ʁ ɛ s p ɛ k t e
tolérance	t ɔ l e ʁ ɑ̃ s
ponctuels	p ɔ̃ k t y ɛ l
siphon	s i f ɔ̃
cyclone	s i k l ɔ n
lits	l i
récit	ʁ e s i
tractations	t ʁ a k t a s j ɔ̃
d'anxiété	d ɑ̃ k s j e t e
tactiques	t a k t i k
lassitude	l a s i t y d
rumeurs	ʁ y m œ ʁ
d'espoir	d ɛ s p w a ʁ
élimine	e l i m i n
évalue	e v a l y
consistance	k ɔ̃ s i s t ɑ̃ s
exploités	ɛ k s p l w a t e
regrettables	ʁ ə ɡ ʁ ɛ t a b l
révisions	ʁ e v i z j ɔ̃
léguer	l e ɡ e
ayons	ɛ j ɔ̃
beautés	b o t e
diversités	d i v ɛ ʁ s i t e
magasins	m a ɡ a z ɛ̃
virtuels	v i ʁ t y ɛ l
pandore	p ɑ̃ d ɔ ʁ
échappent	e ʃ a p
cautionner	k o s j ɔ n e
illégal	i l e ɡ a l
didactiques	d i d a k t i k
productrices	p ʁ ɔ d y k t ʁ i s
arriva	a ʁ i v a
termina	t ɛ ʁ m i n a
rodage	ʁ ɔ d a ʒ
compréhensible	k ɔ̃ p ʁ e ɑ̃ s i b l
absorbe	a b s ɔ ʁ b
affirmée	a f i ʁ m e
millénaire	m i l e n ɛ ʁ
transfigurer	t ʁ ɑ̃ s f i ɡ y ʁ e
glycémie	ɡ l i s e m i
capillaire	k a p i j ɛ ʁ
congratulation	k ɔ̃ ɡ ʁ a t y l a s j ɔ̃
laxiste	l a k s i s t
Table	t a b l
divisions	d i v i z j ɔ̃
subdivisions	s y b d i v i z j ɔ̃
pagination	p a ʒ i n a s j ɔ̃
lexiques	l ɛ k s i k
essayerons	e s ɛ j ʁ ɔ̃
revenant	ʁ ə v n ɑ̃
capte	k a p t
satellite	s a t ɛ l i t
récession	ʁ e s ɛ s j ɔ̃
intactes	ɛ̃ t a k t
occulter	ɔ k y l t e
esprits	ɛ s p ʁ i
dévouement	d e v u m ɑ̃
télécommandes	t e l e k ɔ m ɑ̃ d
infrarouges	ɛ̃ f ʁ a ʁ u ʒ
lumières	l y m j ɛ ʁ
radios	ʁ a d j o
travaillera	t ʁ a v a j ʁ a
bénéficiera	b e n e f i s i ʁ a
d'observation	d ɔ b s ɛ ʁ v a s j ɔ̃
dédain	d e d ɛ̃
parade	p a ʁ a d
desséché	d ɛ s e ʃ e
normalisés	n ɔ ʁ m a l i z e
normalisées	n ɔ ʁ m a l i z e
step	s t ɛ p
imprécisions	ɛ̃ p ʁ e s i z j ɔ̃
frottements	f ʁ ɔ t m ɑ̃
crédité	k ʁ e d i t e
créance	k ʁ e ɑ̃ s
nuancées	n y ɑ̃ s e
nuancer	n y ɑ̃ s e
s'humaniser	s y m a n i z e
statuera	s t a t y ʁ a
valablement	v a l a b l ə m ɑ̃
vivaient	v i v ɛ
ronces	ʁ ɔ̃ s
monté	m ɔ̃ t e
rues	ʁ y
flingues	f l ɛ̃ ɡ
tuer	t y e
rats	ʁ a
nue	n y
crue	k ʁ y
chaises	ʃ ɛ z
rebut	ʁ ə b y
quête	k ɛ t
incessante	ɛ̃ s ɛ s ɑ̃ t
libertaires	l i b ɛ ʁ t ɛ ʁ
vociférante	v ɔ s i f e ʁ ɑ̃ t
vitalité	v i t a l i t e
ruraux	ʁ y ʁ o
démunis	d e m y n i
retransmettre	ʁ ə t ʁ ɑ̃ s m ɛ t ʁ
perçues	p ɛ ʁ s y
d'aéroport	d a e ʁ ɔ p ɔ ʁ
fertiles	f ɛ ʁ t i l
percevons	p ɛ ʁ s ə v ɔ̃
croyons	k ʁ w a j ɔ̃
nôtre	n o t ʁ
connue	k ɔ n y
suggèrent	s y ɡ ʒ ɛ ʁ
coronaire	k ɔ ʁ ɔ n ɛ ʁ
usa	y z a
ressemblances	ʁ ə s ɑ̃ b l ɑ̃ s
inscrites	ɛ̃ s k ʁ i t
curieusement	k y ʁ j ø z m ɑ̃
démontrées	d e m ɔ̃ t ʁ e
physiologistes	f i z j ɔ l ɔ ʒ i s t
reparaissaient	ʁ ə p a ʁ ɛ s ɛ
vaguement	v a ɡ m ɑ̃
sanctuaire	s ɑ̃ k t y ɛ ʁ
veilleuse	v ɛ j ø z
bénitier	b e n i t j e
portatif	p ɔ ʁ t a t i f
argenté	a ʁ ʒ ɑ̃ t e
soie	s w a
châteaux	ʃ a t o
démolis	d e m ɔ l i
Observez	ɔ b s ɛ ʁ v e
enregistrez	ɑ̃ ʁ ʒ i s t ʁ e
précautions	p ʁ e k o s j ɔ̃
schématiser	ʃ e m a t i z e
paradoxale	p a ʁ a d ɔ k s a l
gels	ʒ ɛ l
silice	s i l i s
polarité	p ɔ l a ʁ i t e
digne	d i ɲ
entreprendre	ɑ̃ t ʁ ə p ʁ ɑ̃ d ʁ
interroge	ɛ̃ t ɛ ʁ ɔ ʒ
encourager	ɑ̃ k u ʁ a ʒ e
physionomie	f i z j ɔ n ɔ m i
chagrins	ʃ a ɡ ʁ ɛ̃
secrets	s ə k ʁ ɛ
insensiblement	ɛ̃ s ɑ̃ s i b l ə m ɑ̃
désolée	d e z ɔ l e
garnissaient	ɡ a ʁ n i s ɛ
d'apprendre	d a p ʁ ɑ̃ d ʁ
contente	k ɔ̃ t ɑ̃ t
d'agir	d a ʒ i ʁ
assumer	a s y m e
estudiantine	ɛ s t y d j ɑ̃ t i n
affirmer	a f i ʁ m e
inéluctablement	i n e l y k t a b l ə m ɑ̃
fragmentation	f ʁ a ɡ m ɑ̃ t a s j ɔ̃
renforcés	ʁ ɑ̃ f ɔ ʁ s e
fédèrent	f e d ɛ ʁ
cancérologues	k ɑ̃ s e ʁ ɔ l ɔ ɡ
concevait	k ɔ̃ s v ɛ
n'avait	n a v ɛ
exorbitante	ɛ ɡ z ɔ ʁ b i t ɑ̃ t
corporel	k ɔ ʁ p ɔ ʁ ɛ l
tragédies	t ʁ a ʒ e d i
poète	p ɔ ɛ t
soignantes	s w a n j ɑ̃ t
mobilisées	m ɔ b i l i z e
prononcé	p ʁ ɔ n ɔ̃ s e
bêche	b ɛ ʃ
soc	s ɔ k
charrue	ʃ a ʁ y
facilite	f a s i l i t
apical	a p i k a l
basal	b a z a l
basale	b a z a l
Entre-temps	ɑ̃ t ʁ t ɑ̃
unissent	y n i s
finies	f i n i
interdisciplinaire	ɛ̃ t ɛ ʁ d i s i p l i n ɛ ʁ
identitaire	i d ɑ̃ t i t ɛ ʁ
claires	k l ɛ ʁ
infirmité	ɛ̃ f i ʁ m i t e
ralliés	ʁ a l j e
référencer	ʁ e f e ʁ ɑ̃ s e
Prise	p ʁ i z
curatif	k y ʁ a t i f
préventives	p ʁ e v ɑ̃ t i v
démographique	d e m ɔ ɡ ʁ a f i k
sollicitée	s ɔ l i s i t e
enferme	ɑ̃ f ɛ ʁ m
falsification	f a l s i f i k a s j ɔ̃
réfuter	ʁ e f y t e
graduelle	ɡ ʁ a d y ɛ l
L'offre	l ɔ f ʁ
procède	p ʁ ɔ s ɛ d
admirablement	a d m i ʁ a b l ə m ɑ̃
situés	s i t y e
animations	a n i m a s j ɔ̃
après-ski	a p ʁ ɛ s k i
nocturnes	n ɔ k t y ʁ n
respiration	ʁ ɛ s p i ʁ a s j ɔ̃
irrégulière	i ʁ e ɡ y l j ɛ ʁ
haletante	a l t ɑ̃ t
entrecoupée	ɑ̃ t ʁ ə k u p e
inquiétantes	ɛ̃ k j e t ɑ̃ t
impressionné	ɛ̃ p ʁ ɛ s j ɔ n e
rassemblé	ʁ a s ɑ̃ b l e
convertisseur	k ɔ̃ v ɛ ʁ t i s œ ʁ
bureautiques	b y ʁ o t i k
essayons	e s ɛ j ɔ̃
débouchaient	d e b u ʃ ɛ
détroit	d e t ʁ w a
cinglaient	s ɛ̃ ɡ l ɛ
dispensant	d i s p ɑ̃ s ɑ̃
d'ethnologie	d ɛ t n ɔ l œ d ʒ i
dotées	d ɔ t e
électriques	e l ɛ k t ʁ i k
calculés	k a l k y l e
extraites	ɛ k s t ʁ ɛ t
comparées	k ɔ̃ p a ʁ e
révolte	ʁ e v ɔ l t
subversion	s y b v ɛ ʁ s j ɔ̃
déferlé	d e f ɛ ʁ l e
balaie	b a l ɛ
d'autorité	d o t o ʁ i t e
parentale	p a ʁ ɑ̃ t a l
concubinage	k ɔ̃ k y b i n a ʒ
if	i f
espacés	ɛ s p a s e
souvenez	s u v n e
vraisemblable	v ʁ ɛ s ɑ̃ b l a b l
fréquentée	f ʁ e k ɑ̃ t e
médicamenteuses	m e d i k a m ɑ̃ t ø z
relaxation	ʁ ə l a k s a s j ɔ̃
sophrologie	s ɔ f ʁ ɔ l ɔ ʒ i
répété	ʁ e p e t e
fiscaux	f i s k o
provision	p ʁ ɔ v i z j ɔ̃
acheteur	a ʃ t œ ʁ
l'oeil	l œ j
d'accroche	d a k ʁ ɔ ʃ
simultanément	s i m y l t a n e m ɑ̃
rêver	ʁ ɛ v e
parentés	p a ʁ ɑ̃ t e
secrètes	s ə k ʁ ɛ t
D'ailleurs	d a j œ ʁ
inéluctable	i n e l y k t a b l
participantes	p a ʁ t i s i p ɑ̃ t
carrée	k a ʁ e
positionner	p o z i s j ɔ n e
administrées	a d m i n i s t ʁ e
expertises	ɛ k s p ɛ ʁ t i z
cylindriques	s i l ɛ̃ d ʁ i k
verticaux	v ɛ ʁ t i k o
couchés	k u ʃ e
sphères	s f ɛ ʁ
cuves	k y v
occuper	ɔ k y p e
symétrique	s i m e t ʁ i k
chinoise	ʃ i n w a z
antique	ɑ̃ t i k
approfondissement	a p ʁ ɔ f ɔ̃ d i s m ɑ̃
goûts	ɡ u
supervision	s y p ɛ ʁ v i z j ɔ̃
familiarisés	f a m i l j a ʁ i z e
réaffirmer	ʁ e a f i ʁ m e
feignent	f ɛ n j
abandon	a b ɑ̃ d ɔ̃
Florence	f l ɔ ʁ ɑ̃ s
quarantaine	k a ʁ ɑ̃ t ɛ n
renouvelé	ʁ ə n u v l e
d'éminents	d e m i n ɑ̃
demi-heure	d ə m j œ ʁ
civique	s i v i k
d'abonnés	d a b ɔ n e
encouru	ɑ̃ k u ʁ y
l'opérateur	l ɔ p e ʁ a t œ ʁ
desservir	d ɛ s ɛ ʁ v i ʁ
indirectes	ɛ̃ d i ʁ ɛ k t
réservent	ʁ e z ɛ ʁ v
opinion	ɔ p i n j ɔ̃
vectorielles	v ɛ k t ɔ ʁ j ɛ l
complètes	k ɔ̃ p l ɛ t
chevaux	ʃ ə v o
jaunes	ʒ o n
dénombrés	d e n ɔ̃ b ʁ e
plaisirs	p l ɛ z i ʁ
tiédeur	t j e d œ ʁ
orthographe	ɔ ʁ t ɔ ɡ ʁ a f
éloignée	e l w a n j e
reportés	ʁ ə p ɔ ʁ t e
dérivent	d e ʁ i v
défendeur	d e f ɑ̃ d œ ʁ
Bienvenue	b j ɛ̃ v n y
chabichou	ʃ a b i ʃ u
fromages	f ʁ ɔ m a ʒ
chèvre	ʃ ɛ v ʁ
aires	ɛ ʁ
confronter	k ɔ̃ f ʁ ɔ̃ t e
honneur	ɔ n œ ʁ
supposer	s y p o z e
vendéens	v ɑ̃ d e ɛ̃
emparer	ɑ̃ p a ʁ e
handicapés	ɑ̃ d i k a p e
Promotion	p ʁ ɔ m ɔ s j ɔ̃
corse	k ɔ ʁ s
procéder	p ʁ ɔ s e d e
défensive	d e f ɑ̃ s i v
silicone	s i l i k ɔ n
stabilisée	s t a b i l i z e
héritée	e ʁ i t e
cessera	s ɛ s ʁ a
métissage	m e t i s a ʒ
d'exercice	d ɛ ɡ z ɛ ʁ s i s
l'instant	l ɛ̃ s t ɑ̃
maladroit	m a l a d ʁ w a
conscient	k ɔ̃ s j ɑ̃
terrifiantes	t ɛ ʁ i f j ɑ̃ t
aérodynamique	a e ʁ ɔ d i n a m i k
subsonique	s y b s ɔ n i k
turbulences	t y ʁ b y l ɑ̃ s
